#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1184|SZUA-1184_00001	K08307	[EC:4.2.2.-]	mltD, dniR	membrane-bound lytic murein transglycosylase D	05E9H@bactNOG,0QHZG@gproNOG,16Q6H@proNOG,COG0741@NOG	Lytic Murein transglycosylase			SZUA-1184_1:c(1414..3030)	Membrane-bound lytic murein transglycosylase D	K08307	K08307		K08307	K08309
Candidatus_bacterium_SZUA-1184|SZUA-1184_01169									SZUA-1184_209:1864..2148	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01170									SZUA-1184_210:220..432	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01171					08NYD@bactNOG,0ZYW2@NOG				SZUA-1184_210:567..1676	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01172	K06881	[EC:3.1.3.7][EC:3.1.13.3]	nrnA	bifunctional oligoribonuclease and PAP phosphatase NrnA	05DV2@bactNOG,0ER01@cloNOG,0NF16@firmNOG,COG0618@NOG	Inherit from bactNOG: Exopolyphosphatase-related protein			SZUA-1184_210:2070..2348	hypothetical protein	K06881				K06881
Candidatus_bacterium_SZUA-1184|SZUA-1184_01173	K03381	[EC:1.13.11.1]	catA	catechol 1,2-dioxygenase	08QMY@bactNOG,09RHV@bctoNOG,COG3485@NOG	Dioxygenase			SZUA-1184_210:2521..3288	Chlorocatechol 1,2-dioxygenase	K03381	K03381		K03381	K00449
Candidatus_bacterium_SZUA-1184|SZUA-1184_01174	K06889		K06889	uncharacterized protein	05I51@bactNOG,171XJ@proNOG,COG1073@NOG	hydrolase of the alpha beta superfamily			SZUA-1184_210:3530..4354	hypothetical protein	K06889	K06889		K06889	K11750
Candidatus_bacterium_SZUA-1184|SZUA-1184_01175									SZUA-1184_210:4608..5648	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01176									SZUA-1184_210:5713..5904	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01177	K00261	[EC:1.4.1.3]	GLUD1_2, gdhA	glutamate dehydrogenase (NAD(P)+)	05D82@bactNOG,0ENQ2@cloNOG,0ND71@firmNOG,COG0334@NOG	glutamate dehydrogenase			SZUA-1184_210:c(5954..6163)	Glutamate dehydrogenase	K00261	K00261		K00260	K00263
Candidatus_bacterium_SZUA-1184|SZUA-1184_01178	K06910		K06910	uncharacterized protein	02FJ7@aquNOG,08V1U@bactNOG,COG1881@NOG	PEBP family			SZUA-1184_211:712..1191	hypothetical protein	K06910	K06910	K06910	K06910	K06910
Candidatus_bacterium_SZUA-1184|SZUA-1184_01179	K03183	[EC:2.1.1.163][EC:2.1.1.201]	ubiE	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	0KUDF@eurNOG,0XSKB@NOG,arCOG01792@arNOG	Methyltransferase			SZUA-1184_211:c(1282..2037)	hypothetical protein	K03183			K03183	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01180					08K67@bactNOG,09AGM@bctoNOG,0YP2W@NOG	BNR repeat			SZUA-1184_211:c(2152..3375)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01181									SZUA-1184_211:c(3397..3798)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01182					071YF@bactNOG,09PP0@bctoNOG,0YZDF@NOG				SZUA-1184_211:c(3872..5122)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01183					07F8T@bactNOG,0ZIMY@NOG				SZUA-1184_211:c(5194..5634)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01184									SZUA-1184_212:43..528	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01185									SZUA-1184_212:528..2189	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01187									SZUA-1184_213:385..2409	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01188									SZUA-1184_213:2672..2842	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01189					05DXW@bactNOG,09A99@bctoNOG,0FVXS@cytNOG,0XQEH@NOG	Domain of unknown function (DUF1083)			SZUA-1184_214:183..1514	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01190	K10563	[EC:3.2.2.23][EC:4.2.99.18]	mutM, fpg	formamidopyrimidine-DNA glycosylase	05ERD@bactNOG,0ER2K@cloNOG,0NEDZ@firmNOG,COG0266@NOG	Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates (By similarity)			SZUA-1184_214:1518..2333	Formamidopyrimidine-DNA glycosylase	K10563	K10563		K10563	K10563
Candidatus_bacterium_SZUA-1184|SZUA-1184_01191	K07126		K07126	uncharacterized protein	05VJX@bactNOG,0QMZJ@gproNOG,127QI@NOG,17M18@proNOG	repeat protein			SZUA-1184_214:2412..2909	hypothetical protein	K07126			K07126	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01192	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	04TFB@bacNOG,05E1F@bactNOG,0NGTQ@firmNOG,COG1028@NOG	Short chain dehydrogenase			SZUA-1184_215:49..411	hypothetical protein	K21883				K21883
Candidatus_bacterium_SZUA-1184|SZUA-1184_01193									SZUA-1184_215:c(419..586)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01194	K00588	[EC:2.1.1.104]	E2.1.1.104	caffeoyl-CoA O-methyltransferase	08VQJ@bactNOG,0FJIZ@cyaNOG,COG4122@NOG	O-methyltransferase			SZUA-1184_215:c(619..1284)	Putative O-methyltransferase/MSMEI_4947	K00588			K00588	K21189
Candidatus_bacterium_SZUA-1184|SZUA-1184_01195									SZUA-1184_215:1418..2362	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01196					05D74@bactNOG,09H0X@bctoNOG,0PBK4@flaNOG,0XVV6@NOG	hydrolase			SZUA-1184_215:c(2411..3343)	Epoxide hydrolase A					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01197					05DJC@bactNOG,0GDSG@delNOG,0HEHB@dproNOG,0XPYW@NOG,178XZ@proNOG	Pfam:DUF1222			SZUA-1184_215:c(3441..3812)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01198	K02439	[EC:2.8.1.1]	glpE	thiosulfate sulfurtransferase	05M78@bactNOG,0QUHM@gproNOG,17FJ0@proNOG,COG0607@NOG	Catalyzes, although with low efficiency, the sulfur transfer reaction from thiosulfate to cyanide (By similarity)			SZUA-1184_215:c(3809..4129)	Thiosulfate sulfurtransferase GlpE	K02439	K02439		K01011	K21147
Candidatus_bacterium_SZUA-1184|SZUA-1184_01199					05X6Y@bactNOG,09HMW@bctoNOG,124P8@NOG,1AKMP@sphNOG				SZUA-1184_215:c(4166..4453)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01200	K09861		K09861	uncharacterized protein	05D1Q@bactNOG,0QIYP@gproNOG,16QSD@proNOG,COG3022@NOG	UPF0246 protein			SZUA-1184_215:c(4510..5277)	hypothetical protein	K09861	K09861		K09861	K09861
Candidatus_bacterium_SZUA-1184|SZUA-1184_01201					082KV@bactNOG,0ZX7D@NOG	spore coat protein CotH			SZUA-1184_215:c(5453..6478)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01202	K00486	[EC:1.14.13.9]	KMO	kynurenine 3-monooxygenase	00789@aciNOG,07RQD@bactNOG,COG0654@NOG	Catalyzes the hydroxylation of L-kynurenine (L-Kyn) to form 3-hydroxy-L-kynurenine (L-3OHKyn). Required for synthesis of quinolinic acid (By similarity)			SZUA-1184_216:39..1058	Kynurenine 3-monooxygenase	K00486	K00486		K00486	K21725
Candidatus_bacterium_SZUA-1184|SZUA-1184_01203	K06924		K06924	uncharacterized protein	05D11@bactNOG,0EP1T@cloNOG,0NEQQ@firmNOG,COG3044@NOG	ATPase of the ABC			SZUA-1184_216:c(1149..2903)	hypothetical protein	K06924			K06924	K06924
Candidatus_bacterium_SZUA-1184|SZUA-1184_01204	K17508	[EC:3.1.3.16]	PTC7, PPTC7	protein phosphatase PTC7	0BUZN@braNOG,1BBSZ@strNOG,1DPRM@virNOG,COG0631@NOG,KOG1379@euNOG	Stage II sporulation protein E (SpoIIE)			SZUA-1184_216:c(3022..3714)	hypothetical protein	K17508	K17508	K17508	K17508	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01205									SZUA-1184_216:c(3997..4140)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01206					05JCD@bactNOG,09G5V@bctoNOG,1AM5V@sphNOG,COG4447@NOG	BNR/Asp-box repeat			SZUA-1184_216:c(4215..6359)	Ycf48-like protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01207									SZUA-1184_216:c(6451..6657)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01208					05QX8@bactNOG,09CC3@bctoNOG,0FZDF@cytNOG,COG1305@NOG	TGc			SZUA-1184_216:c(6766..7218)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01209					07ZK7@bactNOG,COG1305@NOG	Transglutaminase-like superfamily			SZUA-1184_216:c(7428..8396)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01210					08RN8@bactNOG,0D0QJ@chlNOG,COG0432@NOG	Uncharacterised protein family UPF0047			SZUA-1184_216:c(8832..9254)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01211					07WJ4@bactNOG,0XPH7@NOG	Metalloprotease MEP1-like protein			SZUA-1184_216:c(9331..12300)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01212					01Z3Q@aproNOG,08MUP@bactNOG,0ZYPP@NOG,177AN@proNOG				SZUA-1184_216:c(12525..12845)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01213									SZUA-1184_217:c(87..194)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01214	K01897	[EC:6.2.1.3]	ACSL, fadD	long-chain acyl-CoA synthetase	08IQE@bactNOG,0GSZ8@delNOG,0HSCJ@dproNOG,172WK@proNOG,COG1022@NOG	AMP-dependent synthetase and ligase			SZUA-1184_218:21..1166	Long-chain-fatty-acid--CoA ligase FadD15	K01897	K01897		K01897	K01897
Candidatus_bacterium_SZUA-1184|SZUA-1184_01215	K13775		atuG	citronellol/citronellal dehydrogenase	05DSZ@bactNOG,0GCND@delNOG,0HDER@dproNOG,0XPBF@NOG,16VKA@proNOG	Short chain dehydrogenase			SZUA-1184_218:c(1173..1994)	Glucose 1-dehydrogenase 2	K13775	K13775		K13775	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01216	K00249	[EC:1.3.8.7]	ACADM, acd	acyl-CoA dehydrogenase	05C1G@bactNOG,0QNP4@gproNOG,16RQE@proNOG,COG1960@NOG	acyl-CoA dehydrogenase			SZUA-1184_218:c(2009..3184)	Acyl-CoA dehydrogenase	K00249			K00249	K22027
Candidatus_bacterium_SZUA-1184|SZUA-1184_01217	K11731	[EC:1.3.99.-]	atuD	citronellyl-CoA dehydrogenase	05C1G@bactNOG,0QJR1@gproNOG,16RQE@proNOG,COG1960@NOG	acyl-CoA dehydrogenase			SZUA-1184_218:c(3213..4361)	Acyl-CoA dehydrogenase	K11731	K11731		K11731	K22027
Candidatus_bacterium_SZUA-1184|SZUA-1184_01218	K13779	[EC:4.2.1.57]	atuE	isohexenylglutaconyl-CoA hydratase	11HJD@NOG	Enoyl-CoA hydratase			SZUA-1184_218:c(4415..4789)	1,4-dihydroxy-2-naphthoyl-CoA synthase	K13779	K13779		K01692	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01219					08QKU@bactNOG,09CGK@bctoNOG,0XR0H@NOG				SZUA-1184_219:22..1893	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01220					08X6K@bactNOG,09EGX@bctoNOG,11MG6@NOG				SZUA-1184_219:1916..3019	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01221	K01077	[EC:3.1.3.1]	E3.1.3.1, phoA, phoB	alkaline phosphatase	07QKP@bactNOG,0CZBY@chlNOG,0XNQ8@NOG	Alkaline phosphatase			SZUA-1184_219:3110..5590	hypothetical protein	K01077			K01077	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01222	K03769	[EC:5.2.1.8]	ppiC	peptidyl-prolyl cis-trans isomerase C	05EIN@bactNOG,COG0760@NOG	peptidylprolyl cis-trans isomerase			SZUA-1184_219:5658..6944	Foldase protein PrsA 1	K03769			K03769	K07533
Candidatus_bacterium_SZUA-1184|SZUA-1184_01223	K21472	[EC:3.4.-.-]	lytH	peptidoglycan LD-endopeptidase LytH	05MDJ@bactNOG,0F0FK@cloNOG,0NNDD@firmNOG,COG0739@NOG	peptidase M23			SZUA-1184_219:c(6948..8036)	hypothetical protein	K21472				K21472
Candidatus_bacterium_SZUA-1184|SZUA-1184_01224	K03786	[EC:4.2.1.10]	aroQ, qutE	3-dehydroquinate dehydratase II	08Z38@bactNOG,1CGKX@therNOG,COG0757@NOG	Catalyzes a trans-dehydration via an enolate intermediate (By similarity)			SZUA-1184_219:c(8033..8473)	3-dehydroquinate dehydratase	K03786	K03786		K00457	K03786
Candidatus_bacterium_SZUA-1184|SZUA-1184_01225					06Z6E@bactNOG,0Z04F@NOG				SZUA-1184_219:c(8489..8875)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01226									SZUA-1184_220:85..681	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01227					08RU8@bactNOG,11GAK@NOG				SZUA-1184_220:c(683..2449)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01228									SZUA-1184_220:c(2446..2832)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01229									SZUA-1184_220:c(2801..2926)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01230									SZUA-1184_220:c(2926..3495)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01231									SZUA-1184_221:c(1928..2071)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01232	K06195		apaG	ApaG protein	05NWN@bactNOG,0GFZI@delNOG,0HGKF@dproNOG,17FMU@proNOG,COG2967@NOG	ApaG protein			SZUA-1184_221:c(2184..2567)	Protein ApaG	K06195	K06195		K06195	K06195
Candidatus_bacterium_SZUA-1184|SZUA-1184_01233									SZUA-1184_221:c(2639..2872)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01234									SZUA-1184_221:c(3254..3532)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01236					05DNU@bactNOG,099MV@bctoNOG,0P7D0@flaNOG,0XP5Y@NOG	tonB-dependent Receptor			SZUA-1184_222:c(168..2696)	Vitamin B12 transporter BtuB					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01237	K09516	[EC:1.3.99.23]	RETSAT	all-trans-retinol 13,14-reductase	07V6A@bactNOG,09SRJ@bctoNOG,COG1233@NOG	Flavin containing amine oxidoreductase			SZUA-1184_222:c(2789..4375)	Phytoene desaturase (neurosporene-forming)	K09516	K09516		K09516	K21779
Candidatus_bacterium_SZUA-1184|SZUA-1184_01238	K03641		tolB	TolB protein	01RGK@aproNOG,07R6Y@bactNOG,16PSP@proNOG,COG0823@NOG	Involved in the TonB-independent uptake of proteins (By similarity)			SZUA-1184_222:c(4621..6873)	Protein TolB	K03641	K03641		K03641	K20934
Candidatus_bacterium_SZUA-1184|SZUA-1184_01239	K01627	[EC:2.5.1.55]	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	04Z3D@bacNOG,05CXR@bactNOG,0NDM9@firmNOG,COG2877@NOG	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55)			SZUA-1184_222:7156..7974	2-dehydro-3-deoxyphosphooctonate aldolase	K01627	K01627	K01627	K01627	K01627
Candidatus_bacterium_SZUA-1184|SZUA-1184_01240	K05337		fer	ferredoxin	0688J@bactNOG,0XUIC@NOG	Ferredoxin			SZUA-1184_223:c(49..255)	Ferredoxin	K05337	K05337		K05337	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01241	K07390		grxD, GLRX5	monothiol glutaredoxin	01Y3V@aproNOG,05M2J@bactNOG,17FFM@proNOG,COG0278@NOG	Glutaredoxin			SZUA-1184_223:c(506..823)	Glutaredoxin 4	K07390	K07390		K07390	K07390
Candidatus_bacterium_SZUA-1184|SZUA-1184_01242	K22075		BOLA3	BolA-like protein 3	05KEH@bactNOG,0FPDH@cyaNOG,COG0271@NOG	BolA-like protein			SZUA-1184_223:c(825..1079)	DNA-binding transcriptional regulator BolA	K22075				K22075
Candidatus_bacterium_SZUA-1184|SZUA-1184_01243	K11940		hspQ	heat shock protein HspQ	05GSS@bactNOG,0QSM4@gproNOG,17DFW@proNOG,COG3785@NOG	Involved in the degradation of certain denaturated proteins, including DnaA, during heat shock stress (By similarity)			SZUA-1184_223:1433..1777	Heat shock protein HspQ	K11940	K11940		K11940	K11940
Candidatus_bacterium_SZUA-1184|SZUA-1184_01246									SZUA-1184_223:c(2170..2343)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01247									SZUA-1184_223:2390..2617	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01248									SZUA-1184_223:c(2596..2961)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01249	K01392	[EC:3.4.24.15]	THOP1	thimet oligopeptidase	05DGW@bactNOG,COG0339@NOG	oligopeptidase A			SZUA-1184_223:c(2962..5046)	Oligopeptidase A	K01392	K01392	K01410	K01284	K01414
Candidatus_bacterium_SZUA-1184|SZUA-1184_01250									SZUA-1184_223:c(5099..5431)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01251									SZUA-1184_223:c(5434..6123)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01252									SZUA-1184_223:6135..6998	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01254					05MPI@bactNOG,0GHIX@delNOG,0HICK@dproNOG,11VM9@NOG,17KCS@proNOG	DoxX Family			SZUA-1184_223:c(7146..7601)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01255					06AC5@bactNOG,0GGRM@delNOG,0HHFU@dproNOG,123Q2@NOG,17KSK@proNOG	Rhodanese domain protein			SZUA-1184_223:c(7598..8074)	Thiosulfate sulfurtransferase GlpE					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01256	K01119	[EC:3.1.4.16][EC:3.1.3.6]	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	05CGH@bactNOG,1CFK0@therNOG,COG0737@NOG	5'-nucleotidase			SZUA-1184_223:c(8071..9009)	Mannosylglucosyl-3-phosphoglycerate phosphatase	K01119			K01119	K17224
Candidatus_bacterium_SZUA-1184|SZUA-1184_01258	K04096		smf	DNA processing protein	05C79@bactNOG,0GBH2@delNOG,0HCNZ@dproNOG,16Q42@proNOG,COG0758@NOG	DNA protecting protein DprA			SZUA-1184_224:c(304..951)	DNA processing protein DprA	K04096	K04096		K04096	K04096
Candidatus_bacterium_SZUA-1184|SZUA-1184_01259									SZUA-1184_224:c(1246..1404)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01260	K03979	[EC:3.6.5.-]	obgE, cgtA	GTPase	05C9R@bactNOG,0EPNR@cloNOG,0NDTZ@firmNOG,COG0536@NOG	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate (By similarity). It may play a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control			SZUA-1184_224:c(1394..2362)	GTPase Obg	K03979	K03979		K03979	K03979
Candidatus_bacterium_SZUA-1184|SZUA-1184_01261	K00030	[EC:1.1.1.41]	IDH3	isocitrate dehydrogenase (NAD+)	0KS8X@eurNOG,0WNEC@methaNOG,COG0473@NOG,arCOG01163@arNOG	dehydrogenase (NAD)			SZUA-1184_224:c(2430..3626)	Isocitrate dehydrogenase [NADP]	K00030	K00030		K00030	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01262					05VB8@bactNOG,1DIUI@verNOG,COG2331@NOG	Pfam:CxxC_CxxC_SSSS			SZUA-1184_224:c(3629..3916)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01263	K00954	[EC:2.7.7.3]	E2.7.7.3A, coaD, kdtB	pantetheine-phosphate adenylyltransferase	08ZEF@bactNOG,1DI51@verNOG,COG0669@NOG	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate (By similarity)			SZUA-1184_224:c(3975..4454)	Phosphopantetheine adenylyltransferase	K00954	K00954		K00954	K00954
Candidatus_bacterium_SZUA-1184|SZUA-1184_01264	K08316	[EC:2.1.1.171]	rsmD	16S rRNA (guanine966-N2)-methyltransferase	06H78@bactNOG,0CYBA@chlaNOG,COG0742@NOG	Methyltransferase			SZUA-1184_224:c(4451..4966)	Ribosomal RNA small subunit methyltransferase D	K08316			K08316	K08316
Candidatus_bacterium_SZUA-1184|SZUA-1184_01265									SZUA-1184_224:c(4963..6825)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01266									SZUA-1184_224:c(6835..7587)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01267	K02237		comEA	competence protein ComEA	05KQC@bactNOG,0EU3F@cloNOG,0NKNK@firmNOG,COG1555@NOG	competence protein ComEA helix-hairpin-helix repeat protein			SZUA-1184_224:c(7602..8036)	ComE operon protein 1	K02237	K02237		K02237	K02237
Candidatus_bacterium_SZUA-1184|SZUA-1184_01268	K03686		dnaJ	molecular chaperone DnaJ	05BZ5@bactNOG,099SY@bctoNOG,0P7II@flaNOG,COG0484@NOG	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)			SZUA-1184_224:c(8036..9124)	Chaperone protein DnaJ	K03686	K03686		K03686	K14002
Candidatus_bacterium_SZUA-1184|SZUA-1184_01269					08VUE@bactNOG,09ETE@bctoNOG,11JQD@NOG	Biopolymer transport protein ExbD TolR			SZUA-1184_225:61..453	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01270	K03559		exbD	biopolymer transport protein ExbD	08SHB@bactNOG,09E7B@bctoNOG,0P9V1@flaNOG,11GVS@NOG	biopolymer transport protein ExbD TolR			SZUA-1184_225:453..863	hypothetical protein	K03559			K03559	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01271	K03832		tonB	periplasmic protein TonB	08TPY@bactNOG,09DP8@bctoNOG,11GC9@NOG	TonB family			SZUA-1184_225:870..1493	hypothetical protein	K03832	K03832		K03832	
Candidatus_bacterium_SZUA-1184|SZUA-1184_01272	K00247		frdD	fumarate reductase subunit D	08VP9@bactNOG,0QR00@gproNOG,17AGS@proNOG,COG3080@NOG	Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane (By similarity)			SZUA-1184_225:c(1773..2126)	Fumarate reductase subunit D	K00247	K00247		K00247	K00247
Candidatus_bacterium_SZUA-1184|SZUA-1184_01273	K00246		frdC	fumarate reductase subunit C	08WJH@bactNOG,COG3029@NOG	Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane (By similarity)			SZUA-1184_225:c(2129..2527)	Fumarate reductase subunit C	K00246	K00246	K00246	K00246	K00246
Candidatus_bacterium_SZUA-1184|SZUA-1184_01274	K20946		vpsE	polysaccharide biosynthesis protein VpsE	08KFX@bactNOG,0D0D6@chlNOG,COG2244@NOG	Polysaccharide biosynthesis protein			SZUA-1184_226:33..647	hypothetical protein	K20946				K20946
Candidatus_bacterium_SZUA-1184|SZUA-1184_01275					05E8H@bactNOG,0CZUI@chlNOG,0XQXB@NOG	Inherit from bactNOG: Membrane			SZUA-1184_226:712..3024	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01276									SZUA-1184_226:c(3470..3895)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01277					08X6K@bactNOG,09EGX@bctoNOG,11MG6@NOG				SZUA-1184_227:41..763	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01278					07QQY@bactNOG,0GGET@delNOG,0HH6K@dproNOG,0XNNI@NOG,16PPQ@proNOG	ASPIC and UnbV			SZUA-1184_227:854..2491	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01279									SZUA-1184_228:c(152..310)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01280					0Z9FT@NOG				SZUA-1184_228:c(399..950)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01281					0042J@aciNOG,05EE7@bactNOG,0XR0U@NOG	Metallo-beta-lactamase superfamily			SZUA-1184_228:c(1101..2039)	Hydroxyacylglutathione hydrolase					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01282	K06910		K06910	uncharacterized protein	02FJ7@aquNOG,08V1U@bactNOG,COG1881@NOG	PEBP family			SZUA-1184_228:2181..2768	hypothetical protein	K06910	K06910	K06910	K06910	K06910
Candidatus_bacterium_SZUA-1184|SZUA-1184_01283					05DJC@bactNOG,0XPYW@NOG,1DI3H@verNOG	Pfam:DUF1222			SZUA-1184_228:c(2852..3907)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_01284									SZUA-1184_229:14..151	hypothetical protein					
