#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00001	K01939	[EC:6.3.4.4]	purA, ADSS	adenylosuccinate synthase	05C91@bactNOG,0GAN7@delNOG,0I2ZP@eproNOG,16PIX@proNOG,COG0104@NOG	Plays an important role in the de novo pathway of purine nucleotide biosynthesis			SZUA-1327_1:634..1896	Adenylosuccinate synthetase	K01939	K01939	K01939	K01939	K01939
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00869	K01095	[EC:3.1.3.27]	pgpA	phosphatidylglycerophosphatase A	08ZAI@bactNOG,0GFKX@delNOG,0I41G@eproNOG,174XQ@proNOG,COG1267@NOG	phosphatidylglycerophosphatase a			SZUA-1327_152:c(9492..9980)	Phosphatidylglycerophosphatase A	K01095	K01095		K01095	K01095
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00870	K00172	[EC:1.2.7.1]	porG	pyruvate ferredoxin oxidoreductase gamma subunit	05EJ5@bactNOG,0GBWE@delNOG,0I2JH@eproNOG,16SFM@proNOG,COG1014@NOG	pyruvate ferredoxin oxidoreductase gamma subunit			SZUA-1327_152:10156..10713	Pyruvate synthase subunit PorC	K00172	K00172	K00172	K00172	K04090
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00871	K00171	[EC:1.2.7.1]	porD	pyruvate ferredoxin oxidoreductase delta subunit	05WGB@bactNOG,0GEN4@delNOG,0I3WJ@eproNOG,17C8B@proNOG,COG1144@NOG	flavodoxin oxidoreductase subunit delta			SZUA-1327_152:10723..11133	Pyruvate synthase subunit PorD	K00171	K00171	K00171	K00171	K19072
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00872									SZUA-1327_153:61..399	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00873	K02405		fliA	RNA polymerase sigma factor for flagellar operon FliA	05DN4@bactNOG,0GB0F@delNOG,0I2QW@eproNOG,16S79@proNOG,COG1191@NOG	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)			SZUA-1327_153:403..834	RNA polymerase sigma factor FliA	K02405	K02405		K02405	K03090
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00874	K02405		fliA	RNA polymerase sigma factor for flagellar operon FliA	05DN4@bactNOG,0GB0F@delNOG,0I2QW@eproNOG,16S79@proNOG,COG1191@NOG	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)			SZUA-1327_153:843..1082	RNA polymerase sigma factor FliA	K02405	K02405		K02405	K03090
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00875	K02416		fliM	flagellar motor switch protein FliM	05D24@bactNOG,0GAS6@delNOG,0I2HB@eproNOG,16PTA@proNOG,COG1868@NOG	flagellar motor switch protein FliM			SZUA-1327_153:1086..2156	Flagellar motor switch protein FliM	K02416	K02416	K02416	K02416	K02416
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00876	K07460		yraN	putative endonuclease	082UM@bactNOG,0GRW9@delNOG,0I4F9@eproNOG,16X08@proNOG,COG0792@NOG	UPF0102 protein			SZUA-1327_153:2146..2478	hypothetical protein	K07460	K07460		K07460	K07460
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00877	K01585	[EC:4.1.1.19]	speA	arginine decarboxylase	05DP5@bactNOG,0GBQS@delNOG,0I2II@eproNOG,16R8P@proNOG,COG1166@NOG	arginine decarboxylase			SZUA-1327_153:2645..4516	Biosynthetic arginine decarboxylase	K01585	K01585		K01585	K01585
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00878	K00640	[EC:2.3.1.30]	cysE	serine O-acetyltransferase	05D7W@bactNOG,0GAV1@delNOG,0I2QT@eproNOG,16S5E@proNOG,COG1045@NOG	serine acetyltransferase			SZUA-1327_153:4507..5208	Serine acetyltransferase	K00640	K00640		K00640	K03819
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00879									SZUA-1327_153:c(5210..5563)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00880					08UHV@bactNOG,0GDW3@delNOG,0I3NY@eproNOG,11I9E@NOG,179N8@proNOG	lipoprotein			SZUA-1327_153:c(5602..6243)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00881	K03671		trxA	thioredoxin 1	05K63@bactNOG,09GE9@bctoNOG,0PAFK@flaNOG,COG0526@NOG	Thioredoxin			SZUA-1327_153:c(6269..6634)	Thioredoxin	K03671			K03671	K13996
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00882	K01749	[EC:2.5.1.61]	hemC, HMBS	hydroxymethylbilane synthase	05D6W@bactNOG,0GAMB@delNOG,0I342@eproNOG,16QES@proNOG,COG0181@NOG	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps (By similarity)			SZUA-1327_153:c(6624..7574)	Porphobilinogen deaminase	K01749	K01749		K01749	K01749
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00883	K03179	[EC:2.5.1.39]	ubiA	4-hydroxybenzoate polyprenyltransferase	07U18@bactNOG,0GB5Q@delNOG,0I2SF@eproNOG,16UTD@proNOG,COG0382@NOG	4-hydroxybenzoate			SZUA-1327_154:1060..1905	4-hydroxybenzoate octaprenyltransferase	K03179	K03179		K03179	K20616
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00884					05N9W@bactNOG,0GGA7@delNOG,0I43S@eproNOG,11XNJ@NOG,17HRY@proNOG				SZUA-1327_154:1920..2438	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00885					061KU@bactNOG,0GHCH@delNOG,0I4H7@eproNOG,122XM@NOG,17KDN@proNOG				SZUA-1327_154:2439..2939	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00886	K06199		crcB, FEX	fluoride exporter	05WMR@bactNOG,0GHBF@delNOG,0I4F6@eproNOG,17GMI@proNOG,COG0239@NOG	Protein CrcB homolog			SZUA-1327_154:2941..3324	Putative fluoride ion transporter CrcB	K06199	K06199		K06199	K06199
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00887	K19147		mcrC	5-methylcytosine-specific restriction enzyme subunit McrC	07SRD@bactNOG,0GH5D@delNOG,0I4HW@eproNOG,172Q6@proNOG,COG4268@NOG	mcrBC 5-methylcytosine restriction system component			SZUA-1327_154:3334..4425	hypothetical protein	K19147	K19147		K19147	K19147
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00888	K07452	[EC:3.1.21.-]	mcrB	5-methylcytosine-specific restriction enzyme B	05FBQ@bactNOG,0QGGQ@fusoNOG,COG1401@NOG	AAA domain (dynein-related subfamily)			SZUA-1327_154:4418..6055	5-methylcytosine-specific restriction enzyme B	K07452	K07452	K07452	K07452	K07452
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00889	K01460	[EC:3.5.1.78][EC:6.3.1.8]	gsp	glutathionylspermidine amidase/synthetase	06032@bactNOG,0GATP@delNOG,0I2W9@eproNOG,16SJ1@proNOG,COG0754@NOG	glutathionylspermidine synthase			SZUA-1327_154:6048..7226	Putative acid--amine ligase YjfC	K01460			K01460	K01917
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00890	K00901	[EC:2.7.1.107]	dgkA, DGK	diacylglycerol kinase (ATP)	080IJ@bactNOG,COG0818@NOG	Diacylglycerol kinase			SZUA-1327_154:7223..7588	Diacylglycerol kinase	K00901	K00901		K00901	K00901
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00891					05QEW@bactNOG,11YU4@NOG,1CAVJ@tenNOG				SZUA-1327_154:7598..8368	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00892	K00336	[EC:1.6.5.3]	nuoG	NADH-quinone oxidoreductase subunit G	08IEH@bactNOG,0GSXN@delNOG,0I6AA@eproNOG,172PX@proNOG,COG1034@NOG	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region			SZUA-1327_155:166..1596	hypothetical protein	K00336	K00336		K00336	K05588
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00893	K02017	[EC:3.6.3.29]	modC	molybdate transport system ATP-binding protein	08IJ6@bactNOG,0GSYA@delNOG,0I6AP@eproNOG,172ST@proNOG,COG1118@NOG	atp-binding protein			SZUA-1327_156:52..417	Sulfate/thiosulfate import ATP-binding protein CysA	K02017	K02017		K02017	K02045
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00894	K02484	[EC:2.7.13.3]	K02484	two-component system, OmpR family, sensor kinase	07TCT@bactNOG,0GBEE@delNOG,0I36G@eproNOG,16V3W@proNOG,COG0642@NOG	Histidine kinase			SZUA-1327_156:c(400..1635)	Swarming motility regulation sensor protein RssA	K02484	K02484		K02484	K20975
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00895	K02483		K02483	two-component system, OmpR family, response regulator	05CK6@bactNOG,0GB1C@delNOG,0I2K9@eproNOG,16QX5@proNOG,COG0745@NOG	regulator			SZUA-1327_156:c(1614..2285)	Transcriptional regulatory protein TcrA	K02483	K02483		K02483	K21603
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00896					069ZY@bactNOG,0GICW@delNOG,0I4QB@eproNOG,124Y7@NOG,17RRS@proNOG	cytochrome oxidase maturation protein cbb3-type			SZUA-1327_157:c(298..498)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00897					06BKB@bactNOG,0GJ6E@delNOG,0Y2CN@NOG,17U1J@proNOG				SZUA-1327_157:c(508..738)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00898	K15461	[EC:2.1.1.61][EC:1.5.-.-]	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein	081F6@bactNOG,0GEXJ@delNOG,0I3NC@eproNOG,11MXA@NOG,16WM4@proNOG	fad dependent oxidoreductase			SZUA-1327_157:c(773..1753)	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	K15461			K15461	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00899	K11065	[EC:1.11.1.15]	tpx	thiol peroxidase, atypical 2-Cys peroxiredoxin	08V1J@bactNOG,0GDWF@delNOG,0I3PD@eproNOG,17A9J@proNOG,COG2077@NOG	Has antioxidant activity. Could remove peroxides or H(2)O(2) (By similarity)			SZUA-1327_157:c(1757..2260)	Thiol peroxidase	K11065	K11065	K11065	K11065	K11065
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00900	K08077	[EC:3.6.1.45]	NUDT14	UDP-sugar diphosphatase	08WXY@bactNOG,0GE9S@delNOG,0I3PG@eproNOG,16WI1@proNOG,COG0494@NOG	ec 3.6.1.45			SZUA-1327_157:c(2336..2911)	GDP-mannose pyrophosphatase NudK	K08077	K08077	K08077	K08077	K18568
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00901	K00384	[EC:1.8.1.9]	trxB, TRR	thioredoxin reductase (NADPH)	07VJE@bactNOG,0GB2Y@delNOG,0I32M@eproNOG,16UUY@proNOG,COG0492@NOG	thioredoxin reductase			SZUA-1327_157:c(2904..3245)	Coenzyme A disulfide reductase	K00384	K00384		K00384	K21567
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00902									SZUA-1327_158:52..429	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00903	K00339	[EC:1.6.5.3]	nuoJ	NADH-quinone oxidoreductase subunit J	07XCS@bactNOG,0GGWG@delNOG,0I3FT@eproNOG,16VR6@proNOG,COG0839@NOG	NADH dehydrogenase subunit j			SZUA-1327_158:456..989	NADH-quinone oxidoreductase subunit J	K00339	K00339		K00339	K05578
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00904	K00340	[EC:1.6.5.3]	nuoK	NADH-quinone oxidoreductase subunit K	05M5H@bactNOG,0GFNT@delNOG,0I437@eproNOG,17FVN@proNOG,COG0713@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1327_158:986..1288	NADH-quinone oxidoreductase subunit K	K00340	K00340		K00340	K05576
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00905	K00341	[EC:1.6.5.3]	nuoL	NADH-quinone oxidoreductase subunit L	05D65@bactNOG,0GBQW@delNOG,0I2NW@eproNOG,16QW2@proNOG,COG1009@NOG	NADH dehydrogenase subunit l			SZUA-1327_158:1292..3163	NADH-quinone oxidoreductase subunit L	K00341	K00341	K00341	K00341	K15863
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00906	K00342	[EC:1.6.5.3]	nuoM	NADH-quinone oxidoreductase subunit M	05C8S@bactNOG,0GAQH@delNOG,0I2NI@eproNOG,16QJ3@proNOG,COG1008@NOG	NADH dehydrogenase subunit M			SZUA-1327_158:3178..4707	NADH-quinone oxidoreductase subunit M	K00342	K00342	K03881	K00342	K15863
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00907									SZUA-1327_159:108..899	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00908					05VMA@bactNOG,0GH2M@delNOG,0I4GP@eproNOG,12200@NOG,17JXH@proNOG				SZUA-1327_159:889..1422	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00909	K01709	[EC:4.2.1.45]	rfbG	CDP-glucose 4,6-dehydratase	05FAW@bactNOG,0GB3R@delNOG,0I37Z@eproNOG,16SCQ@proNOG,COG0451@NOG	CDP-glucose 4,6-dehydratase			SZUA-1327_159:1424..2518	CDP-glucose 4,6-dehydratase	K01709	K01709		K01709	K22025
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00910	K12251	[EC:3.5.1.53]	aguB	N-carbamoylputrescine amidase	05CQP@bactNOG,0GBGE@delNOG,0I2ME@eproNOG,16R0U@proNOG,COG0388@NOG	hydrolase			SZUA-1327_159:c(2515..3375)	N-carbamoyl-D-amino acid hydrolase	K12251	K12251		K12251	K20806
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00911					062QZ@bactNOG,0GHV4@delNOG,0I4C3@eproNOG,121XA@NOG,17QE2@proNOG				SZUA-1327_159:3423..3905	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00912	K02169	[EC:2.1.1.197]	bioC	malonyl-CoA O-methyltransferase	08ZJ0@bactNOG,0GF4B@delNOG,0I40I@eproNOG,17E1P@proNOG,COG0500@NOG	biotin synthesis protein			SZUA-1327_159:c(3888..4571)	tRNA (cmo5U34)-methyltransferase	K02169	K02169		K02169	K21377
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00913	K09816		znuB	zinc transport system permease protein	05FAV@bactNOG,0GD7C@delNOG,0I3FR@eproNOG,16QP2@proNOG,COG1108@NOG	ABC transporter			SZUA-1327_159:c(4568..5365)	High-affinity zinc uptake system membrane protein ZnuB	K09816	K09816		K09816	K19976
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00914	K20333		toxD	toxoflavin biosynthesis protein ToxD	08C04@bactNOG,09A92@bctoNOG,1AK14@sphNOG,COG1262@NOG	sulfatase-modifying factor protein			SZUA-1327_159:c(5393..6691)	Serine/threonine-protein kinase pkn1	K20333				K20333
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00915	K02390		flgE	flagellar hook protein FlgE	05BZE@bactNOG,0GB0Y@delNOG,0HD5U@dproNOG,16PB6@proNOG,COG1749@NOG	hook-basal body protein			SZUA-1327_160:c(428..2110)	Flagellar hook protein FlgE	K02390	K02390		K02389	K02392
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00916									SZUA-1327_160:2193..2480	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00917	K16475		LRRCC1, CLERC	leucine-rich repeat and coiled-coil domain-containing protein 1					SZUA-1327_161:33..443	hypothetical protein	K16475	K16475			
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00918	K06997		yggS, PROSC	PLP dependent protein	05DFA@bactNOG,0GBEW@delNOG,0I369@eproNOG,16PKW@proNOG,COG0325@NOG	Alanine racemase domain protein			SZUA-1327_161:c(432..1106)	Pyridoxal phosphate homeostasis protein	K06997	K06997		K06997	K06997
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00919	K08990		ycjF	putative membrane protein	06K28@bactNOG,0QIGY@gproNOG,173XU@proNOG,COG3768@NOG	UPF0283 membrane protein			SZUA-1327_161:c(1115..1978)	hypothetical protein	K08990	K08990	K08990	K08990	K08990
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00920	K02356		efp	elongation factor P	05DRH@bactNOG,0GB0I@delNOG,0I2X1@eproNOG,16QQZ@proNOG,COG0231@NOG	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity)			SZUA-1327_161:2112..2678	Elongation factor P	K02356	K02356		K02356	K03263
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00921					069BQ@bactNOG,0GIDC@delNOG,0I4PC@eproNOG,0XUZT@NOG,17SKR@proNOG	Protein of unknown function (DUF448)			SZUA-1327_161:2675..2917	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00922	K02519		infB, MTIF2	translation initiation factor IF-2	07QHU@bactNOG,0GAIZ@delNOG,0I2WZ@eproNOG,16PBF@proNOG,COG0532@NOG	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)			SZUA-1327_161:2917..5472	Translation initiation factor IF-2	K02519	K02519		K02519	K03243
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00923									SZUA-1327_161:c(5545..6447)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00924	K03559		exbD	biopolymer transport protein ExbD	05M8F@bactNOG,0GG39@delNOG,0I421@eproNOG,17FM0@proNOG,COG0848@NOG	transport protein			SZUA-1327_161:c(6440..6838)	Biopolymer transport protein ExbD	K03559	K03559		K03559	K03560
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00925	K03561		exbB	biopolymer transport protein ExbB	05E02@bactNOG,0GENG@delNOG,0I3VX@eproNOG,16QJC@proNOG,COG0811@NOG	EXBB TOLQ family transport protein			SZUA-1327_161:c(6831..7358)	Protein TolQ	K03561			K03561	K03562
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00926	K02114		ATPF1E, atpC	F-type H+-transporting ATPase subunit epsilon	082MC@bactNOG,0GFMY@delNOG,0I451@eproNOG,16WQH@proNOG,COG0355@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)			SZUA-1327_161:c(7479..7850)	ATP synthase epsilon chain	K02114	K02114		K02114	K02134
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00927	K02112	[EC:3.6.3.14]	ATPF1B, atpD	F-type H+-transporting ATPase subunit beta	05C4J@bactNOG,0GAMG@delNOG,0I2VZ@eproNOG,16PQK@proNOG,COG0055@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)			SZUA-1327_161:c(7855..9267)	ATP synthase subunit beta	K02112	K02112	K02112	K02112	K02133
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00928	K02115		ATPF1G, atpG	F-type H+-transporting ATPase subunit gamma	05J80@bactNOG,0GAM8@delNOG,0I2IZ@eproNOG,16RH6@proNOG,COG0224@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)			SZUA-1327_161:c(9279..10163)	ATP synthase gamma chain	K02115	K02115	K02115	K02115	K02136
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00929	K02111	[EC:3.6.3.14]	ATPF1A, atpA	F-type H+-transporting ATPase subunit alpha	05CDG@bactNOG,0GAU8@delNOG,0I2S2@eproNOG,16RGH@proNOG,COG0056@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit (By similarity)			SZUA-1327_161:c(10181..11692)	ATP synthase subunit alpha	K02111	K02111	K02111	K02111	K02132
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00930	K02113		ATPF1D, atpH	F-type H+-transporting ATPase subunit delta	05PQH@bactNOG,0GFT4@delNOG,0I41W@eproNOG,17HXI@proNOG,COG0712@NOG	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)			SZUA-1327_161:c(11718..12239)	ATP synthase subunit delta	K02113	K02113		K02113	K02137
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00931	K02109		ATPF0B, atpF	F-type H+-transporting ATPase subunit b	05YF2@bactNOG,0GG2V@delNOG,0I4D1@eproNOG,17KUP@proNOG,COG0711@NOG	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0) (By similarity)			SZUA-1327_161:c(12240..12749)	ATP synthase subunit b	K02109			K02109	K02109
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00932	K02109		ATPF0B, atpF	F-type H+-transporting ATPase subunit b	05WRM@bactNOG,0GHQH@delNOG,0I4A4@eproNOG,17K8Q@proNOG,COG0711@NOG	ATP synthase subunit B'			SZUA-1327_161:c(12761..13210)	ATP synthase subunit b'	K02109			K02109	K02109
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00933	K03820	[EC:2.3.1.-]	lnt	apolipoprotein N-acyltransferase	05CE8@bactNOG,0GBQJ@delNOG,0I2Y9@eproNOG,16PTS@proNOG,COG0815@NOG	apolipoprotein n-acyltransferase			SZUA-1327_161:c(13210..14442)	Apolipoprotein N-acyltransferase	K03820	K03820		K03820	K03820
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00934	K00286	[EC:1.5.1.2]	proC	pyrroline-5-carboxylate reductase	05II7@bactNOG,0GD9I@delNOG,0I31U@eproNOG,16TM4@proNOG,COG0345@NOG	Pyrroline-5-carboxylate reductase			SZUA-1327_161:c(14429..15208)	Pyrroline-5-carboxylate reductase	K00286	K00286	K00286	K00286	K02239
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00935	K02338	[EC:2.7.7.7]	dnaN	DNA polymerase III subunit beta	05CZ8@bactNOG,0GATM@delNOG,0I305@eproNOG,16QFW@proNOG,COG0592@NOG	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The beta chain is required for initiation of replication once it is clamped onto DNA, it slides freely (bidirectional and ATP- independent) along duplex DNA (By similarity)			SZUA-1327_161:c(15205..16290)	Beta sliding clamp	K02338	K02338		K02338	K04802
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00936	K07152		SCO1_2	protein SCO1/2	06S87@bactNOG,0GIUI@delNOG,0I4QJ@eproNOG,0ZIAG@NOG,180MA@proNOG	Pfam:DUF255			SZUA-1327_161:c(16357..16779)	Thiol:disulfide interchange protein DsbD	K07152			K07152	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00937									SZUA-1327_162:95..256	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00938	K00265	[EC:1.4.1.13][EC:1.4.1.14]	gltB	glutamate synthase (NADPH/NADH) large chain	05CBC@bactNOG,0GASS@delNOG,0I2QP@eproNOG,16QWG@proNOG,COG0067@NOG,COG0069@NOG,COG0070@NOG	glutamate synthase			SZUA-1327_162:284..4714	Glutamate synthase [NADPH] large chain	K00265	K00265		K00265	K00268
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00939	K01736	[EC:4.2.3.5]	aroC	chorismate synthase	05D10@bactNOG,0GAY1@delNOG,0I2JN@eproNOG,16PWS@proNOG,COG0082@NOG	5-enolpyruvylshikimate-3-phosphate phospholyase			SZUA-1327_162:4717..5793	Chorismate synthase	K01736	K01736		K01736	K01736
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00940									SZUA-1327_162:5796..7613	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00941	K13292	[EC:2.-.-.-]	lgt, umpA	phosphatidylglycerol:prolipoprotein diacylglycerol transferase	05C3B@bactNOG,0GB7Z@delNOG,0I2ZC@eproNOG,16PEZ@proNOG,COG0682@NOG	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins (By similarity)			SZUA-1327_162:7614..8423	Prolipoprotein diacylglyceryl transferase	K13292	K13292	K13292	K13292	K13292
