#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00001					05PN5@bactNOG,0FMVY@cyaNOG,11YV8@NOG	Aldolase_II			SZUA-1433_1:82..522	Methylthioribulose-1-phosphate dehydratase					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01551	K07576		K07576	metallo-beta-lactamase family protein	05CY0@bactNOG,0GB7D@delNOG,0I2Z3@eproNOG,16QEH@proNOG,COG1236@NOG	RNA-metabolising metallo-beta-lactamase			SZUA-1433_283:c(2594..2932)	Ribonuclease	K07576	K07576		K07576	K07577
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01552	K07576		K07576	metallo-beta-lactamase family protein	05CY0@bactNOG,0GB7D@delNOG,0I2Z3@eproNOG,16QEH@proNOG,COG1236@NOG	RNA-metabolising metallo-beta-lactamase			SZUA-1433_283:c(3031..3402)	Ribonuclease	K07576	K07576		K07576	K07577
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01553	K09004		K09004	uncharacterized protein	05QKM@bactNOG,0GGT3@delNOG,0I4D4@eproNOG,11V7V@NOG,17M25@proNOG	DsrE/DsrF-like family			SZUA-1433_283:c(3435..3914)	hypothetical protein	K09004			K09004	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01554	K02004		ABC.CD.P	putative ABC transport system permease protein	07V71@bactNOG,0GBUA@delNOG,0I4Q1@eproNOG,174XN@proNOG,COG4591@NOG	FtsX-like permease family			SZUA-1433_283:4477..4692	hypothetical protein	K02004			K02004	K09808
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01555									SZUA-1433_284:c(1106..1372)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01556									SZUA-1433_284:c(1369..1623)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01557	K20266		trbJ	type IV secretion system protein TrbJ	063PM@bactNOG,0GPFP@delNOG,0I5JB@eproNOG,17KFV@proNOG,COG5314@NOG	Inherit from proNOG: P-type conjugative transfer protein TrbJ			SZUA-1433_284:c(1620..2201)	hypothetical protein	K20266				K20266
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01558	K02069		ABC.X2.P	putative ABC transport system permease protein	05C4B@bactNOG,0GDNR@delNOG,0I3YE@eproNOG,16TFS@proNOG,COG0390@NOG	Uncharacterised protein family (UPF0014)			SZUA-1433_285:16..297	putative iron export permease protein FetB	K02069	K02069		K02069	K02069
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01559					08RX5@bactNOG,0GBUF@delNOG,0I3KH@eproNOG,11GIA@NOG,178I2@proNOG	MotA/TolQ/ExbB proton channel family			SZUA-1433_285:371..1663	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01560	K02557		motB	chemotaxis protein MotB	08SUJ@bactNOG,0GD96@delNOG,0I3FY@eproNOG,178ZK@proNOG,COG2885@NOG	chemotaxis protein MotB			SZUA-1433_285:1666..2694	hypothetical protein	K02557	K02557		K02557	K21218
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01561									SZUA-1433_285:2691..2828	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01562	K00428	[EC:1.11.1.5]	E1.11.1.5	cytochrome c peroxidase	05CA0@bactNOG,0GBEF@delNOG,0I3E0@eproNOG,16PNN@proNOG,COG1858@NOG	peroxidase (EC 1.11.1.5)			SZUA-1433_285:c(2825..3346)	Cytochrome c551 peroxidase	K00428	K00428		K00428	K20933
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01563	K00428	[EC:1.11.1.5]	E1.11.1.5	cytochrome c peroxidase	05CA0@bactNOG,0GBEF@delNOG,0I3E0@eproNOG,16PNN@proNOG,COG1858@NOG	peroxidase (EC 1.11.1.5)			SZUA-1433_285:c(3318..3674)	hypothetical protein	K00428	K00428		K00428	K20933
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01564					05WKM@bactNOG,0GFID@delNOG,0I42B@eproNOG,123I1@NOG,17G2H@proNOG	Hydrogenase-4 component G			SZUA-1433_285:3777..4346	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01565	K03043	[EC:2.7.7.6]	rpoB	DNA-directed RNA polymerase subunit beta	07QIH@bactNOG,0GRS3@delNOG,0I2KZ@eproNOG,16UMH@proNOG,COG0085@NOG	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)			SZUA-1433_286:c(3930..8093)	Bifunctional DNA-directed RNA polymerase subunit beta-beta'	K03043	K03043		K03043	K13798
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01566	K02935		RP-L7, MRPL12, rplL	large subunit ribosomal protein L7/L12	05KBC@bactNOG,0GFIT@delNOG,0I41K@eproNOG,17FF2@proNOG,COG0222@NOG	Seems to be the binding site for several of the factors involved in protein synthesis and appears to be essential for accurate translation (By similarity)			SZUA-1433_286:c(8255..8626)	50S ribosomal protein L7/L12	K02935	K02935		K02935	K02935
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01567	K02864		RP-L10, MRPL10, rplJ	large subunit ribosomal protein L10	08VZM@bactNOG,0GE0N@delNOG,0I3VA@eproNOG,177S6@proNOG,COG0244@NOG	50S ribosomal protein L10			SZUA-1433_286:c(8696..9001)	50S ribosomal protein L10	K02864	K02864		K02864	K14815
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01568					06631@bactNOG,0GIS1@delNOG,11WVH@NOG,17HBB@proNOG	LysM domain			SZUA-1433_287:c(339..785)	putative protein YgaU					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01569	K03831	[EC:2.7.7.75]	mogA	molybdopterin adenylyltransferase	08RIR@bactNOG,0GEN0@delNOG,0I3H5@eproNOG,16SD8@proNOG,COG0521@NOG	Molybdenum cofactor biosynthesis protein			SZUA-1433_287:c(843..1370)	Molybdopterin adenylyltransferase	K03831	K03831	K03831	K03638	K03831
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01570					05I9H@bactNOG,0GFF1@delNOG,0I3VS@eproNOG,11RDW@NOG,17F48@proNOG				SZUA-1433_287:c(1358..1873)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01571	K08956	[EC:3.4.24.-]	AFG3	AFG3 family protein	081AA@bactNOG,0GB4W@delNOG,0I2IE@eproNOG,16STF@proNOG,COG0465@NOG	Cell division protein			SZUA-1433_287:c(1860..3533)	ATP-dependent zinc metalloprotease FtsH	K08956				K08956
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01572	K06168	[EC:2.8.4.3]	miaB	tRNA-2-methylthio-N6-dimethylallyladenosine synthase	05CIW@bactNOG,0GAZ9@delNOG,0I2WB@eproNOG,16RHH@proNOG,COG0621@NOG	MiaB-like tRNA modifying enzyme			SZUA-1433_287:c(3517..4761)	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	K06168			K06168	K18707
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01573	K22044		ybiO	moderate conductance mechanosensitive channel	07F7B@bactNOG,0GBUE@delNOG,0I2T8@eproNOG,16SD4@proNOG,COG0668@NOG	mechanosensitive ion channel			SZUA-1433_287:c(4742..6400)	hypothetical protein	K22044				K22044
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01574	K01735	[EC:4.2.3.4]	aroB	3-dehydroquinate synthase	05D49@bactNOG,0GB8B@delNOG,0I2PT@eproNOG,16QMG@proNOG,COG0337@NOG	3-dehydroquinate synthase			SZUA-1433_287:c(6397..7443)	3-dehydroquinate synthase	K01735	K01735		K01524	K13829
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01575	K09944		K09944	uncharacterized protein	05ER4@bactNOG,0GAKN@delNOG,0I2IC@eproNOG,16SDY@proNOG,COG3400@NOG	domain protein			SZUA-1433_287:c(7509..8912)	hypothetical protein	K09944	K09944		K09944	K09944
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01576									SZUA-1433_287:c(8909..9316)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01577					076SH@bactNOG,0QJ8U@gproNOG,0XSFU@NOG,16T8X@proNOG	peptidase S41			SZUA-1433_287:c(9303..10571)	putative CtpA-like serine protease					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01578	K00013	[EC:1.1.1.23]	hisD	histidinol dehydrogenase	05CEK@bactNOG,0GARY@delNOG,0I2V0@eproNOG,16PHT@proNOG,COG0141@NOG	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine (By similarity)			SZUA-1433_287:c(10576..11865)	Histidinol dehydrogenase	K00013	K00013	K00013	K00013	K15509
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01579	K01505	[EC:3.5.99.7]	E3.5.99.7	1-aminocyclopropane-1-carboxylate deaminase	074BD@bactNOG,0GCGG@delNOG,0I2Z7@eproNOG,175JD@proNOG,COG2515@NOG	Inherit from delNOG: 1-aminocyclopropane-1-carboxylate deaminase			SZUA-1433_287:c(11849..12619)	hypothetical protein	K01505			K01505	K17950
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01580	K01624	[EC:4.1.2.13]	FBA, fbaA	fructose-bisphosphate aldolase, class II	05D2N@bactNOG,0GBBW@delNOG,0I2T2@eproNOG,16QJU@proNOG,COG0191@NOG	fructose-bisphosphate aldolase			SZUA-1433_287:c(12681..13760)	Fructose-bisphosphate aldolase	K01624	K01624	K01624	K01624	K08302
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01581	K01802	[EC:5.2.1.8]	E5.2.1.8	peptidylprolyl isomerase	05EIN@bactNOG,0GC9Z@delNOG,0I3Q7@eproNOG,16R73@proNOG,COG0760@NOG	Peptidyl-prolyl cis-trans isomerase			SZUA-1433_287:c(13775..14572)	Putative peptidyl-prolyl cis-trans isomerase Cbf2	K01802			K01802	K07533
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01582	K18967	[EC:2.7.7.65]	dge1	diguanylate cyclase	05BZU@bactNOG,0ESBY@cloNOG,0NKWV@firmNOG,COG2199@NOG,COG3287@NOG	FIST			SZUA-1433_287:c(14668..16650)	Cyclic di-GMP phosphodiesterase CdpA	K18967			K18967	K20964
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01583	K07814		K07814	putative two-component system response regulator	05DW3@bactNOG,0ENN6@cloNOG,0NEDA@firmNOG,COG3437@NOG	Response regulator containing a CheY-like receiver domain and an HD-GYP domain			SZUA-1433_287:c(16783..18312)	hypothetical protein	K07814			K07814	K19617
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01584	K08990		ycjF	putative membrane protein	06K28@bactNOG,0GQH8@delNOG,173XU@proNOG,COG3768@NOG	Domain of unknown function (DUF697)			SZUA-1433_287:c(18367..19383)	hypothetical protein	K08990	K08990	K08990	K08990	K08990
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01585	K06918		K06918	uncharacterized protein	05CM6@bactNOG,0GQG8@delNOG,16Q28@proNOG,COG3106@NOG	YcjX-like family, DUF463			SZUA-1433_287:c(19380..20741)	putative protein YcjX	K06918	K06918	K06918	K06918	K06918
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01586					08F55@bactNOG,0GIGV@delNOG,0I4R4@eproNOG,11ETB@NOG,17249@proNOG				SZUA-1433_287:20792..21304	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01587	K00177	[EC:1.2.7.3]	korC, oorC	2-oxoglutarate ferredoxin oxidoreductase subunit gamma	08ZHB@bactNOG,0GCIF@delNOG,0I2TQ@eproNOG,1782X@proNOG,COG1014@NOG	2-oxoglutarate-acceptor oxidoreductase subunit OorC			SZUA-1433_287:c(21338..21892)	hypothetical protein	K00177	K00177	K00177	K00177	K04090
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01588	K00175	[EC:1.2.7.3][EC:1.2.7.11]	korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	05DQU@bactNOG,0GBGW@delNOG,0I2VF@eproNOG,16QSW@proNOG,COG1013@NOG	2-oxoglutarate-acceptor oxidoreductase subunit OorB			SZUA-1433_287:c(21905..22243)	hypothetical protein	K00175	K00175		K00175	K19071
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01589									SZUA-1433_289:c(551..784)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01590	K03321		TC.SULP	sulfate permease, SulP family	05CHH@bactNOG,0GAU4@delNOG,0I2TB@eproNOG,16Q3C@proNOG,COG0659@NOG	Sulfate transporter			SZUA-1433_289:c(786..2372)	Bicarbonate transporter BicA	K03321	K03321		K03321	K03321
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01591	K07133		K07133	uncharacterized protein	08VBP@bactNOG,0GEH4@delNOG,0I3TX@eproNOG,17AFZ@proNOG,COG1373@NOG	Inherit from COG: ATPase (AAA			SZUA-1433_289:2454..3524	hypothetical protein	K07133	K07133	K07133	K07133	K07133
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01592					08KM5@bactNOG,COG5276@NOG	Lvivd repeat-containing protein			SZUA-1433_289:c(3525..4340)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01593	K03470	[EC:3.1.26.4]	rnhB	ribonuclease HII	08UH2@bactNOG,0GDHN@delNOG,0I3TE@eproNOG,16T5P@proNOG,COG0164@NOG	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)			SZUA-1433_289:4449..4982	Ribonuclease HII	K03470	K03470		K03470	K03470
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01594	K07200		PRKAG	5'-AMP-activated protein kinase, regulatory gamma subunit	05M2G@bactNOG,0GG1W@delNOG,0I41X@eproNOG,17G3V@proNOG,COG0517@NOG	CBS			SZUA-1433_289:c(4979..5383)	hypothetical protein	K07200				K07200
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01595					08ZTW@bactNOG,0GI4A@delNOG,0I4D6@eproNOG,11PAT@NOG,17CXG@proNOG	Inherit from proNOG: nitrogen regulatory protein PII			SZUA-1433_289:c(5393..5743)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01596					05EWE@bactNOG,0GCNZ@delNOG,0I3F2@eproNOG,0XPGN@NOG,16SD2@proNOG	Protein of unknown function (DUF1538)			SZUA-1433_289:c(5740..5907)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01597	K21906		gadW	AraC family transcriptional regulator, glutamate-dependent acid resistance regulator	08NTK@bactNOG,174YY@proNOG,COG2207@NOG	AraC family transcriptional regulator			SZUA-1433_290:21..758	Arabinose operon regulatory protein	K21906				K21906
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01598					05HKU@bactNOG,0GCRH@delNOG,0HE5J@dproNOG,0XSJB@NOG,16TBH@proNOG	nucleoside recognition domain protein			SZUA-1433_290:784..1671	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01599	K06886		glbN	hemoglobin	05VIG@bactNOG,0GGUT@delNOG,0I4FE@eproNOG,17MMK@proNOG,COG2346@NOG	Inherit from proNOG: SEC-independent protein translocase protein			SZUA-1433_290:1665..2045	Group 3 truncated hemoglobin ctb	K06886	K06886		K06886	K06886
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01600	K01826	[EC:5.3.3.10]	hpaF, hpcD	5-carboxymethyl-2-hydroxymuconate isomerase	05ERH@bactNOG,0GDBS@delNOG,0I3ME@eproNOG,16PQY@proNOG,COG0179@NOG	fumarylacetoacetate hydrolase			SZUA-1433_290:2049..2657	putative protein YcgM	K01826			K01826	K20758
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01601	K07080		K07080	uncharacterized protein	05JDE@bactNOG,0GCZC@delNOG,16S69@proNOG,COG2358@NOG	TRAP transporter solute receptor TAXI family			SZUA-1433_290:2833..3717	hypothetical protein	K07080			K07080	K07080
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01602	K00058	[EC:1.1.1.95][EC:1.1.1.399]	serA, PHGDH	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	08JQ1@bactNOG,0F7DV@cloNOG,0P6PM@firmNOG,COG0111@NOG	Dehydrogenase			SZUA-1433_290:c(3710..4876)	Hydroxypyruvate reductase	K00058	K00058		K00058	K16843
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01603	K00831	[EC:2.6.1.52]	serC, PSAT1	phosphoserine aminotransferase	07QM1@bactNOG,0GBI9@delNOG,16PGT@proNOG,COG1932@NOG	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine (By similarity)			SZUA-1433_290:c(4878..5960)	Phosphoserine aminotransferase	K00831	K00831	K00831	K00831	K00831
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01604									SZUA-1433_290:c(6078..6335)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01605	K02970		RP-S21, MRPS21, rpsU	small subunit ribosomal protein S21	082DJ@bactNOG,0GGNV@delNOG,0I48S@eproNOG,16WUJ@proNOG,COG0828@NOG	30S ribosomal protein S21			SZUA-1433_291:348..560	30S ribosomal protein S21	K02970	K02970		K02970	K02970
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01606	K07340		ybbJ	inner membrane protein	05RYI@bactNOG,0GGCZ@delNOG,11VQA@NOG,17GXT@proNOG	NfeD-like C-terminal, partner-binding			SZUA-1433_291:673..1125	hypothetical protein	K07340	K07340		K07340	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01607	K17081		PHB2	prohibitin 2	07QX8@bactNOG,0GB1P@delNOG,0I3C3@eproNOG,16QUJ@proNOG,COG0330@NOG	Band 7 Mec-2 family protein			SZUA-1433_291:1129..1974	Protein QmcA	K17081				K17081
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01608									SZUA-1433_291:c(1977..2450)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01609	K07000		K07000	uncharacterized protein	05IPS@bactNOG,0GFES@delNOG,0I459@eproNOG,173P4@proNOG,COG3150@NOG	Uncharacterised protein family (UPF0227)			SZUA-1433_291:c(2472..3056)	hypothetical protein	K07000	K07000		K07000	K07000
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01610									SZUA-1433_291:c(3063..3299)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01611									SZUA-1433_291:3389..3631	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01612	K00762	[EC:2.4.2.10]	pyrE	orotate phosphoribosyltransferase	07VCP@bactNOG,0GB55@delNOG,0I2RF@eproNOG,16TB3@proNOG,COG0461@NOG	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP) (By similarity)			SZUA-1433_292:c(879..1490)	Orotate phosphoribosyltransferase	K00762	K00762	K00762	K00762	K00762
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01613	K02838		frr, MRRF, RRF	ribosome recycling factor	08VCV@bactNOG,0GE69@delNOG,0I3HI@eproNOG,16X46@proNOG,COG0233@NOG	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another (By similarity)			SZUA-1433_292:c(1490..2050)	Ribosome-recycling factor	K02838	K02838		K02838	K02838
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01614	K03075		secG	preprotein translocase subunit SecG	05NU9@bactNOG,0GFVQ@delNOG,0I45B@eproNOG,17HEN@proNOG,COG1314@NOG	Preprotein translocase subunit SecG			SZUA-1433_292:c(2064..2441)	putative protein-export membrane protein SecG	K03075	K03075	K03075	K03075	K03075
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01615	K02169	[EC:2.1.1.197]	bioC	malonyl-CoA O-methyltransferase	08ZJ0@bactNOG,0GF4B@delNOG,0I40I@eproNOG,17E1P@proNOG,COG0500@NOG	biotin synthesis protein			SZUA-1433_292:2509..3192	Malonyl-[acyl-carrier protein] O-methyltransferase	K02169	K02169		K02169	K21377
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01616					08ZDV@bactNOG,0GG40@delNOG,11NJ0@NOG,17D81@proNOG	Pfam:DUF820			SZUA-1433_292:c(3491..3724)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01617	K01662	[EC:2.2.1.7]	dxs	1-deoxy-D-xylulose-5-phosphate synthase	05C2V@bactNOG,0GAJ1@delNOG,0I2GI@eproNOG,16PEN@proNOG,COG1154@NOG	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP) (By similarity)			SZUA-1433_293:126..1781	1-deoxy-D-xylulose-5-phosphate synthase	K01662	K01662		K01662	K01662
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01619	K02355		fusA, GFM, EFG	elongation factor G	05CEJ@bactNOG,0GAXW@delNOG,0I2VQ@eproNOG,16PY2@proNOG,COG0480@NOG	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)			SZUA-1433_293:c(1991..4081)	Elongation factor G	K02355	K02355	K02355	K02355	K18220
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01620	K02992		RP-S7, MRPS7, rpsG	small subunit ribosomal protein S7	08UHY@bactNOG,0GDXI@delNOG,0I3GD@eproNOG,177XJ@proNOG,COG0049@NOG	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA (By similarity)			SZUA-1433_293:c(4094..4561)	30S ribosomal protein S7	K02992	K02992		K02992	K02992
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01621	K02950		RP-S12, MRPS12, rpsL	small subunit ribosomal protein S12	08UKE@bactNOG,0GDWP@delNOG,0I3MD@eproNOG,179N0@proNOG,COG0048@NOG	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit (By similarity)			SZUA-1433_293:c(4709..5086)	30S ribosomal protein S12	K02950	K02950	K02950	K02950	K02973
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01622	K11003		hlyD, cyaD	hemolysin D	05C42@bactNOG,0GAZ8@delNOG,0I2Q0@eproNOG,0XNME@NOG,16PFI@proNOG	secretion protein			SZUA-1433_293:c(5224..6528)	Hemolysin secretion protein D, chromosomal	K11003	K11003		K02022	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01623	K03753		mobB	molybdopterin-guanine dinucleotide biosynthesis adapter protein	05FNP@bactNOG,0GE0T@delNOG,0I3S6@eproNOG,17ANT@proNOG,COG1763@NOG	molybdopterin-guanine dinucleotide biosynthesis protein			SZUA-1433_294:168..674	Molybdopterin-guanine dinucleotide biosynthesis adapter protein	K03753	K03753		K03753	K13818
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01624	K03841	[EC:3.1.3.11]	FBP, fbp	fructose-1,6-bisphosphatase I	05CZI@bactNOG,0GBG1@delNOG,0I3AE@eproNOG,16PFJ@proNOG,COG0158@NOG	D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1			SZUA-1433_294:671..1513	Fructose-1,6-bisphosphatase class 1	K03841	K03841	K03841	K01086	K03841
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01625					06962@bactNOG,0GICQ@delNOG,0I4R9@eproNOG,0XXPV@NOG,17SGB@proNOG				SZUA-1433_294:1515..1706	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01626	K14575		AFG2, DRG1, SPATA5	AAA family ATPase	05FEE@bactNOG,0GB54@delNOG,0I2MZ@eproNOG,16QTT@proNOG,COG0464@NOG	Aaa family atpase			SZUA-1433_295:144..1877	ATP-dependent zinc metalloprotease FtsH	K14575				K14575
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01627	K00330	[EC:1.6.5.3]	nuoA	NADH-quinone oxidoreductase subunit A	05KWU@bactNOG,0GDWE@delNOG,0I3N7@eproNOG,17C6J@proNOG,COG0838@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain (By similarity)			SZUA-1433_295:2080..2469	NAD(P)H-quinone oxidoreductase subunit 3	K00330	K00330	K00330	K00330	K05574
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01628	K00331	[EC:1.6.5.3]	nuoB	NADH-quinone oxidoreductase subunit B	05ES3@bactNOG,0GB5E@delNOG,0I2Q2@eproNOG,16PW9@proNOG,COG0377@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1433_295:2451..2960	NADH-quinone oxidoreductase subunit 6	K00331	K00331	K00331	K00331	K13380
