#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_sp_SZUA-1058|SZUA-1058_00001	K05592	[EC:3.6.4.13]	deaD, cshA	ATP-dependent RNA helicase DeaD	05C1J@bactNOG,0QI2F@gproNOG,16PDE@proNOG,COG0513@NOG	ATP-dependent RNA helicase			SZUA-1058_1:54..1805	ATP-dependent RNA helicase DeaD	K05592	K05592	K05592	K05592	K18692
Candidatus_sp_SZUA-1058|SZUA-1058_00649	K01990		ABC-2.A	ABC-2 type transport system ATP-binding protein	05DA5@bactNOG,0QJ8P@gproNOG,16QDD@proNOG,COG1131@NOG	(ABC) transporter			SZUA-1058_234:c(1269..2165)	putative ABC transporter ATP-binding protein YadG	K01990	K01990		K01990	K21397
Candidatus_sp_SZUA-1058|SZUA-1058_00650	K01783	[EC:5.1.3.1]	rpe, RPE	ribulose-phosphate 3-epimerase	05DJV@bactNOG,0QI27@gproNOG,16PI5@proNOG,COG0036@NOG	ribulose-phosphate 3-epimerase			SZUA-1058_235:c(1213..1887)	Ribulose-phosphate 3-epimerase	K01783	K01783	K01783	K01783	K17195
Candidatus_sp_SZUA-1058|SZUA-1058_00651	K15633	[EC:5.4.2.12]	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	05CJI@bactNOG,0QK8I@gproNOG,16R60@proNOG,COG0696@NOG	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)			SZUA-1058_235:c(1900..2493)	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	K15633	K15633		K15633	K15633
Candidatus_sp_SZUA-1058|SZUA-1058_00652	K14083	[EC:2.1.1.250]	mttB	trimethylamine---corrinoid protein Co-methyltransferase	06EUB@bactNOG,173TG@proNOG,COG5598@NOG	Trimethylamine methyltransferase			SZUA-1058_236:90..1391	Glycine betaine methyltransferase	K14083	K14083		K14083	K14083
Candidatus_sp_SZUA-1058|SZUA-1058_00653	K00315	[EC:1.5.8.4]	DMGDH	dimethylglycine dehydrogenase	COG0665@NOG	Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34 (By similarity)			SZUA-1058_236:1406..3823	4-methylaminobutanoate oxidase (formaldehyde-forming)	K00315	K00315		K00303	K21061
Candidatus_sp_SZUA-1058|SZUA-1058_00654	K06938		K06938	uncharacterized protein					SZUA-1058_236:3862..4053	hypothetical protein	K06938	K06938			
Candidatus_sp_SZUA-1058|SZUA-1058_00655	K11250		leuE	leucine efflux protein	05KJ6@bactNOG,0QX2Y@gproNOG,17H9U@proNOG,COG1280@NOG	lysine exporter protein LysE YggA			SZUA-1058_236:c(4058..4666)	Homoserine/homoserine lactone efflux protein	K11250				K11250
Candidatus_sp_SZUA-1058|SZUA-1058_00656									SZUA-1058_236:c(4687..4836)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00657	K12264		norV	anaerobic nitric oxide reductase flavorubredoxin	05VCQ@bactNOG,0QVMW@gproNOG,17JS6@proNOG,COG1773@NOG	rubredoxin			SZUA-1058_237:c(299..463)	Rubredoxin	K12264				K12264
Candidatus_sp_SZUA-1058|SZUA-1058_00658	K01883	[EC:6.1.1.16]	CARS, cysS	cysteinyl-tRNA synthetase	05C8N@bactNOG,0QHS0@gproNOG,16PG7@proNOG,COG0215@NOG	cysteinyl-tRNA synthetase			SZUA-1058_237:644..2026	Cysteine--tRNA ligase	K01883	K01883		K01883	K15526
Candidatus_sp_SZUA-1058|SZUA-1058_00659	K00600	[EC:2.1.2.1]	glyA, SHMT	glycine hydroxymethyltransferase	05C65@bactNOG,0QI2B@gproNOG,16Q4U@proNOG,COG0112@NOG	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism (By similarity)			SZUA-1058_238:58..957	Serine hydroxymethyltransferase	K00600	K00600		K00600	K00600
Candidatus_sp_SZUA-1058|SZUA-1058_00660	K07738		nrdR	transcriptional repressor NrdR	08Z11@bactNOG,0QR0P@gproNOG,179U8@proNOG,COG1327@NOG	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes (By similarity)			SZUA-1058_238:963..1415	Transcriptional repressor NrdR	K07738	K07738		K07738	K07738
Candidatus_sp_SZUA-1058|SZUA-1058_00661	K02982		RP-S3, rpsC	small subunit ribosomal protein S3	05CKE@bactNOG,0QIRF@gproNOG,16Q16@proNOG,COG0092@NOG	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation (By similarity)			SZUA-1058_239:108..518	30S ribosomal protein S3	K02982	K02982		K02982	K02985
Candidatus_sp_SZUA-1058|SZUA-1058_00662	K02878		RP-L16, MRPL16, rplP	large subunit ribosomal protein L16	08R70@bactNOG,0QPY6@gproNOG,179Q0@proNOG,COG0197@NOG	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs (By similarity)			SZUA-1058_239:531..941	50S ribosomal protein L16	K02878	K02878		K02878	K02878
Candidatus_sp_SZUA-1058|SZUA-1058_00663	K02904		RP-L29, rpmC	large subunit ribosomal protein L29	0XUY5@NOG	50s ribosomal protein l29			SZUA-1058_239:941..1129	50S ribosomal protein L29	K02904	K02904		K02904	
Candidatus_sp_SZUA-1058|SZUA-1058_00664	K02961		RP-S17, MRPS17, rpsQ	small subunit ribosomal protein S17	05K87@bactNOG,0QTNF@gproNOG,17FCF@proNOG,COG0186@NOG	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal			SZUA-1058_239:1126..1395	30S ribosomal protein S17	K02961	K02961		K02961	K02961
Candidatus_sp_SZUA-1058|SZUA-1058_00665	K02874		RP-L14, MRPL14, rplN	large subunit ribosomal protein L14	08UNN@bactNOG,0QQUT@gproNOG,179M9@proNOG,COG0093@NOG	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome (By similarity)			SZUA-1058_239:1430..1789	50S ribosomal protein L14	K02874	K02874		K02874	K02894
Candidatus_sp_SZUA-1058|SZUA-1058_00666	K02895		RP-L24, MRPL24, rplX	large subunit ribosomal protein L24	05KAR@bactNOG,0QTWS@gproNOG,17G2Z@proNOG,COG0198@NOG	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit (By similarity)			SZUA-1058_239:1789..2100	50S ribosomal protein L24	K02895	K02895		K02895	K02898
Candidatus_sp_SZUA-1058|SZUA-1058_00667	K02931		RP-L5, MRPL5, rplE	large subunit ribosomal protein L5	05CW6@bactNOG,0QI23@gproNOG,16PW3@proNOG,COG0094@NOG	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits			SZUA-1058_239:2124..2675	50S ribosomal protein L5	K02931	K02931		K02931	K02931
Candidatus_sp_SZUA-1058|SZUA-1058_00668	K02954		RP-S14, MRPS14, rpsN	small subunit ribosomal protein S14	05VBI@bactNOG,0QSBX@gproNOG,17GF1@proNOG,COG0199@NOG	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site (By similarity)			SZUA-1058_239:2668..2973	30S ribosomal protein S14	K02954	K02954		K02954	K02980
Candidatus_sp_SZUA-1058|SZUA-1058_00669	K02994		RP-S8, rpsH	small subunit ribosomal protein S8	08UJY@bactNOG,0QR2H@gproNOG,179ZI@proNOG,COG0096@NOG	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit (By similarity)			SZUA-1058_239:2983..3381	30S ribosomal protein S8	K02994	K02994		K02994	K02994
Candidatus_sp_SZUA-1058|SZUA-1058_00670	K00477	[EC:1.14.11.18]	PHYH	phytanoyl-CoA hydroxylase	08QIQ@bactNOG,0GMCC@delNOG,0HMN2@dproNOG,0XUSH@NOG,1797N@proNOG	Phytanoyl-CoA dioxygenase (PhyH)			SZUA-1058_240:64..402	hypothetical protein	K00477			K00477	
Candidatus_sp_SZUA-1058|SZUA-1058_00671					024C4@aproNOG,05HWG@bactNOG,11PKM@NOG,17E7X@proNOG	Inherit from proNOG: factor, ChrR			SZUA-1058_240:420..773	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00672					08ISG@bactNOG,0QIDA@gproNOG,0Y0GE@NOG,175SH@proNOG	Major Facilitator			SZUA-1058_240:c(794..1717)	putative MFS-type transporter YcaD					
Candidatus_sp_SZUA-1058|SZUA-1058_00673	K00004	[EC:1.1.1.4][EC:1.1.1.-][EC:1.1.1.303]	BDH, butB	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	05CPQ@bactNOG,0BJB6@bproNOG,16T92@proNOG,COG1063@NOG	Alcohol dehydrogenase GroES-like domain			SZUA-1058_241:c(448..1458)	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))	K00004			K00004	K21680
Candidatus_sp_SZUA-1058|SZUA-1058_00674	K00034	[EC:1.1.1.47]	gdh	glucose 1-dehydrogenase	05CHR@bactNOG,0BA6J@bproNOG,0XNW1@NOG,1729Z@proNOG	Short-chain dehydrogenase reductase sdr			SZUA-1058_241:c(1455..1721)	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	K00034			K00034	
Candidatus_sp_SZUA-1058|SZUA-1058_00675	K00394	[EC:1.8.99.2]	aprA	adenylylsulfate reductase, subunit A	01T9S@aproNOG,05CFK@bactNOG,16S3E@proNOG,COG1053@NOG	Fumarate reductase succinate dehydrogenase			SZUA-1058_242:20..1855	Adenylylsulfate reductase subunit alpha	K00394	K00394		K00394	K18556
Candidatus_sp_SZUA-1058|SZUA-1058_00676					027HX@aproNOG,05FKW@bactNOG,11NG0@NOG,17CCR@proNOG				SZUA-1058_242:1972..2322	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00677									SZUA-1058_243:55..366	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00678	K03799	[EC:3.4.24.-]	htpX	heat shock protein HtpX	05D0M@bactNOG,0GB5V@delNOG,0HCJ5@dproNOG,16RW8@proNOG,COG0501@NOG	Protease HtpX homolog			SZUA-1058_243:496..1389	Protease HtpX	K03799	K03799		K03799	K07387
Candidatus_sp_SZUA-1058|SZUA-1058_00679	K01265	[EC:3.4.11.18]	map	methionyl aminopeptidase	05CA1@bactNOG,0QICC@gproNOG,16PNP@proNOG,COG0024@NOG	Removes the N-terminal methionine from nascent proteins (By similarity)			SZUA-1058_243:1397..2185	Methionine aminopeptidase	K01265	K01265		K01265	K14813
Candidatus_sp_SZUA-1058|SZUA-1058_00680	K11752	[EC:3.5.4.26][EC:1.1.1.193]	ribD	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	05D1W@bactNOG,0QITR@gproNOG,16PRP@proNOG,COG0117@NOG,COG1985@NOG	Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate (By similarity)			SZUA-1058_244:86..1159	Riboflavin biosynthesis protein RibD	K11752	K11752		K01498	K14654
Candidatus_sp_SZUA-1058|SZUA-1058_00681	K13038	[EC:4.1.1.36][EC:6.3.2.5]	coaBC, dfp	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase	05CJS@bactNOG,0QIBM@gproNOG,16PQ8@proNOG,COG0452@NOG	Phosphopantothenoylcysteine decarboxylase			SZUA-1058_244:1156..2349	Coenzyme A biosynthesis bifunctional protein CoaBC	K13038	K13038		K01598	K21977
Candidatus_sp_SZUA-1058|SZUA-1058_00682	K02337	[EC:2.7.7.7]	dnaE	DNA polymerase III subunit alpha	05C0B@bactNOG,0QHQ2@gproNOG,16PJP@proNOG,COG0587@NOG	DNA polymerase III, subunit alpha			SZUA-1058_244:c(2787..3707)	DNA polymerase III subunit alpha	K02337	K02337		K02337	K14162
Candidatus_sp_SZUA-1058|SZUA-1058_00683					05MPD@bactNOG,0QUIJ@gproNOG,17GKG@proNOG,COG3245@NOG	cytochrome			SZUA-1058_245:82..588	Cytochrome c-555					
Candidatus_sp_SZUA-1058|SZUA-1058_00684	K01424	[EC:3.5.1.1]	E3.5.1.1, ansA, ansB	L-asparaginase	08ZGE@bactNOG,17D12@proNOG,COG0252@NOG	l-asparaginase (EC 3.5.1.1)			SZUA-1058_245:c(603..1094)	putative L-asparaginase periplasmic	K01424	K01424		K01424	K09482
Candidatus_sp_SZUA-1058|SZUA-1058_00685	K06997		yggS, PROSC	PLP dependent protein	05DFA@bactNOG,0QHXJ@gproNOG,16PKW@proNOG,COG0325@NOG	alanine racemase domain protein			SZUA-1058_245:c(1143..1787)	Pyridoxal phosphate homeostasis protein	K06997	K06997		K06997	K06997
Candidatus_sp_SZUA-1058|SZUA-1058_00686	K01714	[EC:4.3.3.7]	dapA	4-hydroxy-tetrahydrodipicolinate synthase	05CDP@bactNOG,0QIIB@gproNOG,16PWN@proNOG,COG0329@NOG	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA) (By similarity)			SZUA-1058_246:c(453..1343)	4-hydroxy-tetrahydrodipicolinate synthase	K01714	K01714	K01714	K01714	K21062
Candidatus_sp_SZUA-1058|SZUA-1058_00687	K00554	[EC:2.1.1.228]	trmD	tRNA (guanine37-N1)-methyltransferase	05D6X@bactNOG,0QHVA@gproNOG,16PND@proNOG,COG0336@NOG	Specifically methylates guanosine-37 in various tRNAs (By similarity)			SZUA-1058_246:c(1431..2069)	tRNA (guanine-N(1)-)-methyltransferase	K00554	K00554		K00554	K00554
Candidatus_sp_SZUA-1058|SZUA-1058_00688	K00822	[EC:2.6.1.18]	E2.6.1.18	beta-alanine--pyruvate transaminase	08F0W@bactNOG,0RA77@gproNOG,171DW@proNOG,COG0161@NOG	Aminotransferase class-III			SZUA-1058_247:c(458..1840)	Putrescine--pyruvate aminotransferase	K00822			K00822	K21188
Candidatus_sp_SZUA-1058|SZUA-1058_00689					08IE9@bactNOG,0GSXE@delNOG,0I6A6@eproNOG,172PJ@proNOG,COG4664@NOG	trap dicarboxylate transporter dctm subunit			SZUA-1058_247:c(1907..3241)	C4-dicarboxylate TRAP transporter large permease protein DctM					
Candidatus_sp_SZUA-1058|SZUA-1058_00690	K06013	[EC:3.4.24.84]	STE24	STE24 endopeptidase	05C2Y@bactNOG,0QICW@gproNOG,16T9H@proNOG,COG0501@NOG	Ste24 endopeptidase (EC 3.4.24.84)			SZUA-1058_248:32..394	Protease HtpX	K06013	K06013		K06013	K07387
Candidatus_sp_SZUA-1058|SZUA-1058_00691	K06949	[EC:3.6.1.-][EC:3.1.3.100]	rsgA, engC	ribosome biogenesis GTPase / thiamine phosphate phosphatase	05E06@bactNOG,0QI4M@gproNOG,16RPP@proNOG,COG1162@NOG	May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)			SZUA-1058_248:494..1456	Small ribosomal subunit biogenesis GTPase RsgA	K06949	K06949		K06949	K06949
Candidatus_sp_SZUA-1058|SZUA-1058_00692	K16328	[EC:2.7.1.83]	psuK	pseudouridine kinase	08VYU@bactNOG,0GGCS@delNOG,0HFAV@dproNOG,11IH1@NOG,179UU@proNOG	Methyltransferase, type			SZUA-1058_248:c(1460..1807)	hypothetical protein	K16328			K16328	
Candidatus_sp_SZUA-1058|SZUA-1058_00693									SZUA-1058_249:1028..1258	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00694	K07516	[EC:1.1.1.35]	fadN	3-hydroxyacyl-CoA dehydrogenase	01QDJ@aproNOG,05DYT@bactNOG,16PTX@proNOG,COG1024@NOG,COG1250@NOG	3-hydroxyacyl-COA dehydrogenase			SZUA-1058_249:c(1500..2501)	putative 3-hydroxyacyl-CoA dehydrogenase	K07516	K07516		K00074	K18612
Candidatus_sp_SZUA-1058|SZUA-1058_00695	K04567	[EC:6.1.1.6]	KARS, lysS	lysyl-tRNA synthetase, class II	05CRK@bactNOG,0QIWM@gproNOG,16Q73@proNOG,COG1190@NOG	lysyl-tRNA synthetase			SZUA-1058_250:271..1266	Lysine--tRNA ligase	K04567	K04567		K01874	K04567
Candidatus_sp_SZUA-1058|SZUA-1058_00696	K00945	[EC:2.7.4.25]	cmk	CMP/dCMP kinase	05CAT@bactNOG,0QJCX@gproNOG,16QJ6@proNOG,COG0283@NOG	cytidine monophosphate kinase			SZUA-1058_250:1313..1978	Cytidylate kinase	K00945	K00945		K00945	K13799
Candidatus_sp_SZUA-1058|SZUA-1058_00697	K02600		nusA	N utilization substance protein A	05CHV@bactNOG,0QHRT@gproNOG,16PGE@proNOG,COG0195@NOG	Transcription elongation factor NusA			SZUA-1058_251:c(834..2309)	Transcription termination/antitermination protein NusA	K02600	K02600		K02600	K02600
Candidatus_sp_SZUA-1058|SZUA-1058_00698	K09748		rimP	ribosome maturation factor RimP	05K7D@bactNOG,0QRBU@gproNOG,17H3M@proNOG,COG0779@NOG	Required for maturation of 30S ribosomal subunits (By similarity)			SZUA-1058_251:c(2319..2726)	Ribosome maturation factor RimP	K09748	K09748		K09748	K09748
Candidatus_sp_SZUA-1058|SZUA-1058_00699	K09970		aapQ, bztB	general L-amino acid transport system permease protein	05EZ7@bactNOG,0QJT2@gproNOG,16QRB@proNOG,COG4597@NOG	amino acid ABC transporter			SZUA-1058_252:c(212..1432)	putative glutamine ABC transporter permease protein GlnM	K09970	K09970		K02029	K09970
Candidatus_sp_SZUA-1058|SZUA-1058_00700	K09969		aapJ, bztA	general L-amino acid transport system substrate-binding protein	01QIC@aproNOG,07QXX@bactNOG,16Q97@proNOG,COG0834@NOG	glutamate glutamine aspartate asparagine ABC transporter, periplasmic substrate-binding protein			SZUA-1058_252:c(1559..2278)	Putative amino-acid ABC transporter-binding protein YhdW	K09969	K09969		K02030	K20957
Candidatus_sp_SZUA-1058|SZUA-1058_00701	K01626	[EC:2.5.1.54]	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase	05E99@bactNOG,0QHSJ@gproNOG,16PQR@proNOG,COG0722@NOG	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity)			SZUA-1058_253:918..1973	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	K01626	K01626		K01626	K01626
Candidatus_sp_SZUA-1058|SZUA-1058_00702	K02952		RP-S13, rpsM	small subunit ribosomal protein S13	08Z04@bactNOG,0QR13@gproNOG,17CEH@proNOG,COG0099@NOG	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits			SZUA-1058_254:194..547	30S ribosomal protein S13	K02952	K02952	K02952	K02952	K02964
Candidatus_sp_SZUA-1058|SZUA-1058_00703	K02948		RP-S11, MRPS11, rpsK	small subunit ribosomal protein S11	08UHH@bactNOG,0QPWI@gproNOG,179NI@proNOG,COG0100@NOG	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome (By similarity)			SZUA-1058_254:565..951	30S ribosomal protein S11	K02948	K02948	K02948	K02948	K02955
Candidatus_sp_SZUA-1058|SZUA-1058_00704	K02986		RP-S4, rpsD	small subunit ribosomal protein S4	05G6W@bactNOG,0QIVN@gproNOG,16S0R@proNOG,COG0522@NOG	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit (By similarity)			SZUA-1058_254:961..1587	30S ribosomal protein S4	K02986	K02986		K02986	K02997
Candidatus_sp_SZUA-1058|SZUA-1058_00705	K03040	[EC:2.7.7.6]	rpoA	DNA-directed RNA polymerase subunit alpha	05CTF@bactNOG,0QJ5V@gproNOG,16PMT@proNOG,COG0202@NOG	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)			SZUA-1058_254:1597..2577	DNA-directed RNA polymerase subunit alpha	K03040	K03040		K03040	K03047
Candidatus_sp_SZUA-1058|SZUA-1058_00706	K02879		RP-L17, MRPL17, rplQ	large subunit ribosomal protein L17	08ZT0@bactNOG,0QQY8@gproNOG,179QI@proNOG,COG0203@NOG	50S ribosomal protein L17			SZUA-1058_254:2587..3042	50S ribosomal protein L17	K02879	K02879		K02879	K02879
Candidatus_sp_SZUA-1058|SZUA-1058_00707	K02970		RP-S21, MRPS21, rpsU	small subunit ribosomal protein S21	05VCC@bactNOG,0QTKZ@gproNOG,17FPF@proNOG,COG0828@NOG	30S ribosomal protein S21			SZUA-1058_254:3055..3270	30S ribosomal protein S21	K02970	K02970		K02970	K02970
Candidatus_sp_SZUA-1058|SZUA-1058_00708	K00611	[EC:2.1.3.3]	OTC, argF, argI	ornithine carbamoyltransferase	05DBV@bactNOG,0QHTC@gproNOG,16SAB@proNOG,COG0078@NOG	ornithine carbamoyltransferase			SZUA-1058_255:148..1050	Ornithine carbamoyltransferase, anabolic	K00611	K00611		K00611	K13252
Candidatus_sp_SZUA-1058|SZUA-1058_00709	K09765	[EC:1.17.99.6]	queH	epoxyqueuosine reductase	05WPN@bactNOG,0QI8M@gproNOG,16U14@proNOG,COG1636@NOG	Uncharacterized BCR, COG1636			SZUA-1058_255:c(1047..1739)	Epoxyqueuosine reductase QueH	K09765	K09765	K09765	K09765	K09765
Candidatus_sp_SZUA-1058|SZUA-1058_00710									SZUA-1058_255:c(1727..2140)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00711	K01649	[EC:2.3.3.13]	leuA, IMS	2-isopropylmalate synthase	05CYQ@bactNOG,0QIE5@gproNOG,16QMF@proNOG,COG0119@NOG	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)			SZUA-1058_255:c(2137..3669)	2-isopropylmalate synthase	K01649	K01649	K01649	K01649	K21934
Candidatus_sp_SZUA-1058|SZUA-1058_00712	K17103	[EC:2.7.8.8]	CHO1, pssA	CDP-diacylglycerol---serine O-phosphatidyltransferase	06PT6@bactNOG,0QIJE@gproNOG,16QDQ@proNOG,COG1183@NOG	CDP-diacylglycerol--serine O-phosphatidyltransferase			SZUA-1058_255:c(3844..4599)	Phosphatidylcholine synthase	K17103	K17103		K17103	K19665
Candidatus_sp_SZUA-1058|SZUA-1058_00713	K00053	[EC:1.1.1.86]	ilvC	ketol-acid reductoisomerase	05C6M@bactNOG,0QHXD@gproNOG,16PIU@proNOG,COG0059@NOG	Alpha-keto-beta-hydroxylacyl reductoisomerase			SZUA-1058_255:c(4634..4819)	Ketol-acid reductoisomerase (NADP(+))	K00053	K00053		K00053	K00053
Candidatus_sp_SZUA-1058|SZUA-1058_00714	K00297	[EC:1.5.1.20]	metF, MTHFR	methylenetetrahydrofolate reductase (NADPH)	01T15@aproNOG,07U2G@bactNOG,174R4@proNOG,COG0685@NOG	Methylenetetrahydrofolate reductase			SZUA-1058_256:c(168..1178)	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	K00297			K00297	K00297
Candidatus_sp_SZUA-1058|SZUA-1058_00715	K00297	[EC:1.5.1.20]	metF, MTHFR	methylenetetrahydrofolate reductase (NADPH)	08PJA@bactNOG,0QZNU@gproNOG,0Y2A5@NOG,177KJ@proNOG	Methylenetetrahydrofolate reductase			SZUA-1058_256:c(1188..1640)	hypothetical protein	K00297			K00297	
