#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00001	K03892		arsR	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	00P00@actNOG,05NK3@bactNOG,COG0640@NOG	transcriptional regulator, ArsR family			SZUA-1093_1:1101..1487	HTH-type transcriptional repressor CzrA	K03892			K03892	K22043
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02581	K20257	[EC:3.1.2.32]	pqsE	2-aminobenzoylacetyl-CoA thioesterase	00NNM@actNOG,05C8F@bactNOG,COG0491@NOG	beta-lactamase domain protein			SZUA-1093_323:358..1167	N-acyl homoserine lactonase AttM	K20257				K20257
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02582					00MX6@actNOG,05KK2@bactNOG,11TZ8@NOG	Pyridoxamine 5-phosphate			SZUA-1093_323:1189..1650	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02583					COG0457@NOG,KOG4626@euNOG	whole genome shotgun sequence			SZUA-1093_323:1647..2294	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02584					084RY@bactNOG,0D548@chloNOG,0D8JG@chlorNOG,0XPTG@NOG	Major Facilitator Superfamily			SZUA-1093_323:2343..3605	putative L-galactonate transporter					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02585					05WPC@bactNOG,0G8V3@deiNOG,COG1917@NOG	Cupin 2 conserved barrel domain protein			SZUA-1093_323:3747..4100	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02586									SZUA-1093_323:4109..4465	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02588	K03046	[EC:2.7.7.6]	rpoC	DNA-directed RNA polymerase subunit beta'	07QR0@bactNOG,0D1HI@chloNOG,0G6WS@dehNOG,COG0086@NOG	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)			SZUA-1093_324:c(240..3875)	DNA-directed RNA polymerase subunit beta'	K03046	K03046		K03046	K13797
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02589	K03088		rpoE	RNA polymerase sigma-70 factor, ECF subfamily	05K6V@bactNOG,0D4QM@chloNOG,0D848@chlorNOG,COG1595@NOG	RNA polymerase, sigma-24 subunit, ECF subfamily			SZUA-1093_325:166..477	ECF RNA polymerase sigma factor SigK	K03088	K03088		K03088	K03088
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02590									SZUA-1093_325:757..1074	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02591									SZUA-1093_325:1093..1587	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02592									SZUA-1093_325:1731..3002	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02593	K03639	[EC:4.1.99.22]	moaA, CNX2	GTP 3',8-cyclase	04T3G@bacNOG,05CM1@bactNOG,0NDW5@firmNOG,COG2896@NOG	Catalyzes, together with MoaC, the conversion of 5'-GTP to cyclic pyranopterin monophosphate (cPMP or molybdopterin precursor Z) (By similarity)			SZUA-1093_325:c(3315..4328)	GTP 3',8-cyclase	K03639	K03639	K03639	K03639	K20967
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02594	K02428	[EC:3.6.1.66]	rdgB	XTP/dITP diphosphohydrolase	08V82@bactNOG,0D2GD@chloNOG,0G77B@dehNOG,COG0127@NOG	Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)			SZUA-1093_325:c(4330..4896)	dITP/XTP pyrophosphatase	K02428	K02428		K02428	K02428
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02595	K01623	[EC:4.1.2.13]	ALDO	fructose-bisphosphate aldolase, class I	01SX5@aproNOG,07R1Y@bactNOG,16SHC@proNOG,COG3588@NOG	fructose-bisphosphate aldolase			SZUA-1093_325:c(5285..6313)	Fructose-bisphosphate aldolase class 1	K01623	K01623	K01623	K01623	K01623
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02596	K03841	[EC:3.1.3.11]	FBP, fbp	fructose-1,6-bisphosphatase I	05CZI@bactNOG,0G58U@defNOG,COG0158@NOG	D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1			SZUA-1093_325:c(6371..7354)	Fructose-1,6-bisphosphatase class 1	K03841	K03841		K03841	K03841
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02597	K11531		lsrR	lsr operon transcriptional repressor	00I5D@actNOG,05DKT@bactNOG,COG2390@NOG	Transcriptional regulator			SZUA-1093_325:c(7374..8480)	hypothetical protein	K11531				K11531
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02598									SZUA-1093_325:8924..9208	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02599					011V9@actNOG,07H08@bactNOG,0ZKGX@NOG	Putative lysophospholipase			SZUA-1093_326:14..775	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02600	K03531		ftsZ	cell division protein FtsZ	05CDK@bactNOG,0ENPI@cloNOG,0ND68@firmNOG,COG0206@NOG	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)			SZUA-1093_326:c(772..1896)	Cell division protein FtsZ	K03531	K03531		K03531	K03531
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02601									SZUA-1093_326:c(1974..2240)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02603	K01684	[EC:4.2.1.6]	dgoD	galactonate dehydratase	05CXK@bactNOG,COG4948@NOG	mandelate racemase muconate lactonizing			SZUA-1093_327:22..1086	D-galactonate dehydratase	K01684	K01684		K01684	K21624
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02604	K17747	[EC:1.1.1.340]	ptlF	1-deoxy-11beta-hydroxypentalenate dehydrogenase	05E0T@bactNOG,0NIH8@firmNOG,0XRR8@NOG	Short-chain dehydrogenase reductase sdr			SZUA-1093_327:1089..1946	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2	K17747			K17747	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02605	K01409	[EC:2.3.1.234]	KAE1, tsaD, QRI7	N6-L-threonylcarbamoyladenine synthase	05CPM@bactNOG,COG0533@NOG	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)			SZUA-1093_327:1948..2976	tRNA N6-adenosine threonylcarbamoyltransferase	K01409	K01409		K01409	K15904
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02606	K05674		ABCC10	ATP-binding cassette, subfamily C (CFTR/MRP), member 10					SZUA-1093_327:c(2973..3518)	hypothetical protein	K05674	K05674			
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02607	K01468	[EC:3.5.2.7]	hutI, AMDHD1	imidazolonepropionase	04S62@bacNOG,0604Q@bactNOG,0NFIA@firmNOG,COG1228@NOG	amidohydrolase			SZUA-1093_327:c(3583..4806)	hypothetical protein	K01468				K01468
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02608	K20757	[EC:4.3.1.27]	dthadh	threo-3-hydroxy-D-aspartate ammonia-lyase	05E6Y@bactNOG,1DI1D@verNOG,1DP22@verrNOG,COG3616@NOG	D-ser_dehydrat			SZUA-1093_327:5005..6093	D-threonine aldolase	K20757				K20757
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02609	K11997		TRIM2_3	tripartite motif-containing protein 2/3	0XQSU@NOG,KOG2177@euNOG	tripartite motif containing 2			SZUA-1093_328:15..464	hypothetical protein	K11997	K11997		K11997	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02610	K00008	[EC:1.1.1.14]	SORD, gutB	L-iditol 2-dehydrogenase	00XDP@actNOG,05FBK@bactNOG,COG1063@NOG	Alcohol dehydrogenase GroES-like domain			SZUA-1093_328:567..1541	putative zinc-type alcohol dehydrogenase-like protein YdjJ	K00008			K00008	K21680
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02611									SZUA-1093_328:c(1643..1927)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02612									SZUA-1093_328:c(2173..2655)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02613					05NBH@bactNOG,11U6X@NOG	Pfam:DUF3705			SZUA-1093_328:c(2765..3643)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02614	K01650				0DB94@chloroNOG,0IYER@euNOG,1DX86@virNOG,COG0684@NOG,COG0800@NOG	KDPG and KHG aldolase			SZUA-1093_328:c(3841..4548)	4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase	K01650				K01650
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02615	K13831	[EC:4.1.2.43][EC:5.3.1.27]	hps-phi	3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase	0J74H@euNOG,COG0684@NOG	Demethylmenaquinone methyltransferase			SZUA-1093_328:c(4589..5299)	4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase	K13831				K13831
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02616	K01684	[EC:4.2.1.6]	dgoD	galactonate dehydratase	01SCD@aproNOG,05CXK@bactNOG,16QS0@proNOG,COG4948@NOG	mandelate racemase muconate lactonizing			SZUA-1093_328:5458..6615	D-galactarolactone cycloisomerase	K01684	K01684		K01684	K21624
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02617									SZUA-1093_328:c(6659..7204)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02618									SZUA-1093_328:c(7268..7657)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02619	K01259	[EC:3.4.11.5]	pip	proline iminopeptidase	05V80@bactNOG,0BI5Z@bproNOG,16Y0Q@proNOG,COG0596@NOG	alpha/beta hydrolase fold			SZUA-1093_328:c(7672..8439)	Putative non-heme bromoperoxidase BpoC	K01259			K01259	K21821
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02620					00CYF@actNOG,05D77@bactNOG,11GJ8@NOG				SZUA-1093_328:8655..9128	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02621	K10865		MRE11	double-strand break repair protein MRE11	08M63@bactNOG,COG0420@NOG	exonuclease			SZUA-1093_328:c(9179..9907)	putative metallophosphoesterase YhaO	K10865				K10865
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02622	K09005		K09005	uncharacterized protein	010X0@actNOG,08371@bactNOG,COG1430@NOG	Uncharacterized ACR, COG1430			SZUA-1093_328:c(10101..10475)	hypothetical protein	K09005	K09005		K09005	K09005
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02623									SZUA-1093_328:10537..11073	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02624	K01011	[EC:2.8.1.1][EC:2.8.1.2]	TST, MPST, sseA	thiosulfate/3-mercaptopyruvate sulfurtransferase	01UCP@aproNOG,05KHC@bactNOG,16RF4@proNOG,COG2897@NOG	Sulfurtransferase			SZUA-1093_328:c(11127..11981)	Thiosulfate sulfurtransferase	K01011	K01011		K01011	K21028
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02625									SZUA-1093_328:c(12094..12459)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02626	K06158		ABCF3	ATP-binding cassette, subfamily F, member 3	05C5H@bactNOG,0EP3N@cloNOG,0NDHZ@firmNOG,COG0488@NOG	Abc transporter			SZUA-1093_329:19..1845	Energy-dependent translational throttle protein EttA	K06158	K06158		K06158	K19350
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02627	K16203	[EC:3.4.11.-]	dppA1	D-amino peptidase	08ME1@bactNOG,0ERUR@cloNOG,0NGAN@firmNOG,COG2362@NOG	Peptidase M55 D-aminopeptidase			SZUA-1093_329:2052..2876	D-aminopeptidase	K16203	K16203	K16203	K16203	K16203
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02628									SZUA-1093_329:c(3058..3147)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02629	K01683	[EC:4.2.1.5]	araD	D-arabinonate dehydratase	0FB4V@creNOG,COG4948@NOG,arCOG01168@arNOG	mandelate racemase muconate lactonizing			SZUA-1093_329:c(3506..4588)	D-galactarolactone cycloisomerase	K01683			K01683	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02630	K01918	[EC:6.3.2.1]	panC	pantoate--beta-alanine ligase	07QQT@bactNOG,0D1JB@chloNOG,COG0414@NOG	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate (By similarity)			SZUA-1093_329:c(4775..5608)	Pantothenate synthetase	K01918	K01918		K01918	K13799
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02631	K00494	[EC:1.14.14.3]	luxA	alkanal monooxygenase alpha chain	01WBC@aproNOG,08M8W@bactNOG,16QB4@proNOG,COG2141@NOG	Luciferase-like			SZUA-1093_329:c(5677..6759)	3,6-diketocamphane 1,6 monooxygenase	K00494			K00494	K21835
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02632	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	07YR8@bactNOG,154QB@plaNOG,COG2141@NOG	Luciferase-like monooxygenase			SZUA-1093_329:c(7054..8310)	Alkanal monooxygenase alpha chain	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02633					07YJC@bactNOG,0ZXBP@NOG,1541U@plaNOG	alpha/beta hydrolase fold			SZUA-1093_329:c(8393..8779)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02634					08V63@bactNOG,COG5553@NOG	Inherit from COG: cysteine dioxygenase type I			SZUA-1093_330:38..334	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02635					07U1A@bactNOG,0P1TJ@firmNOG,0Y4GJ@NOG	RHOD			SZUA-1093_330:572..2185	Sulfurtransferase					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02636	K03685	[EC:3.1.26.3]	rnc, DROSHA, RNT1	ribonuclease III	08ZBM@bactNOG,0ESME@cloNOG,0NIEK@firmNOG,COG0571@NOG	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Also processes some mRNAs, and tRNAs when they are encoded in the rRNA operon (By similarity)			SZUA-1093_330:c(2198..2911)	Ribonuclease 3	K03685	K03685		K03685	K03685
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02637					05Q6D@bactNOG,0G903@deiNOG,11YIH@NOG	dsba oxidoreductase			SZUA-1093_330:c(3193..3759)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02638									SZUA-1093_330:c(4228..4776)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02639									SZUA-1093_330:c(4798..5307)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02640									SZUA-1093_331:c(1809..2192)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02641	K03686		dnaJ	molecular chaperone DnaJ	05BZ5@bactNOG,0ENU0@cloNOG,0ND4P@firmNOG,COG0484@NOG	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)			SZUA-1093_332:c(165..1310)	Chaperone protein DnaJ	K03686	K03686	K03686	K03686	K14002
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02642	K19701	[EC:3.4.11.6][EC:3.4.11.10]	ywaD	aminopeptidase YwaD	05IIU@bactNOG,COG2234@NOG	Aminopeptidase			SZUA-1093_332:c(1518..2645)	Aminopeptidase YwaD	K19701		K19701	K19701	K19702
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02643									SZUA-1093_333:8..355	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02644	K01488	[EC:3.5.4.4]	add, ADA	adenosine deaminase	05EKD@bactNOG,0GBZU@delNOG,0HDHG@dproNOG,16RFB@proNOG,COG1816@NOG	adenosine deaminase			SZUA-1093_333:514..1479	Aminodeoxyfutalosine deaminase	K01488			K01488	K21053
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02645	K01631	[EC:4.1.2.21]	dgoA	2-dehydro-3-deoxyphosphogalactonate aldolase	05CXK@bactNOG,0QJE9@gproNOG,16QS0@proNOG,COG4948@NOG	Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate (By similarity)			SZUA-1093_333:1596..2792	D-galactonate dehydratase family member	K01631			K01631	K21624
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02646	K00574	[EC:2.1.1.79]	cfa	cyclopropane-fatty-acyl-phospholipid synthase	00HX9@actNOG,08P5A@bactNOG,COG2230@NOG	Methyltransferase type 11			SZUA-1093_333:c(2862..3323)	hypothetical protein	K00574				K00574
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02647	K00574	[EC:2.1.1.79]	cfa	cyclopropane-fatty-acyl-phospholipid synthase	00HX9@actNOG,08P5A@bactNOG,COG2230@NOG	Methyltransferase type 11			SZUA-1093_333:c(3375..3626)	hypothetical protein	K00574				K00574
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02648	K00767	[EC:2.4.2.19]	nadC, QPRT	nicotinate-nucleotide pyrophosphorylase (carboxylating)	05D18@bactNOG,0D20U@chloNOG,COG0157@NOG	nicotinate-nucleotide pyrophosphorylase			SZUA-1093_334:171..1019	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	K00767	K00767	K00767	K00767	K03813
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02649					06ZDR@bactNOG,0D56T@chloNOG,0D8NK@chlorNOG,0YWBA@NOG				SZUA-1093_334:1033..2343	Protein TolB					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02650	K07560	[EC:3.1.-.-]	dtd, DTD1	D-tyrosyl-tRNA(Tyr) deacylase	08YYA@bactNOG,0D2NX@chloNOG,0G7CE@dehNOG,COG1490@NOG	Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine (By similarity)			SZUA-1093_334:c(2361..2825)	D-aminoacyl-tRNA deacylase	K07560	K07560	K07560	K07560	K07560
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02651					05VB8@bactNOG,0D314@chloNOG,COG2331@NOG	Regulatory protein, FmdB family			SZUA-1093_334:c(2829..3161)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02652	K06978		K06978	uncharacterized protein	05CC1@bactNOG,0D3UU@chloNOG,COG2936@NOG	Hydrolase CocE NonD family protein			SZUA-1093_334:c(3411..5165)	Cocaine esterase	K06978	K06978		K06978	K21017
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02653	K21613	[EC:3.-.-.-]	yxeP	uncharacterized hydrolase	07SYF@bactNOG,COG1473@NOG	amidohydrolase			SZUA-1093_334:5410..6738	N-acyl-L-amino acid amidohydrolase	K21613				K21613
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02654	K21613	[EC:3.-.-.-]	yxeP	uncharacterized hydrolase	07SYF@bactNOG,COG1473@NOG	amidohydrolase			SZUA-1093_334:6757..8100	putative hydrolase YxeP	K21613				K21613
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02655	K03924	[EC:3.6.3.-]	moxR	MoxR-like ATPase	056GA@bacteNOG,05C7R@bactNOG,09AUB@bctoNOG,COG0714@NOG	ATPase family associated with various cellular activities (AAA)			SZUA-1093_334:8458..9447	hypothetical protein	K03924	K03924		K03924	K09882
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02656					05FCN@bactNOG,1DHPA@verNOG,COG1721@NOG	Protein of unknown function DUF58			SZUA-1093_334:9460..10353	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02657					0570I@bacteNOG,08K7E@bactNOG,09A5H@bctoNOG,0XQVA@NOG				SZUA-1093_334:10350..11378	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02658	K07114		yfbK	Ca-activated chloride channel homolog	05KDI@bactNOG,0CZXJ@chlNOG,COG2304@NOG	von Willebrand factor, type A			SZUA-1093_334:11375..12373	hypothetical protein	K07114	K07114		K07114	K07114
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02659	K07114		yfbK	Ca-activated chloride channel homolog	056NS@bacteNOG,05EK8@bactNOG,099SK@bctoNOG,COG2304@NOG	von Willebrand factor type A domain protein			SZUA-1093_334:12370..13413	hypothetical protein	K07114	K07114		K07114	K07114
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02660					057A3@bacteNOG,05MA7@bactNOG,09FNZ@bctoNOG,11U73@NOG	Tetratricopeptide repeat protein			SZUA-1093_334:13410..14210	TPR repeat-containing protein YrrB					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02661					071AC@bactNOG,099HC@bctoNOG,0XR99@NOG,1AGEH@sphNOG	Inherit from bctoNOG: BatD protein			SZUA-1093_334:14215..15963	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02662					071AC@bactNOG,099HC@bctoNOG,0XR99@NOG	BatD protein			SZUA-1093_334:15960..16760	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02663	K18833		cmr	MFS transporter, DHA3 family, multidrug efflux protein	07V5W@bactNOG,COG0477@NOG	Major Facilitator Superfamily			SZUA-1093_334:16901..18166	hypothetical protein	K18833			K18833	K19552
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02664	K13039	[EC:4.1.1.79]	comE	sulfopyruvate decarboxylase subunit beta	0KRTA@eurNOG,0WQ13@methNOG,COG0028@NOG,arCOG01614@arNOG	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain			SZUA-1093_334:c(18191..18745)	Acetolactate synthase isozyme 2 large subunit	K13039	K13039		K13039	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02665	K06034	[EC:4.1.1.79]	comD	sulfopyruvate decarboxylase subunit alpha	023RG@aproNOG,08XSU@bactNOG,17BZB@proNOG,COG4032@NOG	sulfopyruvate decarboxylase subunit alpha			SZUA-1093_334:c(18738..19244)	hypothetical protein	K06034				K06034
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02666	K00208	[EC:1.3.1.9][EC:1.3.1.10]	fabI	enoyl-[acyl-carrier protein] reductase I	05CSJ@bactNOG,0ES6N@cloNOG,0NEVV@firmNOG,COG0623@NOG	Enoyl- acyl-carrier-protein reductase NADH			SZUA-1093_334:c(19249..20028)	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	K00208	K00208		K00208	K11611
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02667					066FV@bactNOG,0GA83@deiNOG,124X0@NOG				SZUA-1093_334:c(20236..20616)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02668	K00059	[EC:1.1.1.100]	fabG	3-oxoacyl-[acyl-carrier protein] reductase	08PSK@bactNOG,COG1028@NOG	reductase			SZUA-1093_335:520..924	hypothetical protein	K00059			K00059	K21883
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02669	K00059	[EC:1.1.1.100]	fabG	3-oxoacyl-[acyl-carrier protein] reductase	00FX3@actNOG,08PSK@bactNOG,COG1028@NOG	short-chain dehydrogenase reductase			SZUA-1093_335:961..1206	3-oxoacyl-[acyl-carrier-protein] reductase FabG	K00059	K00059		K00059	K21883
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02670									SZUA-1093_335:c(1203..1736)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02671	K01626	[EC:2.5.1.54]	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase	05E99@bactNOG,153V2@plaNOG,COG0722@NOG	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity)			SZUA-1093_335:c(1819..2895)	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	K01626	K01626		K01626	K01626
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_02672	K13444	[EC:1.8.3.7]	SUMF1, FGE	formylglycine-generating enzyme	04SNR@bacNOG,05E6M@bactNOG,0NEGT@firmNOG,COG1262@NOG	Non-specific serine threonine protein kinase			SZUA-1093_335:3367..4212	Serine/threonine-protein kinase pkn1	K13444		K13444	K13444	K20333
