#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00001	K00344	[EC:1.6.5.5]	qor, CRYZ	NADPH2:quinone reductase	05EE6@bactNOG,0D4HV@chloNOG,COG0604@NOG	Alcohol dehydrogenase zinc-binding domain protein			SZUA-1128_1:c(145..1113)	Quinone oxidoreductase 1	K00344	K00344		K00344	K21839
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01639					08PPW@bactNOG,10R22@NOG				SZUA-1128_549:c(428..1570)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01640					08PPW@bactNOG,10R22@NOG				SZUA-1128_549:c(1678..2394)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01641	K07047	[EC:3.5.1.91]	nfdA	N-substituted formamide deformylase	05EFZ@bactNOG,0D1T5@chloNOG,COG1574@NOG	Amidohydrolase 3			SZUA-1128_550:6..1214	N-substituted formamide deformylase	K07047			K07047	K07047
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01642	K16593	[EC:1.14.14.46]	bioI, CYP107H	pimeloyl-[acyl-carrier protein] synthase	01RFT@aproNOG,06A3M@bactNOG,16QZA@proNOG,COG2124@NOG	cytochrome p450			SZUA-1128_550:c(1270..2502)	Biotin biosynthesis cytochrome P450	K16593			K16593	K22005
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01643	K00805	[EC:2.5.1.30]	hepST	heptaprenyl diphosphate synthase	05EAH@bactNOG,0D1UZ@chloNOG,0G70Z@dehNOG,COG0142@NOG	heptaprenyl diphosphate synthase component II			SZUA-1128_550:c(2754..3752)	Heptaprenyl diphosphate synthase component 2	K00805			K00805	K21275
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01644	K01874	[EC:6.1.1.10]	MARS, metG	methionyl-tRNA synthetase	05CKH@bactNOG,0D1AD@chloNOG,0G6UH@dehNOG,COG0143@NOG	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)			SZUA-1128_550:c(3761..5446)	Methionine--tRNA ligase	K01874	K01874		K01874	K01874
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01645	K20941	[EC:4.1.1.103]	graF	gamma-resorcylate decarboxylase	08KCR@bactNOG,COG2159@NOG	amidohydrolase			SZUA-1128_551:c(304..1284)	hypothetical protein	K20941				K20941
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01646									SZUA-1128_551:2273..2650	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01647	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	01S9S@aproNOG,05DV0@bactNOG,16T78@proNOG,COG0154@NOG	amidase EC 3.5.1.4			SZUA-1128_552:100..408	Glutamyl-tRNA(Gln) amidotransferase subunit A	K01426	K01426		K01426	K21801
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01648					00FQE@actNOG,05CPU@bactNOG,0XNPZ@NOG	nitrilotriacetate monooxygenase component A			SZUA-1128_552:c(1422..1979)	Putative monooxygenase MoxC					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01649	K02470	[EC:5.99.1.3]	gyrB	DNA gyrase subunit B	05C7D@bactNOG,COG0187@NOG	DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)			SZUA-1128_553:117..2051	DNA gyrase subunit B	K02470	K02470	K02470	K02470	K03164
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01650	K02968		RP-S20, rpsT	small subunit ribosomal protein S20					SZUA-1128_553:2090..2347	30S ribosomal protein S20	K02968	K02968			
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01651									SZUA-1128_554:377..904	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01652									SZUA-1128_554:975..3257	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01653					07VQU@bactNOG,0ZQJG@NOG	Oxidoreductase domain-containing protein			SZUA-1128_555:c(602..1669)	1,5-anhydro-D-fructose reductase					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01654	K07040		K07040	uncharacterized protein	084RV@bactNOG,0D2ZJ@chloNOG,0D8DK@chlorNOG,1255R@NOG	Uncharacterized ACR, COG1399			SZUA-1128_556:41..565	hypothetical protein	K07040	K07040		K07040	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01655	K00645	[EC:2.3.1.39]	fabD	[acyl-carrier-protein] S-malonyltransferase	05CJF@bactNOG,0D21M@chloNOG,COG0331@NOG	malonyl CoA-acyl carrier protein transacylase			SZUA-1128_556:1105..2064	Malonyl CoA-acyl carrier protein transacylase	K00645	K00645		K00645	K21381
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01656	K03625		nusB	N utilization substance protein B	05M7K@bactNOG,0D2RD@chloNOG,COG0781@NOG	Involved in the transcription termination process (By similarity)			SZUA-1128_556:2094..2549	Transcription antitermination protein NusB	K03625	K03625	K03625	K03625	K03625
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01657	K02078		acpP	acyl carrier protein	05VNB@bactNOG,0D32F@chloNOG,0G7EI@dehNOG,COG0236@NOG	Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)			SZUA-1128_556:2562..2822	Acyl carrier protein	K02078	K02078		K02078	K21790
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01658									SZUA-1128_557:50..328	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01659									SZUA-1128_557:457..708	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01660					01RB9@aproNOG,05DCM@bactNOG,0XPZP@NOG,16PSJ@proNOG	Major facilitator superfamily			SZUA-1128_557:c(705..2126)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01661					00C1K@actNOG,05DCM@bactNOG,0XPZP@NOG	Major facilitator superfamily			SZUA-1128_557:c(2462..3943)	Multidrug resistance protein MdtG					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01662	K00626	[EC:2.3.1.9]	E2.3.1.9, atoB	acetyl-CoA C-acetyltransferase	05MX0@bactNOG,0D26D@chloNOG,COG0183@NOG	acetyl-CoA acetyltransferase-like protein			SZUA-1128_558:35..583	hypothetical protein	K00626			K00626	K07823
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01663									SZUA-1128_558:c(1291..1503)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01664									SZUA-1128_559:613..837	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01665									SZUA-1128_559:846..1073	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01666									SZUA-1128_559:1086..1613	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01667	K21929	[EC:3.2.2.27]	udg	uracil-DNA glycosylase	08UN4@bactNOG,0D2E6@chloNOG,0D6JM@chlorNOG,COG1573@NOG	Phage SPO1 DNA polymerase-related protein			SZUA-1128_559:c(1655..2506)	Type-4 uracil-DNA glycosylase	K21929	K21929		K02334	K21929
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01668	K00108	[EC:1.1.99.1]	betA, CHDH	choline dehydrogenase	05CZ6@bactNOG,0QHS6@gproNOG,16Q7M@proNOG,COG2303@NOG	Can catalyze the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine (By similarity)			SZUA-1128_560:49..576	Oxygen-dependent choline dehydrogenase	K00108	K00108		K00108	K21166
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01669	K01679	[EC:4.2.1.2]	E4.2.1.2B, fumC, FH	fumarate hydratase, class II	05C9Q@bactNOG,0D1F4@chloNOG,COG0114@NOG	Fumarate hydratase class II			SZUA-1128_560:698..2101	Fumarate hydratase class II	K01679	K01679		K01679	K01679
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01670									SZUA-1128_560:c(2503..2904)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01671					0KTSD@eurNOG,123QK@NOG,arCOG04609@arNOG				SZUA-1128_560:3298..4494	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01672	K20023	[EC:4.2.1.156][EC:4.2.1.42]	talrD-galrD	L-talarate/galactarate dehydratase	01Z7C@aproNOG,05DIA@bactNOG,16RZW@proNOG,COG4948@NOG	mandelate racemase			SZUA-1128_561:c(16..1116)	L-talarate/galactarate dehydratase	K20023	K20023		K20023	K21624
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01673	K20074	[EC:3.1.3.16]	prpC, phpP	PPM family protein phosphatase	00BCJ@actNOG,08ZF3@bactNOG,COG0631@NOG	phosphatase			SZUA-1128_562:c(403..1185)	Serine/threonine phosphatase stp	K20074	K20074	K20074	K01090	K20074
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01674									SZUA-1128_562:c(1458..1916)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01675	K21397		K21397	ABC transport system ATP-binding/permease protein	COG1716@NOG	fha domain-containing protein			SZUA-1128_562:c(2067..2732)	Sensory transduction protein regX3	K21397				K21397
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01676					00J4W@actNOG,08VQY@bactNOG,11J8X@NOG	Cyclase dehydrase			SZUA-1128_563:12..863	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01677	K06859	[EC:5.3.1.9]	pgi1	glucose-6-phosphate isomerase, archaeal	02TMW@arNOG,0M00S@eurNOG,0RJ59@halNOG,COG2140@NOG	Pfam:Mif2			SZUA-1128_563:922..1272	Quercetin 2,3-dioxygenase	K06859				K06859
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01678									SZUA-1128_563:c(2083..2223)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01679	K00768	[EC:2.4.2.21]	E2.4.2.21, cobU, cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	05CUP@bactNOG,0D1XR@chloNOG,0D6C6@chlorNOG,COG2038@NOG	Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6- dimethylbenzimidazole (DMB) (By similarity)			SZUA-1128_564:c(389..1486)	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	K00768	K00768	K00768	K00768	K21299
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01680	K19221	[EC:2.5.1.17]	cobA, btuR	cob(I)alamin adenosyltransferase	068B1@bactNOG,0D299@chloNOG,0D6GD@chlorNOG,COG2109@NOG	Cob(I)alamin adenosyltransferase			SZUA-1128_564:c(1566..2180)	Cob(I)yrinic acid a,c-diamide adenosyltransferase	K19221	K19221	K19221	K19221	K19221
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01681	K01692	[EC:4.2.1.17]	paaF, echA	enoyl-CoA hydratase	00MHV@actNOG,05H8G@bactNOG,COG1024@NOG	Enoyl-CoA hydratase			SZUA-1128_565:c(106..858)	Short-chain-enoyl-CoA hydratase	K01692			K01692	K20765
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01682	K01657	[EC:4.1.3.27]	trpE	anthranilate synthase component I	05CRQ@bactNOG,0D1HV@chloNOG,0G6XD@dehNOG,COG0147@NOG	anthranilate synthase component I (EC 4.1.3.27)			SZUA-1128_565:c(911..2377)	Anthranilate synthase component 1	K01657	K01657	K01657	K01657	K20159
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01683	K20882	[EC:2.8.3.24]	hadA	(R)-2-hydroxy-4-methylpentanoate CoA-transferase	05FCU@bactNOG,COG1804@NOG	L-carnitine dehydratase bile acid-inducible protein F			SZUA-1128_566:c(346..1332)	Cinnamoyl-CoA:phenyllactate CoA-transferase	K20882				K20882
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01684	K20882	[EC:2.8.3.24]	hadA	(R)-2-hydroxy-4-methylpentanoate CoA-transferase	05FCU@bactNOG,COG1804@NOG	L-carnitine dehydratase bile acid-inducible protein F			SZUA-1128_566:c(1423..1668)	Formyl-CoA:oxalate CoA-transferase	K20882				K20882
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01685									SZUA-1128_566:c(1782..1991)	2-methylfumaryl-CoA isomerase					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01686									SZUA-1128_567:1006..1167	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01687									SZUA-1128_567:1597..1857	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01688									SZUA-1128_567:2172..2666	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01689									SZUA-1128_567:3481..3636	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01690									SZUA-1128_567:3639..3962	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01691	K00134	[EC:1.2.1.12]	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase	05C17@bactNOG,0D1FS@chloNOG,COG0057@NOG	Glyceraldehyde-3-phosphate dehydrogenase, type I			SZUA-1128_567:c(4462..5475)	Glyceraldehyde-3-phosphate dehydrogenase 1	K00134	K00134	K00134	K00134	K03472
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01692	K16422	[EC:1.1.3.46]	hmo, nocN	4-hydroxymandelate oxidase	05DMF@bactNOG,0FM15@cyaNOG,COG1304@NOG	Alpha-hydroxy acid dehydrogenase			SZUA-1128_567:c(5718..6794)	4-hydroxymandelate oxidase	K16422	K16422	K11517	K00101	K10530
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01693	K01689	[EC:4.2.1.11]	ENO, eno	enolase	05C70@bactNOG,0D1RF@chloNOG,0G6S8@dehNOG,COG0148@NOG	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)			SZUA-1128_567:c(6890..8212)	Enolase	K01689	K01689		K01689	K01689
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01694	K06966	[EC:3.2.2.10][EC:3.2.2.-]	ppnN	pyrimidine/purine-5'-nucleotide nucleosidase	05PVK@bactNOG,0D2YM@chloNOG,0G79E@dehNOG,COG1611@NOG	Possible lysine decarboxylase			SZUA-1128_567:c(8230..8715)	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	K06966	K06966		K06966	K06966
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01695	K00343	[EC:1.6.5.3]	nuoN	NADH-quinone oxidoreductase subunit N	05CNR@bactNOG,0ERD2@cloNOG,0NFG0@firmNOG,COG1007@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1128_567:c(8840..10417)	NADH-quinone oxidoreductase subunit N	K00343	K00343		K00343	K05573
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01696	K00342	[EC:1.6.5.3]	nuoM	NADH-quinone oxidoreductase subunit M	05C8S@bactNOG,0EQF1@cloNOG,0NDMA@firmNOG,COG1008@NOG	proton-translocating NADH-quinone oxidoreductase subunit M			SZUA-1128_567:c(10425..11936)	NAD(P)H-quinone oxidoreductase chain 4 1	K00342	K00342		K00342	K15863
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01697	K00341	[EC:1.6.5.3]	nuoL	NADH-quinone oxidoreductase subunit L	05D65@bactNOG,0QI8A@gproNOG,16QW2@proNOG,COG1009@NOG	subunit l			SZUA-1128_567:c(11975..12298)	hypothetical protein	K00341	K00341		K00341	K15863
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01698					090J0@bactNOG,12C8X@NOG	S-layer domain protein			SZUA-1128_568:c(715..1470)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01699	K20866	[EC:3.1.3.10]	yihX	glucose-1-phosphatase	05EJU@bactNOG,0QNAG@gproNOG,16T7E@proNOG,COG1011@NOG	HAD-superfamily hydrolase subfamily IA variant 3			SZUA-1128_568:c(1512..2102)	Alpha-D-glucose 1-phosphate phosphatase YihX	K20866	K20866		K07025	K21063
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01700	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	05KF3@bactNOG,COG1028@NOG	Short-chain dehydrogenase reductase Sdr			SZUA-1128_569:51..893	Putative short-chain type dehydrogenase/reductase	K21883				K21883
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01701	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	07YK2@bactNOG,COG2141@NOG	Luciferase-like monooxygenase			SZUA-1128_569:1037..2203	Limonene 1,2-monooxygenase	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01702	K01129	[EC:3.1.5.1]	dgt	dGTPase	05C4Q@bactNOG,0D1IJ@chloNOG,0G6QH@dehNOG,COG0232@NOG	Deoxyguanosinetriphosphate triphosphohydrolase			SZUA-1128_569:c(2391..3242)	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	K01129	K01129		K01129	K01129
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01703	K04748		norQ	nitric oxide reductase NorQ protein	0KRNE@eurNOG,0WKHC@methaNOG,COG0714@NOG,arCOG00441@arNOG	AAA domain (dynein-related subfamily)			SZUA-1128_570:11..610	Denitrification regulatory protein NirQ	K04748	K04748		K04748	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01704	K18568	[EC:3.6.1.-]	thnR	CoA pyrophosphatase	05P8F@bactNOG,0GFSF@delNOG,0HGPT@dproNOG,17DFN@proNOG,COG0494@NOG	NUDIX hydrolase			SZUA-1128_570:619..1221	putative Nudix hydrolase NudL	K18568			K18568	K18568
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01705									SZUA-1128_570:c(2300..2716)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01706	K21727		npcB	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, reductase component	06200@bactNOG,COG1853@NOG	flavin reductase domain protein, FMN-binding			SZUA-1128_571:783..1394	High molecular weight rubredoxin	K21727				K21727
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01707					05M1C@bactNOG,0Y6Z3@NOG				SZUA-1128_571:1434..2606	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01708	K00330	[EC:1.6.5.3]	nuoA	NADH-quinone oxidoreductase subunit A	05KWU@bactNOG,0CZTI@chlNOG,COG0838@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1128_571:2774..3196	NAD(P)H-quinone oxidoreductase subunit 3	K00330	K00330		K00330	K05574
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01709	K03649	[EC:3.2.2.28]	mug	double-stranded uracil-DNA glycosylase	08VCA@bactNOG,COG3663@NOG	G U mismatch-specific DNA glycosylase			SZUA-1128_572:c(254..829)	G/U mismatch-specific DNA glycosylase	K03649	K03649	K20813	K03649	K20813
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01710	K07045		K07045	uncharacterized protein	07XN9@bactNOG,0D25U@chloNOG,0G6QP@dehNOG,0ZVMJ@NOG	Amidohydrolase			SZUA-1128_572:c(976..1815)	hypothetical protein	K07045	K07045	K07045	K07045	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01711									SZUA-1128_572:1994..2083	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01712									SZUA-1128_572:2137..2265	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01713					07EVS@bactNOG,0ZI77@NOG	AhpC/TSA family			SZUA-1128_572:2406..2675	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01714									SZUA-1128_572:c(2762..3067)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01715	K00147	[EC:1.2.1.41]	proA	glutamate-5-semialdehyde dehydrogenase	05C2S@bactNOG,0D1RE@chloNOG,0G6S2@dehNOG,COG0014@NOG	Catalyzes the NADPH dependent reduction of L-gamma- glutamyl 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate (By similarity)			SZUA-1128_572:c(3080..4384)	Gamma-glutamyl phosphate reductase	K00147	K00147	K00147	K00147	K00147
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01716	K00931	[EC:2.7.2.11]	proB	glutamate 5-kinase	05CGT@bactNOG,0D1K3@chloNOG,0G73I@dehNOG,COG0263@NOG	Catalyzes the transfer of a phosphate group to glutamate to form glutamate 5-phosphate which rapidly cyclizes to 5- oxoproline (By similarity)			SZUA-1128_572:c(4420..5565)	Glutamate 5-kinase	K00931	K00931	K00931	K00931	K00931
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01717	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	00V34@actNOG,07YR8@bactNOG,COG2141@NOG	Luciferase-like monooxygenase			SZUA-1128_573:5..580	hypothetical protein	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01718	K01286	[EC:3.4.16.4]	E3.4.16.4	D-alanyl-D-alanine carboxypeptidase	0KX4B@eurNOG,0RFXX@halNOG,COG1680@NOG,arCOG00771@arNOG	Beta-lactamase			SZUA-1128_573:742..1842	hypothetical protein	K01286			K01286	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01719									SZUA-1128_573:1940..2131	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01720	K03786	[EC:4.2.1.10]	aroQ, qutE	3-dehydroquinate dehydratase II	08Z38@bactNOG,0ET5V@cloNOG,0NJCZ@firmNOG,COG0757@NOG	Catalyzes a trans-dehydration via an enolate intermediate (By similarity)			SZUA-1128_573:c(2230..2658)	3-dehydroquinate dehydratase	K03786	K03786		K00457	K03786
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01721									SZUA-1128_573:c(2716..3135)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01722	K08321	[EC:2.3.1.245]	lsrF	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	061GT@bactNOG,COG1830@NOG	Aldolase			SZUA-1128_574:17..835	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	K08321	K08321		K08321	K16306
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01723	K00008	[EC:1.1.1.14]	SORD, gutB	L-iditol 2-dehydrogenase	05CPQ@bactNOG,0G7M0@deiNOG,COG1063@NOG	alcohol dehydrogenase groes domain protein			SZUA-1128_574:956..1984	Sorbitol dehydrogenase	K00008	K00008		K00008	K21680
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01724	K00786	[EC:2.4.-.-]	E2.4.-.-	glycosyltransferase	05CPK@bactNOG,COG0438@NOG	Glycosyl transferase (Group 1			SZUA-1128_575:c(1277..1966)	Alpha-D-kanosaminyltransferase	K00786			K00786	K21586
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01725									SZUA-1128_576:174..383	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01726	K01091	[EC:3.1.3.18]	gph	phosphoglycolate phosphatase	07XGZ@bactNOG,0ESGM@cloNOG,0NI6U@firmNOG,COG0546@NOG	HAD-superfamily hydrolase subfamily IA, variant			SZUA-1128_576:c(651..1322)	Pyrophosphatase PpaX	K01091	K01091		K01091	K11777
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01727	K21265	[EC:2.5.1.18]	fosA5	glutathione S-transferase fosA5	08R34@bactNOG,0GD98@delNOG,0HEAZ@dproNOG,16VR8@proNOG,COG0346@NOG	glyoxalase bleomycin resistance protein dioxygenase			SZUA-1128_576:1575..2105	Metallothiol transferase FosB	K21265				K21265
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01728									SZUA-1128_577:41..391	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01729					05X4Y@bactNOG,124D0@NOG,17M38@proNOG				SZUA-1128_577:1814..2191	4-hydroxybenzoyl-CoA thioesterase					
