#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_00001					05GRK@bactNOG,11NHI@NOG	Gcn5-related n-acetyltransferase			SZUA-1123_1:101..577	Mycothiol acetyltransferase					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02354	K13507	[EC:2.3.1.15][EC:2.3.1.42]	GAT	glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase	0IW78@euNOG,COG0204@NOG	Acyltransferase			SZUA-1123_131:c(19021..20400)	hypothetical protein	K13507	K13507	K13507	K13507	K13509
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02355	K02014		TC.FEV.OM	iron complex outermembrane recepter protein	05DHX@bactNOG,0QNV8@gproNOG,0XP99@NOG,16R38@proNOG	TonB-dependent receptor			SZUA-1123_131:c(20655..23342)	Vitamin B12 transporter BtuB	K02014			K02014	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02356					05M08@bactNOG,0GFTI@delNOG,0HGR5@dproNOG,17JZC@proNOG,COG2363@NOG	Protein of unknown function (DUF423)			SZUA-1123_131:23447..23788	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02357	K01061	[EC:3.1.1.45]	E3.1.1.45	carboxymethylenebutenolidase	05CDZ@bactNOG,0QJM1@gproNOG,16RBF@proNOG,COG0412@NOG	Carboxymethylenebutenolidase (EC 3.1.1.45)			SZUA-1123_131:c(23856..24773)	Carboxymethylenebutenolidase	K01061	K01061		K01061	K01061
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02358	K11785	[EC:1.14.-.-]	mqnD	1,4-dihydroxy-6-naphthoate synthase	05E63@bactNOG,152Z7@plaNOG,COG2107@NOG	Pfam:DUF178			SZUA-1123_131:c(24787..25692)	1,4-dihydroxy-6-naphtoate synthase	K11785	K11785		K07083	K11785
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02359	K11783	[EC:3.2.2.26]	mqnB	futalosine hydrolase	08UIH@bactNOG,0ESS8@cloNOG,0NI4S@firmNOG,COG0775@NOG	Phosphorylase superfamily			SZUA-1123_131:c(25644..26303)	Futalosine hydrolase	K11783	K11783		K11783	K18284
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02360	K00027	[EC:1.1.1.38]	ME2, sfcA, maeA	malate dehydrogenase (oxaloacetate-decarboxylating)	00CDQ@actNOG,05C6K@bactNOG,COG0281@NOG	Malate dehydrogenase			SZUA-1123_131:c(26305..27723)	NAD-dependent malic enzyme	K00027	K00027	K00027	K00027	K00029
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02361									SZUA-1123_131:27784..27888	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02362									SZUA-1123_131:27945..28046	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02363					08M5E@bactNOG,10CJW@NOG,1DJSE@verNOG				SZUA-1123_131:c(28043..28819)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02364									SZUA-1123_132:46..180	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02365	K02017	[EC:3.6.3.29]	modC	molybdate transport system ATP-binding protein	05CGB@bactNOG,0QKD3@gproNOG,16PWU@proNOG,COG4148@NOG	Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system (By similarity)			SZUA-1123_132:c(233..931)	Maltose/maltodextrin import ATP-binding protein MalK	K02017	K02017		K02010	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02366	K02018		modB	molybdate transport system permease protein	05E0C@bactNOG,1DI3T@verNOG,1DN4F@verrNOG,COG4149@NOG	Binding-protein-dependent transport system inner membrane component			SZUA-1123_132:c(964..1629)	Molybdenum transport system permease protein ModB	K02018	K02018		K02017	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02367	K02020		modA	molybdate transport system substrate-binding protein	07TG6@bactNOG,0GD9M@delNOG,0HERE@dproNOG,16VTG@proNOG,COG0725@NOG	ABC transporter, periplasmic molybdate-binding protein			SZUA-1123_132:c(1760..2542)	Molybdate-binding protein ModA	K02020	K02020		K02020	K22003
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02368					004RG@aciNOG,08ZJW@bactNOG,11NFG@NOG	TOBE domain			SZUA-1123_132:2702..3163	Molybdenum-pterin-binding protein 2					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02369					0765N@bactNOG,0Z5XE@NOG				SZUA-1123_132:c(3278..3796)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02370	K05889	[EC:1.1.2.6]	pvadh	polyvinyl alcohol dehydrogenase (cytochrome)	0261N@aproNOG,07WJP@bactNOG,17CYP@proNOG,COG1520@NOG	PQQ enzyme repeat			SZUA-1123_132:3972..5858	Polyvinylalcohol dehydrogenase	K05889	K05889		K05889	K20853
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02371					006J2@aciNOG,08RMA@bactNOG,11G6H@NOG				SZUA-1123_132:6029..7126	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02372					006KA@aciNOG,090MR@bactNOG,11QF4@NOG				SZUA-1123_132:7227..8513	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02373									SZUA-1123_132:c(8520..9545)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02374	K01286	[EC:3.4.16.4]	E3.4.16.4	D-alanyl-D-alanine carboxypeptidase	05ED2@bactNOG,0BF4U@bproNOG,16QQM@proNOG,COG1680@NOG	Beta-lactamase			SZUA-1123_132:c(9747..10133)	hypothetical protein	K01286			K01286	K21469
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02375	K03088		rpoE	RNA polymerase sigma-70 factor, ECF subfamily	0046H@aciNOG,05EMN@bactNOG,COG1595@NOG	ECF subfamily RNA polymerase			SZUA-1123_133:c(567..1205)	ECF RNA polymerase sigma-E factor	K03088	K03088		K03088	K03088
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02376	K06158		ABCF3	ATP-binding cassette, subfamily F, member 3	05C5H@bactNOG,0GB8F@delNOG,0HCEP@dproNOG,16PJF@proNOG,COG0488@NOG	ABC transporter			SZUA-1123_133:1666..3660	putative ABC transporter ATP-binding protein YheS	K06158	K06158		K06158	K19350
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02377	K02482	[EC:2.7.13.3]	K02482	two-component system, NtrC family, sensor kinase	05CUX@bactNOG,0GAXX@delNOG,0HDKH@dproNOG,16R9W@proNOG,COG3852@NOG	Signal Transduction Histidine Kinase			SZUA-1123_133:4119..5261	Signal transduction histidine-protein kinase AtoS	K02482			K02482	K19661
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02378	K02481		K02481	two-component system, NtrC family, response regulator	05C1W@bactNOG,0GD4Z@delNOG,0HDC4@dproNOG,16PNY@proNOG,COG2204@NOG	sigma54 specific, transcriptional regulator, Fis family			SZUA-1123_133:5254..6657	Transcriptional regulatory protein ZraR	K02481			K02481	K20919
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02379	K03733		xerC	integrase/recombinase XerC	08IYT@bactNOG,COG0582@NOG	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC-XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids (By similarity)			SZUA-1123_133:c(7098..8033)	Tyrosine recombinase XerD	K03733	K03733	K03733	K03733	K14059
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02380	K04094	[EC:2.1.1.74]	trmFO, gid	methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase	04R5C@bacNOG,07QXI@bactNOG,0NDXW@firmNOG,COG1206@NOG	Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs (By similarity)			SZUA-1123_133:c(8005..9447)	Methylenetetrahydrofolate--tRNA-(uracil-5-)- methyltransferase TrmFO	K04094	K04094	K04094	K03495	K04094
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02381	K03168	[EC:5.99.1.2]	topA	DNA topoisomerase I	00317@aciNOG,05C73@bactNOG,COG0550@NOG,COG0551@NOG	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)			SZUA-1123_133:c(9640..10329)	DNA topoisomerase 1	K03168	K03168		K03168	K12087
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02382	K00817	[EC:2.6.1.9]	hisC	histidinol-phosphate aminotransferase	07QZB@bactNOG,COG0079@NOG	decarboxylase			SZUA-1123_134:802..2592	Histidinol-phosphate aminotransferase	K00817			K00817	K04720
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02383	K21792		redL	polyketide synthase	07RCI@bactNOG,0B8AZ@bproNOG,16UVR@proNOG,COG0318@NOG	amp-dependent synthetase and ligase			SZUA-1123_134:c(2503..3231)	1-acyl-sn-glycerol-3-phosphate acyltransferase	K21792				K21792
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02384	K15971	[EC:2.1.1.-]	tcmP, elmP	O-methyltransferase	05JQZ@bactNOG,1DKTU@verNOG,COG3315@NOG	Leucine carboxyl methyltransferase			SZUA-1123_134:c(3438..4427)	Putative S-adenosyl-L-methionine-dependent methyltransferase	K15971				K15971
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02385	K04756		ahpD	alkyl hydroperoxide reductase subunit D	00J8E@actNOG,08WB0@bactNOG,COG2128@NOG	Transposase			SZUA-1123_134:c(4556..4918)	hypothetical protein	K04756				K04756
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02386									SZUA-1123_134:c(4937..5179)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02387	K02238		comEC	competence protein ComEC	08AUE@bactNOG,COG2333@NOG	choline binding protein E			SZUA-1123_134:5495..6577	hypothetical protein	K02238				K02238
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02388	K00114	[EC:1.1.2.8]	exaA	alcohol dehydrogenase (cytochrome c)	COG4993@NOG	Dehydrogenase			SZUA-1123_134:6662..8476	Alcohol dehydrogenase (quinone), dehydrogenase subunit	K00114			K00114	K20937
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02389					061TQ@bactNOG,0GISD@delNOG,0HJC3@dproNOG,129HF@NOG,17PCS@proNOG				SZUA-1123_134:c(8624..9811)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02390	K02003		ABC.CD.A	putative ABC transport system ATP-binding protein	05D6C@bactNOG,16R8U@proNOG,COG1136@NOG	Part of the ABC transporter complex MacAB involved in macrolide export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation (By similarity)			SZUA-1123_134:c(9808..10515)	ABC transporter ATP-binding protein YtrE	K02003	K02003		K02003	K19083
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02391	K02004		ABC.CD.P	putative ABC transport system permease protein	08KS0@bactNOG,0GEVV@delNOG,0HFUW@dproNOG,16TCN@proNOG,COG4591@NOG	FtsX-like permease family			SZUA-1123_134:c(10522..11829)	Lipoprotein-releasing system transmembrane protein LolE	K02004			K02004	K09808
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02392	K02004		ABC.CD.P	putative ABC transport system permease protein	07V71@bactNOG,0GF2K@delNOG,0HG5A@dproNOG,174XN@proNOG,COG4591@NOG	FtsX-like permease family			SZUA-1123_134:c(11831..13090)	Lipoprotein-releasing system transmembrane protein LolE	K02004			K02004	K09808
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02393					08VW2@bactNOG,0GEBJ@delNOG,0HFEY@dproNOG,11JT5@NOG,17AQX@proNOG				SZUA-1123_134:c(13147..13917)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02394					07UGD@bactNOG,09D39@bctoNOG,0P8SA@flaNOG,0ZVUW@NOG	Arylsulfotransferase (ASST)			SZUA-1123_134:14279..15829	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02395	K15329		pksE	trans-AT polyketide synthase, acyltransferase and oxidoreductase domains	07QKG@bactNOG,0GBFJ@delNOG,0HCXB@dproNOG,16PG6@proNOG,COG2070@NOG	PfaD family			SZUA-1123_134:16080..17705	Polyketide biosynthesis protein PksE	K15329				K15329
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02396	K15314		sgcE, mdpE, ncsE, kedE, calE8, pksE	enediyne polyketide synthase	07EEY@bactNOG,0GARP@delNOG,0HC0Y@dproNOG,18A56@proNOG,COG3321@NOG	synthase			SZUA-1123_134:17718..23969	Phthiocerol synthesis polyketide synthase type I PpsE	K15314			K15314	K21792
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02397	K21792		redL	polyketide synthase	08EIU@bactNOG,0GSFA@delNOG,0HRY6@dproNOG,170YB@proNOG,COG0764@NOG,COG3321@NOG	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase, FabA FabZ			SZUA-1123_134:23966..31066	Polyketide synthase PksL	K21792				K21792
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02398	K22317		oleA	acyl-CoA alkyltransferase	05E2T@bactNOG,0GD3T@delNOG,0HE9E@dproNOG,16YBG@proNOG,COG0332@NOG	3-Oxoacyl-(Acyl-carrier-protein (ACP)) synthase III			SZUA-1123_134:31109..32146	3-oxoacyl-[acyl-carrier-protein] synthase 3	K22317	K22317		K00648	K21788
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02399	K22318		oleB	3-alkyl-4-acyloxetan-2-one decarboxylase	08J2P@bactNOG,0GT1M@delNOG,0HSEN@dproNOG,1733T@proNOG,COG0596@NOG	Alpha beta hydrolase fold protein			SZUA-1123_134:32154..33056	Haloalkane dehalogenase 2	K22318	K22318		K01563	K21821
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02400	K22319	[EC:6.1.3.1]	oleC	olefin beta-lactone synthetase	0680H@bactNOG,0GCM1@delNOG,0HDI9@dproNOG,16SD7@proNOG,COG0318@NOG	AMP-dependent synthetase and ligase			SZUA-1123_134:33053..34756	4-chlorobenzoate--CoA ligase	K22319	K22319			K21792
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02402	K00117	[EC:1.1.5.2]	gcd	quinoprotein glucose dehydrogenase	07QQQ@bactNOG,COG4993@NOG	Pfam:PQQ_N			SZUA-1123_134:c(37678..39672)	Quinoprotein glucose dehydrogenase	K00117	K00117		K00117	K20937
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02403					06QQJ@bactNOG,0YGKA@NOG,17ZTP@proNOG				SZUA-1123_134:c(39792..40775)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02404	K00114	[EC:1.1.2.8]	exaA	alcohol dehydrogenase (cytochrome c)	01QUF@aproNOG,05DZG@bactNOG,16RK0@proNOG,COG4993@NOG	Dehydrogenase			SZUA-1123_134:c(40916..42592)	Quinohemoprotein alcohol dehydrogenase ADH IIB	K00114			K00114	K20937
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02405									SZUA-1123_134:c(42731..42856)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02406									SZUA-1123_134:c(42853..43170)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02407					05DW6@bactNOG,09A3N@bctoNOG,0XT63@NOG	Oxidoreductase domain protein			SZUA-1123_134:43303..44637	Inositol 2-dehydrogenase					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02408	K02004		ABC.CD.P	putative ABC transport system permease protein	07T0F@bactNOG,0ZW3P@NOG	permease			SZUA-1123_134:44680..45033	hypothetical protein	K02004			K02004	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02409	K00114	[EC:1.1.2.8]	exaA	alcohol dehydrogenase (cytochrome c)	01QUF@aproNOG,05DZG@bactNOG,16RK0@proNOG,COG4993@NOG	Dehydrogenase			SZUA-1123_134:c(45046..46719)	Quinohemoprotein alcohol dehydrogenase ADH IIB	K00114			K00114	K20937
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02410	K01134	[EC:3.1.6.8]	ARSA	arylsulfatase A	05C16@bactNOG,0GHAG@delNOG,0HHNM@dproNOG,176J6@proNOG,COG3119@NOG	Sulfatase			SZUA-1123_135:c(6..2387)	Arylsulfatase	K01134			K01134	K01138
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02411					06CXX@bactNOG,0XYKX@NOG				SZUA-1123_135:c(2387..3217)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02412									SZUA-1123_135:c(3330..3521)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02413					07WX2@bactNOG,COG3379@NOG	type i phosphodiesterase nucleotide pyrophosphatase			SZUA-1123_135:c(3586..5601)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02414					05VM6@bactNOG,COG3379@NOG	type i phosphodiesterase nucleotide pyrophosphatase			SZUA-1123_135:c(5598..7754)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02415					06HQQ@bactNOG,11T3S@NOG,17FZZ@proNOG	Inherit from bactNOG: type i phosphodiesterase nucleotide pyrophosphatase			SZUA-1123_135:c(7770..8297)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02416	K01082	[EC:3.1.3.7]	cysQ, MET22, BPNT1	3'(2'), 5'-bisphosphate nucleotidase	07URZ@bactNOG,COG1218@NOG	3'(2'),5'-bisphosphate nucleotidase			SZUA-1123_135:8448..9257	3'(2'),5'-bisphosphate nucleotidase CysQ	K01082	K01082		K01082	K03677
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02417	K00958	[EC:2.7.7.4]	sat, met3	sulfate adenylyltransferase	COG2046@NOG	Catalyzes the first intracellular reaction of sulfate assimilation, forming adenosine-5'-phosphosulfate (APS) from inorganic sulfate and ATP. Plays an important role in sulfate activation as a component of the biosynthesis pathway of sulfur- containing amino acids (By similarity)			SZUA-1123_135:9739..11463	putative bifunctional SAT/APS kinase	K00958	K00958	K00958	K00958	K00958
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02418					090Q5@bactNOG,0QS5M@gproNOG,11NKC@NOG,17CEP@proNOG	Inherit from NOG: Glutamyl-tRNA synthetase			SZUA-1123_135:11485..12078	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02419	K03453		TC.BASS	bile acid:Na+ symporter, BASS family	05C09@bactNOG,1DHMY@verNOG,COG0385@NOG	Sodium Bile acid symporter family			SZUA-1123_135:c(12196..13137)	Pantothenate precursors transporter PanS	K03453	K03453	K03453	K03453	K14347
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02420	K13237	[EC:1.3.1.34]	DECR2	peroxisomal 2,4-dienoyl-CoA reductase	05K6S@bactNOG,0G91R@deiNOG,COG1028@NOG	short-chain dehydrogenase reductase			SZUA-1123_135:13183..13992	putative 2,4-dienoyl-CoA reductase	K13237	K13237	K13237	K00034	K21883
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02421	K21103	[EC:2.1.1.327]	phzM	phenazine-1-carboxylate N-methyltransferase	07EPK@bactNOG,0FKXQ@cyaNOG,0XS7T@NOG	O-methyltransferase			SZUA-1123_135:14028..15086	Phenazine-1-carboxylate N-methyltransferase	K21103		K21103	K09846	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02422					05K8J@bactNOG,0GAAY@deiNOG,COG2343@NOG	Domain of unknown function (DUF427)			SZUA-1123_135:15145..15465	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02423					005D3@aciNOG,062WF@bactNOG,128P8@NOG				SZUA-1123_135:c(15614..16051)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02424	K01724	[EC:4.2.1.96]	PCBD, phhB	4a-hydroxytetrahydrobiopterin dehydratase	090A4@bactNOG,1DJ1A@verNOG,1DN8C@verrNOG,COG2154@NOG	Pterin 4 alpha carbinolamine dehydratase			SZUA-1123_135:16210..16557	Putative pterin-4-alpha-carbinolamine dehydratase	K01724	K01724		K01724	K01724
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02425					08E2H@bactNOG,0ZDWF@NOG,153I1@plaNOG				SZUA-1123_135:16578..17681	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02426					05U1J@bactNOG,0BF96@bproNOG,11YDR@NOG,17I5S@proNOG	Inherit from proNOG: rod shape-determining protein (roda			SZUA-1123_135:17788..18216	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02427					0602J@bactNOG,0XZ4B@NOG,152QE@plaNOG	Aldehyde dehydrogenase			SZUA-1123_135:18574..19998	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02428	K09810	[EC:3.6.3.-]	lolD	lipoprotein-releasing system ATP-binding protein	05CQU@bactNOG,15461@plaNOG,COG1136@NOG	Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)			SZUA-1123_135:20153..20827	Lipoprotein-releasing system ATP-binding protein LolD	K09810	K09810		K02003	K19083
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02429					05D2E@bactNOG,0XPFV@NOG,1530T@plaNOG	FtsX-like permease family			SZUA-1123_135:20824..24225	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02430	K01354	[EC:3.4.21.83]	ptrB	oligopeptidase B	05CUG@bactNOG,09AZK@bctoNOG,0FVXT@cytNOG,COG1770@NOG	oligopeptidase B			SZUA-1123_135:24264..26345	Dipeptidyl aminopeptidase BI	K01354	K01354		K01322	K01354
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02431	K00797	[EC:2.5.1.16]	speE, SRM	spermidine synthase	07WTK@bactNOG,0GBD8@delNOG,0HCU0@dproNOG,0XQ7D@NOG,16UWB@proNOG	synthase			SZUA-1123_135:26494..29100	Polyamine aminopropyltransferase	K00797			K00797	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02432					05CXA@bactNOG,0XPAN@NOG,153SG@plaNOG				SZUA-1123_135:29166..30524	Outer membrane protein assembly factor BamB					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02433					004AA@aciNOG,08KE2@bactNOG,100UV@NOG	tonB-dependent Receptor			SZUA-1123_135:c(30591..34031)	Protein oar					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02434					05R15@bactNOG,11XU5@NOG,17J18@proNOG	Acetyltransferase (GNAT) family			SZUA-1123_135:c(34096..34533)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02435									SZUA-1123_135:c(34676..34951)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02436	K02510	[EC:4.1.2.52]	hpaI, hpcH	4-hydroxy-2-oxoheptanedioate aldolase	07X3R@bactNOG,COG3836@NOG	Aldolase			SZUA-1123_135:c(35001..35846)	2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase	K02510	K02510		K02510	K12660
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02437					006VM@aciNOG,08SAZ@bactNOG,11H0V@NOG	NIPSNAP family containing protein			SZUA-1123_135:c(35877..36323)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02438									SZUA-1123_135:c(36534..36968)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02439					05K42@bactNOG,17FAV@proNOG,COG3019@NOG	metal-binding protein			SZUA-1123_135:c(37177..37506)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02440									SZUA-1123_135:c(37516..37620)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02441					07BG4@bactNOG,0YWPU@NOG,154E6@plaNOG	Protein of unknown function (DUF2817)			SZUA-1123_135:c(37794..38462)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02442									SZUA-1123_136:348..1040	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02443	K00117	[EC:1.1.5.2]	gcd	quinoprotein glucose dehydrogenase	05DZG@bactNOG,16RK0@proNOG,COG4993@NOG	Dehydrogenase			SZUA-1123_136:c(1178..3250)	Quinate/shikimate dehydrogenase (quinone)	K00117	K00117		K00117	K20937
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02444	K00117	[EC:1.1.5.2]	gcd	quinoprotein glucose dehydrogenase	01QRB@aproNOG,05DZG@bactNOG,16RK0@proNOG,COG4993@NOG	Dehydrogenase			SZUA-1123_136:3410..5287	Quinate/shikimate dehydrogenase (quinone)	K00117	K00117		K00117	K20937
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_02445					0FBXJ@creNOG,COG2041@NOG,arCOG00266@arNOG	Oxidoreductase molybdopterin binding			SZUA-1123_136:5321..6043	Putative protein-methionine-sulfoxide reductase subunit YedZ1					
