#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00001	K01622	[EC:4.1.2.13][EC:3.1.3.11]	K01622	fructose 1,6-bisphosphate aldolase/phosphatase	02F0N@aquNOG,07NFR@bactNOG,COG1980@NOG	Fructose-1,6-bisphosphatase			SZUA-1519_1:c(9..1154)	Fructose-1,6-bisphosphate aldolase/phosphatase	K01622	K01622		K01622	K01622
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00971	K03040	[EC:2.7.7.6]	rpoA	DNA-directed RNA polymerase subunit alpha	02EQ5@aquNOG,05CTF@bactNOG,COG0202@NOG	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)			SZUA-1519_39:4992..5963	DNA-directed RNA polymerase subunit alpha	K03040	K03040	K03040	K03040	K03047
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00972	K02879		RP-L17, MRPL17, rplQ	large subunit ribosomal protein L17	02FMJ@aquNOG,08ZT0@bactNOG,COG0203@NOG	50S ribosomal protein L17			SZUA-1519_39:5960..6340	50S ribosomal protein L17	K02879	K02879		K02879	K02879
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00973	K01611	[EC:4.1.1.50]	speD, AMD1	S-adenosylmethionine decarboxylase	02FI5@aquNOG,05X3E@bactNOG,COG1586@NOG	Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine (By similarity)			SZUA-1519_39:c(6434..6838)	S-adenosylmethionine decarboxylase proenzyme	K01611	K01611		K00797	K01611
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00974	K03699		tlyC	putative hemolysin	02F70@aquNOG,05C37@bactNOG,COG1253@NOG	CBS domain containing protein			SZUA-1519_39:6968..8188	hypothetical protein	K03699				K03699
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00975	K01358	[EC:3.4.21.92]	clpP, CLPP	ATP-dependent Clp protease, protease subunit	02EYA@aquNOG,05CCQ@bactNOG,COG0740@NOG	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity)			SZUA-1519_39:c(8185..8817)	ATP-dependent Clp protease proteolytic subunit	K01358	K01358	K01358	K01358	K01358
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00976	K03637	[EC:4.6.1.17]	moaC, CNX3	cyclic pyranopterin monophosphate synthase	02F1Y@aquNOG,08YXW@bactNOG,COG0315@NOG	Molybdenum cofactor biosynthesis protein C			SZUA-1519_39:8892..9803	Cyclic pyranopterin monophosphate synthase 2	K03637			K03637	K20967
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00977	K02669		pilT	twitching motility protein PilT	02EJP@aquNOG,05CZX@bactNOG,COG2805@NOG	twitching motility protein			SZUA-1519_39:c(9811..10899)	Twitching mobility protein	K02669	K02669		K02669	K02670
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00978	K03553		recA	recombination protein RecA	02EP5@aquNOG,05C68@bactNOG,COG0468@NOG	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)			SZUA-1519_39:c(10859..11887)	Protein RecA	K03553	K03553		K03553	K04484
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00979	K02435	[EC:6.3.5.6][EC:6.3.5.7]	gatC, GATC	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C	02FW7@aquNOG,05VB5@bactNOG,COG0721@NOG	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)			SZUA-1519_39:c(11978..12265)	Glutamyl-tRNA(Gln) amidotransferase subunit C	K02435	K02435		K02435	K02435
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00980	K04517	[EC:1.3.1.12]	tyrA2	prephenate dehydrogenase	02F3X@aquNOG,05EVN@bactNOG,COG0287@NOG	prephenate dehydrogenase			SZUA-1519_39:12354..13214	Cyclohexadienyl dehydrogenase	K04517	K04517		K00210	K15226
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00981	K01657	[EC:4.1.3.27]	trpE	anthranilate synthase component I	02ERU@aquNOG,05CRQ@bactNOG,COG0147@NOG	anthranilate synthase component I (EC 4.1.3.27)			SZUA-1519_39:c(13211..14734)	Anthranilate synthase component 1	K01657	K01657	K01657	K01657	K20159
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00982									SZUA-1519_39:14760..15077	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00983	K02851	[EC:2.7.8.33][EC:2.7.8.35]	wecA, tagO, rfe	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase	05ESV@bactNOG,0GDRQ@delNOG,0HDVD@dproNOG,16TER@proNOG,COG0472@NOG	Glycosyl transferase, family 4			SZUA-1519_39:c(15074..16066)	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	K02851			K02851	K13685
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00984	K13004	[EC:2.4.1.-]	wbtD	galacturonosyltransferase	05CGN@bactNOG,0QGQN@fusoNOG,0XNZB@NOG	Glycosyl transferases group 1			SZUA-1519_39:c(16073..17197)	N, N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase	K13004			K13004	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00985									SZUA-1519_39:c(17237..17428)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00986					02GK3@aquNOG,06YEQ@bactNOG,0YU6D@NOG	fun14 family			SZUA-1519_40:c(780..1109)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00987	K03265		ETF1, ERF1	peptide chain release factor subunit 1	02FB0@aquNOG,05TV7@bactNOG,COG1503@NOG	eRF1 domain 3			SZUA-1519_40:1181..2398	hypothetical protein	K03265			K03265	K03265
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00988	K00954	[EC:2.7.7.3]	E2.7.7.3A, coaD, kdtB	pantetheine-phosphate adenylyltransferase	02FDK@aquNOG,08ZEF@bactNOG,COG0669@NOG	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate (By similarity)			SZUA-1519_40:c(2395..2889)	Phosphopantetheine adenylyltransferase	K00954	K00954		K00954	K00954
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00989	K07277		SAM50, TOB55, bamA	outer membrane protein insertion porin family	02F1S@aquNOG,07TKT@bactNOG,COG0729@NOG	surface antigen (D15)			SZUA-1519_40:c(2892..5477)	Outer membrane protein assembly factor BamA	K07277	K07277		K07277	K07278
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00990	K01756	[EC:4.3.2.2]	purB, ADSL	adenylosuccinate lyase	02EK3@aquNOG,05C83@bactNOG,COG0015@NOG	adenylosuccinate lyase			SZUA-1519_40:c(5495..6805)	Adenylosuccinate lyase	K01756	K01756		K01756	K22004
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00991	K03116		tatA	sec-independent protein translocase protein TatA	02GQG@aquNOG,086UQ@bactNOG,0ZYIG@NOG	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system (By similarity)			SZUA-1519_40:c(6849..7040)	Sec-independent protein translocase protein TatA	K03116	K03116		K03116	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00992	K01803	[EC:5.3.1.1]	TPI, tpiA	triosephosphate isomerase (TIM)	02EMB@aquNOG,05CP7@bactNOG,COG0149@NOG	triosephosphate isomerase (EC 5.3.1.1)			SZUA-1519_40:c(7071..7835)	Bifunctional PGK/TIM	K01803	K01803	K01803	K01803	K21910
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00993	K05982	[EC:3.1.21.7]	E3.1.21.7, nfi	deoxyribonuclease V	02F8H@aquNOG,05Y7X@bactNOG,COG1515@NOG	Selectively cleaves double-stranded DNA at the second phosphodiester bond 3' to a deoxyinosine leaving behind the intact lesion on the nicked DNA. Acts in DNA repair (By similarity)			SZUA-1519_40:c(7848..8531)	Endonuclease V	K05982	K05982		K05982	K05982
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00994					0KT3J@eurNOG,0WM9W@methaNOG,COG0589@NOG,arCOG02053@arNOG	UspA domain protein			SZUA-1519_40:8587..9369	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00995	K00655	[EC:2.3.1.51]	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	02FGA@aquNOG,05F6E@bactNOG,COG0204@NOG	acyltransferase			SZUA-1519_40:9399..10007	1-acyl-sn-glycerol-3-phosphate acyltransferase	K00655	K00655	K13511	K00655	K13509
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01003	K00919	[EC:2.7.1.148]	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	02F69@aquNOG,05CTR@bactNOG,COG1947@NOG	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol (By similarity)			SZUA-1519_40:c(10851..11696)	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	K00919	K00919		K00919	K00919
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01004	K22205	[EC:2.5.1.-]	K22205	S-adenosyl-L-methionine hydroxide adenosyltransferase	02FAJ@aquNOG,05VDU@bactNOG,COG1912@NOG	S-adenosyl-l-methionine hydroxide adenosyltransferase			SZUA-1519_40:11748..12506	Adenosyl-chloride synthase	K22205	K22205		K09134	K09134
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01005	K09816		znuB	zinc transport system permease protein	02FPN@aquNOG,081JT@bactNOG,COG1108@NOG	abc-3 protein			SZUA-1519_40:c(12490..13296)	Manganese transport system membrane protein MntB	K09816	K09816		K09816	K19976
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01006	K18682	[EC:3.1.-.-]	rny	ribonucrease Y	02ER2@aquNOG,05E4Y@bactNOG,COG1418@NOG	Endoribonuclease that initiates mRNA decay (By similarity)			SZUA-1519_40:c(13327..15000)	Ribonuclease Y	K18682	K18682	K18682	K18682	K18682
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01007	K01934	[EC:6.3.3.2]	MTHFS	5-formyltetrahydrofolate cyclo-ligase	02FNY@aquNOG,05MK2@bactNOG,COG0212@NOG	5-formyltetrahydrofolate cyclo-ligase			SZUA-1519_40:c(15013..15567)	5-formyltetrahydrofolate cyclo-ligase	K01934	K01934		K01934	K01934
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01008	K08361				02I2Z@arcNOG,02U3I@arNOG,0KYKH@eurNOG,COG2180@NOG	Nitrate reductase delta subunit			SZUA-1519_40:c(15786..16337)	hypothetical protein	K08361				K08361
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01009	K06915		K06915	uncharacterized protein	02F0Q@aquNOG,061U6@bactNOG,COG0433@NOG	Inherit from bactNOG: (ATPase)-like protein			SZUA-1519_40:16376..18175	hypothetical protein	K06915	K06915		K06915	K06915
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01010	K01448	[EC:3.5.1.28]	amiABC	N-acetylmuramoyl-L-alanine amidase	02ER7@aquNOG,05C5C@bactNOG,COG0860@NOG	N-acetylmuramoyl-L-alanine amidase			SZUA-1519_40:18135..19187	N-acetylmuramoyl-L-alanine amidase AmiB	K01448	K01448		K01448	K01448
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01011	K00765	[EC:2.4.2.17]	hisG	ATP phosphoribosyltransferase	02F1N@aquNOG,05E21@bactNOG,COG0040@NOG	Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity (By similarity)			SZUA-1519_40:c(19184..19816)	ATP phosphoribosyltransferase	K00765	K00765		K00765	K00765
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01012	K00800	[EC:2.5.1.19]	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	02F3S@aquNOG,05CMY@bactNOG,COG0128@NOG	3-phosphoshikimate 1-carboxyvinyltransferase			SZUA-1519_40:c(19838..21124)	3-phosphoshikimate 1-carboxyvinyltransferase 1	K00800	K00800	K00800	K00210	K00800
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01013	K06942		ychF	ribosome-binding ATPase	02F3R@aquNOG,05C3G@bactNOG,COG0012@NOG	GTP-binding protein YchF			SZUA-1519_40:21199..22305	Ribosome-binding ATPase YchF	K06942	K06942	K19788	K06942	K19788
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01014					02G1M@aquNOG,061WW@bactNOG,12526@NOG	permease YjgP YjgQ family protein			SZUA-1519_40:22311..23174	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01015	K21345	[EC:2.7.7.70]	rfaE2	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	02EKZ@aquNOG,07WSV@bactNOG,COG2870@NOG	RfaE bifunctional protein			SZUA-1519_40:c(23158..24120)	D-beta-D-heptose 7-phosphate kinase	K21345				K21345
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01016	K07001		K07001	NTE family protein	02F85@aquNOG,05D78@bactNOG,COG1752@NOG	K07001 NTE family protein			SZUA-1519_40:c(24127..24867)	putative NTE family protein	K07001	K07001		K07001	K14676
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01017	K00024	[EC:1.1.1.37]	mdh	malate dehydrogenase	02EM4@aquNOG,05C80@bactNOG,COG0039@NOG	Catalyzes the reversible oxidation of malate to oxaloacetate (By similarity)			SZUA-1519_40:c(24868..25857)	Malate dehydrogenase	K00024	K00024		K00024	K00051
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01018	K00858	[EC:2.7.1.23]	ppnK, NADK	NAD+ kinase	02EZU@aquNOG,05F91@bactNOG,COG0061@NOG	Catalyzes the phosphorylation of NAD to NADP. Utilizes ATP and other nucleoside triphosphates as well as inorganic polyphosphate as a source of phosphorus (By similarity)			SZUA-1519_40:c(25890..26729)	NAD kinase	K00858	K00858		K00858	K19386
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01020									SZUA-1519_40:27015..27665	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01021	K03182	[EC:4.1.1.98]	ubiD	4-hydroxy-3-polyprenylbenzoate decarboxylase	02EXW@aquNOG,05D3H@bactNOG,COG0043@NOG	UbiD family decarboxylase			SZUA-1519_41:c(616..2091)	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	K03182	K03182		K03182	K20039
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01022	K03217		yidC, spoIIIJ, OXA1, ccfA	YidC/Oxa1 family membrane protein insertase	02F5Y@aquNOG,05DHW@bactNOG,COG0706@NOG	Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins (By similarity)			SZUA-1519_41:c(2113..3615)	Membrane protein insertase YidC	K03217	K03217	K03217	K03217	K17797
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01023					02EPU@aquNOG,08KHW@bactNOG,COG1432@NOG	Pfam:DUF88			SZUA-1519_41:c(3652..4317)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01024	K03497		parB, spo0J	chromosome partitioning protein, ParB family	08P83@bactNOG,COG1475@NOG	ParB domain protein nuclease			SZUA-1519_41:c(4362..5156)	hypothetical protein	K03497	K03497		K03497	K03497
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01025	K03296		TC.HAE1	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	05BZS@bactNOG,0EPCS@cloNOG,0NEMK@firmNOG,COG0841@NOG	acriflavin resistance protein			SZUA-1519_41:c(5265..8372)	Multidrug resistance protein MdtC	K03296			K03296	K21134
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01026	K01338	[EC:3.4.21.53]	lon	ATP-dependent Lon protease	02EWT@aquNOG,05C6P@bactNOG,COG0466@NOG	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner (By similarity)			SZUA-1519_41:c(8432..10783)	Lon protease	K01338	K01338		K01338	K01338
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01027	K02397		flgL	flagellar hook-associated protein 3 FlgL	083IE@bactNOG,0F56I@cloNOG,0P3CE@firmNOG,COG1344@NOG	Bacterial flagellin N-terminal helical region			SZUA-1519_41:c(10860..11732)	Flagellar hook-associated protein 3	K02397	K02397		K02397	K02406
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01028	K02396		flgK	flagellar hook-associated protein 1 FlgK	02ERW@aquNOG,05E1Q@bactNOG,COG1256@NOG	Flagellar hook-associated protein FlgK			SZUA-1519_41:c(11745..13070)	Flagellar hook-associated protein 1	K02396	K02396		K02396	K02396
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01029									SZUA-1519_41:c(13073..13318)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01030									SZUA-1519_41:c(13308..13568)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01031					02EXB@aquNOG,08M29@bactNOG,0ZHQ0@NOG				SZUA-1519_41:13812..15350	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01032	K02313		dnaA	chromosomal replication initiator protein	02F84@aquNOG,05CI4@bactNOG,COG0593@NOG	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity)			SZUA-1519_41:15353..16570	Chromosomal replication initiator protein DnaA	K02313	K02313		K02313	K10763
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01033									SZUA-1519_41:c(16544..18424)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01034					02G5T@aquNOG,05FNB@bactNOG,11Q6A@NOG	Rhodanese-like domain			SZUA-1519_41:18570..18929	Sulfurtransferase					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01035					02EPI@aquNOG,08SQZ@bactNOG,11FJA@NOG				SZUA-1519_41:c(18945..20138)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01036	K07107	[EC:3.1.2.-]	ybgC	acyl-CoA thioester hydrolase	02FRI@aquNOG,082UD@bactNOG,COG0824@NOG	thioesterase Superfamily protein			SZUA-1519_41:c(20151..20567)	Putative esterase	K07107	K07107		K07107	K12500
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01037									SZUA-1519_41:c(20568..20729)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01038	K07257		spsF	spore coat polysaccharide biosynthesis protein SpsF	07Y2I@bactNOG,COG1861@NOG	Acylneuraminate cytidylyltransferase			SZUA-1519_41:c(20742..21581)	3-deoxy-manno-octulosonate cytidylyltransferase	K07257	K07257		K07257	K07257
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01039	K19225	[EC:3.4.21.105]	gluP	rhomboid protease GluP	02F3W@aquNOG,07S6E@bactNOG,COG0705@NOG	Rhomboid family			SZUA-1519_41:21647..22303	Rhomboid protease AarA	K19225				K19225
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01040	K01870	[EC:6.1.1.5]	IARS, ileS	isoleucyl-tRNA synthetase	02ETR@aquNOG,05C07@bactNOG,COG0060@NOG	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile) (By similarity)			SZUA-1519_41:22310..23698	Isoleucine--tRNA ligase	K01870	K01870		K01870	K01870
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01041					0KUG1@eurNOG,0WQRU@methNOG,COG4080@NOG,arCOG01019@arNOG	RecB-family nuclease (DUF2122)			SZUA-1519_42:44..451	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01042	K02523	[EC:2.5.1.90]	ispB	octaprenyl-diphosphate synthase	02EMU@aquNOG,05EAH@bactNOG,COG0142@NOG	Polyprenyl synthetase			SZUA-1519_42:463..1440	Octaprenyl diphosphate synthase	K02523	K02523		K02523	K21275
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01043	K01649	[EC:2.3.3.13]	leuA, IMS	2-isopropylmalate synthase	02EZ5@aquNOG,05CYQ@bactNOG,COG0119@NOG	2-isopropylmalate synthase homocitrate synthase family protein			SZUA-1519_42:c(1437..3038)	(R)-citramalate synthase	K01649	K01649		K01649	K21934
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01044									SZUA-1519_42:c(3218..3700)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01045									SZUA-1519_42:c(3860..4270)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01046	K02967		RP-S2, MRPS2, rpsB	small subunit ribosomal protein S2	02EMM@aquNOG,05CE9@bactNOG,COG0052@NOG	30S ribosomal protein S2			SZUA-1519_42:c(4282..5103)	30S ribosomal protein S2	K02967	K02967	K02967	K02967	K02998
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01047									SZUA-1519_42:5262..5531	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01048	K00927	[EC:2.7.2.3]	PGK, pgk	phosphoglycerate kinase	02EK1@aquNOG,05BZA@bactNOG,COG0126@NOG	phosphoglycerate kinase (EC 2.7.2.3)			SZUA-1519_42:c(5561..6751)	Phosphoglycerate kinase	K00927	K00927	K00927	K00927	K15330
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01049	K03284		corA	magnesium transporter	02ES0@aquNOG,05D7N@bactNOG,COG0598@NOG	Mg2 transporter protein CorA family protein			SZUA-1519_42:6911..7861	Magnesium transport protein CorA	K03284	K03284		K03284	K16074
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01050	K02904		RP-L29, rpmC	large subunit ribosomal protein L29	07FF9@bactNOG,0ZIUU@NOG	50S ribosomal protein L29			SZUA-1519_42:c(7875..8093)	50S ribosomal protein L29	K02904	K02904		K02904	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01051	K02878		RP-L16, MRPL16, rplP	large subunit ribosomal protein L16	02FBB@aquNOG,08R70@bactNOG,COG0197@NOG	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs (By similarity)			SZUA-1519_42:c(8093..8530)	50S ribosomal protein L16	K02878	K02878		K02878	K02878
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01052	K02982		RP-S3, rpsC	small subunit ribosomal protein S3	02ET1@aquNOG,05CKE@bactNOG,COG0092@NOG	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation (By similarity)			SZUA-1519_42:c(8586..9275)	30S ribosomal protein S3	K02982	K02982		K02982	K02985
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01053	K02890		RP-L22, MRPL22, rplV	large subunit ribosomal protein L22	02FT7@aquNOG,05KAP@bactNOG,COG0091@NOG	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome (By similarity)			SZUA-1519_42:c(9279..9656)	50S ribosomal protein L22	K02890	K02890		K02890	K02890
Aquifex_aeolicus_SZUA-1519|SZUA-1519_01054	K02965		RP-S19, rpsS	small subunit ribosomal protein S19	02FGU@aquNOG,05K7S@bactNOG,COG0185@NOG	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA (By similarity)			SZUA-1519_42:c(9673..10287)	30S ribosomal protein S19	K02965	K02965		K02965	K02965
