#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00001	K00288	[EC:1.5.1.5][EC:3.5.4.9][EC:6.3.4.3]	MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase	05CKU@bactNOG,0D1VH@chloNOG,COG2759@NOG	Formate--tetrahydrofolate ligase (EC 6.3.4.3)			SZUA-1494_1:5..1879	Formate--tetrahydrofolate ligase	K00288	K00288		K00288	K01938
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01742	K14083	[EC:2.1.1.250]	mttB	trimethylamine---corrinoid protein Co-methyltransferase	06EUB@bactNOG,0ERRS@cloNOG,0NH09@firmNOG,COG5598@NOG	Methyltransferase			SZUA-1494_745:c(157..1593)	Glycine betaine methyltransferase	K14083	K14083		K14083	K14083
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01743					0FBR7@creNOG,COG0673@NOG,arCOG01622@arNOG	oxidoreductase domain-containing protein			SZUA-1494_745:c(1651..2748)	Myo-inositol 2-dehydrogenase					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01744	K02027		ABC.MS.S	multiple sugar transport system substrate-binding protein	05Y99@bactNOG,0XQMK@NOG	ABC transporter substrate-binding protein			SZUA-1494_745:c(2856..4310)	hypothetical protein	K02027	K02027		K02027	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01745	K00548	[EC:2.1.1.13]	metH, MTR	5-methyltetrahydrofolate--homocysteine methyltransferase	COG5012@NOG	cobalamin b12-binding domain protein			SZUA-1494_746:c(50..703)	Methionine synthase	K00548			K00548	K16179
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01746	K14083	[EC:2.1.1.250]	mttB	trimethylamine---corrinoid protein Co-methyltransferase	05F5V@bactNOG,0GCWR@delNOG,0HE0I@dproNOG,16SVI@proNOG,COG5598@NOG	trimethylamine methyltransferase			SZUA-1494_746:c(769..1566)	Glycine betaine methyltransferase	K14083	K14083		K14083	K14083
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01747					05F7S@bactNOG,0ZVCD@NOG	peptidase m28			SZUA-1494_747:17..832	Aminopeptidase YwaD					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01748									SZUA-1494_747:c(771..1817)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01749									SZUA-1494_747:c(1923..2153)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01750	K07031	[EC:2.7.1.168]	hddA	D-glycero-alpha-D-manno-heptose-7-phosphate kinase	07SFM@bactNOG,0D1UQ@chloNOG,COG2605@NOG	GHMP kinase			SZUA-1494_748:c(43..1038)	D-glycero-alpha-D-manno-heptose 7-phosphate kinase	K07031	K07031		K07031	K07031
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01751	K02847	[EC:2.4.1.-]	waaL, rfaL	O-antigen ligase	068PG@bactNOG,0XW26@NOG	O-Antigen polymerase			SZUA-1494_748:c(1057..2730)	hypothetical protein	K02847			K02847	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01752	K16692	[EC:2.7.10.-]	etk-wzc	tyrosine-protein kinase Etk/Wzc	07PHR@bactNOG,0D4KT@chloNOG,COG0489@NOG	Chain length determinant protein			SZUA-1494_748:c(2734..4023)	Putative tyrosine-protein kinase YveL	K16692				K16692
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01753	K02836		prfB	peptide chain release factor 2	05CG1@bactNOG,0ENWD@cloNOG,0ND5I@firmNOG,COG1186@NOG	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA (By similarity)			SZUA-1494_749:136..1122	Peptide chain release factor 2	K02836	K02836		K02836	K15034
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01754	K03733		xerC	integrase/recombinase XerC	08IYT@bactNOG,0F789@cloNOG,0P6FK@firmNOG,COG0582@NOG	integrase family			SZUA-1494_749:1337..2200	Tyrosine recombinase XerC	K03733			K03733	K14059
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01755	K07652	[EC:2.7.13.3]	vicK	two-component system, OmpR family, sensor histidine kinase VicK	05BZU@bactNOG,0D1IB@chloNOG,0D7VS@chlorNOG,0XNMH@NOG	multi-sensor signal transduction histidine kinase			SZUA-1494_750:48..5621	Alkaline phosphatase synthesis sensor protein PhoR	K07652		K07652		
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01756					05EG9@bactNOG,0XQJS@NOG				SZUA-1494_751:18..395	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01757	K01714	[EC:4.3.3.7]	dapA	4-hydroxy-tetrahydrodipicolinate synthase	05CDP@bactNOG,0NDUN@firmNOG,COG0329@NOG	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA) (By similarity)			SZUA-1494_751:464..1885	4-hydroxy-tetrahydrodipicolinate synthase	K01714	K01714		K01714	K21062
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01758	K21471	[EC:3.4.-.-]	cwlO	peptidoglycan DL-endopeptidase CwlO	04TV6@bacNOG,05DR5@bactNOG,0NGAM@firmNOG,COG0739@NOG,COG3883@NOG	peptidase			SZUA-1494_751:1894..2529	hypothetical protein	K21471				K21471
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01759					0KSJP@eurNOG,0WKGD@methaNOG,COG1502@NOG,arCOG02039@arNOG	Phospholipase D Transphosphatidylase			SZUA-1494_751:c(2992..5250)	Cardiolipin synthase A					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01760	K07399		resB, ccs1	cytochrome c biogenesis protein	07TWT@bactNOG,0ESQ2@cloNOG,0NFB4@firmNOG,COG1333@NOG	ResB protein required for cytochrome c			SZUA-1494_752:c(362..1774)	hypothetical protein	K07399			K07399	K07399
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01762	K01937	[EC:6.3.4.2]	pyrG, CTPS	CTP synthase	05C8D@bactNOG,0D1T7@chloNOG,COG0504@NOG	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity)			SZUA-1494_752:c(2053..3285)	CTP synthase	K01937	K01937		K01937	K01937
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01763	K19689	[EC:3.4.11.-]	ampS, pepS, ampT	aminopeptidase	05EHJ@bactNOG,COG2309@NOG	Leucyl aminopeptidase			SZUA-1494_753:c(498..1541)	2,5-dihydroxypyridine 5,6-dioxygenase	K19689				K19689
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01764	K03106	[EC:3.6.5.4]	SRP54, ffh	signal recognition particle subunit SRP54	05CB9@bactNOG,0D1J4@chloNOG,COG0541@NOG	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY (By similarity)			SZUA-1494_754:29..1354	Signal recognition particle protein	K03106	K03106	K03106	K03106	K03106
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01765									SZUA-1494_755:23..382	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01766	K01738	[EC:2.5.1.47]	cysK	cysteine synthase A	05C6T@bactNOG,0EP2N@cloNOG,0NDXP@firmNOG,COG0031@NOG	Cysteine synthase			SZUA-1494_757:72..914	O-acetylserine sulfhydrylase	K01738	K01738	K01738	K01738	K21949
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01767	K00566	[EC:2.8.1.13]	mnmA, trmU	tRNA-uridine 2-sulfurtransferase	05CR1@bactNOG,0GAM4@delNOG,0HD3Y@dproNOG,16RWX@proNOG,COG0482@NOG	Thiamine biosynthesis protein			SZUA-1494_757:918..1958	tRNA-specific 2-thiouridylase MnmA	K00566			K00566	K21027
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01768	K06864		larE	pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase	05DVM@bactNOG,0EP0B@cloNOG,0NDF6@firmNOG,COG1606@NOG	PP-loop domain protein			SZUA-1494_757:1955..2800	Pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase	K06864	K06864		K06864	K06864
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01769									SZUA-1494_758:498..704	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01770									SZUA-1494_759:98..964	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01771					05UIW@bactNOG,0D324@chloNOG,0D6P3@chlorNOG,11UGP@NOG				SZUA-1494_759:c(1331..2014)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01772					05SZ5@bactNOG,120WF@NOG,155MC@plaNOG				SZUA-1494_759:c(2026..2760)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01773	K19076		cmr2, cas10	CRISPR-associated protein Cmr2	05I4N@bactNOG,0XRZA@NOG				SZUA-1494_760:c(41..1456)	hypothetical protein	K19076	K19076		K19076	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01774									SZUA-1494_760:c(1453..2016)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01775	K13640		hspR	MerR family transcriptional regulator, heat shock protein HspR	05KNI@bactNOG,0GEKR@delNOG,0I3W3@eproNOG,17CGP@proNOG,COG0789@NOG	Transcriptional regulator			SZUA-1494_761:86..424	Putative heat shock protein HspR	K13640	K13640	K03713	K13640	K21972
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01776					08YEY@bactNOG,0D5PN@chloNOG,11MH4@NOG				SZUA-1494_761:465..1550	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01777	K01992		ABC-2.P	ABC-2 type transport system permease protein	07QWP@bactNOG,0D2MA@chloNOG,0D6VH@chlorNOG,COG0842@NOG	ABC-2 type transporter			SZUA-1494_761:1628..2758	Ribosome-associated ATPase	K01992	K01992		K01992	K21397
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01778									SZUA-1494_761:c(3008..3241)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01779									SZUA-1494_761:c(3238..3528)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01780					0787Z@bactNOG,0Z2PU@NOG	Dolichyl-phosphate-mannose-protein mannosyltransferase			SZUA-1494_762:46..2220	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01781									SZUA-1494_762:c(2266..2520)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01782									SZUA-1494_762:c(3217..3819)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01783	K00198	[EC:1.2.7.4]	cooS, acsA	anaerobic carbon-monoxide dehydrogenase catalytic subunit	05CJG@bactNOG,0GBFA@delNOG,0HCGT@dproNOG,16S66@proNOG,COG1151@NOG	Carbon-monoxide dehydrogenase, catalytic subunit			SZUA-1494_763:c(195..1904)	Carbon monoxide dehydrogenase 1	K00198	K00198		K00198	K05601
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01784					07GYA@bactNOG,0D2KJ@chloNOG,0D6HI@chlorNOG,0ZKF0@NOG				SZUA-1494_764:21..1508	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01785	K01768	[EC:4.6.1.1]	E4.6.1.1	adenylate cyclase	05F8J@bactNOG,0ERQU@cloNOG,0NIG7@firmNOG,COG2114@NOG,COG4252@NOG	Adenylate guanylate cyclase			SZUA-1494_766:c(205..2151)	Adenylate cyclase 1	K01768	K01768		K01768	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01786	K01974	[EC:6.5.1.4]	RTCA, rtcA	RNA 3'-terminal phosphate cyclase (ATP)	05CKX@bactNOG,0QHTZ@gproNOG,16PDA@proNOG,COG0430@NOG	Catalyzes the conversion of 3'-phosphate to a 2',3'- cyclic phosphodiester at the end of RNA. The mechanism of action of the enzyme occurs in 3 steps (A) adenylation of the enzyme by ATP			SZUA-1494_767:38..1036	RNA 3'-terminal phosphate cyclase	K01974	K01974		K01974	K18105
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01787									SZUA-1494_767:c(1063..1881)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01788									SZUA-1494_768:c(831..1517)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01789									SZUA-1494_769:c(453..1010)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01790					05D70@bactNOG,0GCB0@delNOG,0HDUS@dproNOG,16RWW@proNOG,COG4584@NOG	Integrase, catalytic region			SZUA-1494_770:c(495..1898)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01791									SZUA-1494_771:39..578	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01792									SZUA-1494_771:c(1050..1529)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01793					08GXK@bactNOG,0D476@chloNOG,0D7R1@chlorNOG,10ZGP@NOG	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferase of PMT family-like protein			SZUA-1494_772:51..2555	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01794									SZUA-1494_773:c(115..1587)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01795									SZUA-1494_774:83..454	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01796					02T63@arNOG,0M09E@eurNOG,0RJPM@halNOG,103F1@NOG	Sporulation protein YtfJ (Spore_YtfJ)			SZUA-1494_774:517..882	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01797	K00970	[EC:2.7.7.19]	pcnB	poly(A) polymerase	05D4J@bactNOG,0D1RG@chloNOG,0G6XK@dehNOG,COG0617@NOG	Poly A polymerase head domain			SZUA-1494_774:c(903..1478)	hypothetical protein	K00970	K00970		K00970	K00974
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01798					07SUA@bactNOG,0D457@chloNOG,COG3875@NOG	Domain of unknown function (DUF2088)			SZUA-1494_775:c(28..1287)	Lactate racemase					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01799					07HTV@bactNOG,0ZMBZ@NOG	Pfam:Ribosomal_S23p			SZUA-1494_775:c(1318..1566)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01800									SZUA-1494_776:45..245	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01801	K00633	[EC:2.3.1.18]	lacA	galactoside O-acetyltransferase	05EVB@bactNOG,1DIQY@verNOG,COG0110@NOG	hexapeptide repeat			SZUA-1494_776:c(261..884)	Putative acetyltransferase	K00633			K00633	K21379
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01802					07R58@bactNOG,0XP57@NOG	glycosyl transferase group 1			SZUA-1494_776:c(881..2119)	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01803					COG0438@NOG,arCOG01411@arNOG	glycosyl transferase group 1			SZUA-1494_776:c(2121..2543)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01804					06P8W@bactNOG,0D24S@chloNOG,0D6E6@chlorNOG,0YDKB@NOG				SZUA-1494_777:26..673	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01805	K07442	[EC:2.1.1.219][EC:2.1.1.220]	TRM61, GCD14	tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit	066UU@bactNOG,COG2519@NOG	tRNA (Adenine-N1-)-methyltransferase			SZUA-1494_777:c(870..1727)	tRNA (adenine(58)-N(1))-methyltransferase TrmI	K07442	K07442	K07442	K07442	K21427
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01806	K13010	[EC:2.6.1.102]	per, rfbE	perosamine synthetase	0KRBV@eurNOG,0WRDX@metNOG,COG0399@NOG,arCOG00118@arNOG	Cys/Met metabolism PLP-dependent enzyme			SZUA-1494_777:c(1950..3017)	GDP-perosamine synthase	K13010			K13010	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01807	K21379	[EC:2.3.1.209]	vioB	dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase	05J5G@bactNOG,0D323@chloNOG,COG0110@NOG	transferase hexapeptide repeat containing protein			SZUA-1494_777:c(3014..3622)	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase	K21379				K21379
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01808									SZUA-1494_778:c(316..990)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01809	K07402		xdhC	xanthine dehydrogenase accessory factor	05XRQ@bactNOG,0D2EJ@chloNOG,COG1975@NOG	Xanthine and Co dehydrogenase maturation factor			SZUA-1494_778:c(1184..1990)	putative xanthine dehydrogenase subunit A	K07402	K07402		K07402	K07402
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01810	K04485		radA, sms	DNA repair protein RadA/Sms	05DNJ@bactNOG,0D1FW@chloNOG,COG1066@NOG	May play a role in the repair of endogenous alkylation damage (By similarity)			SZUA-1494_779:332..1702	DNA repair protein RadA	K04485	K04485	K04485	K04485	K04485
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01811	K03271	[EC:5.3.1.28]	gmhA, lpcA	D-sedoheptulose 7-phosphate isomerase	05F55@bactNOG,0D2S1@chloNOG,COG0279@NOG	Sugar isomerase (SIS)			SZUA-1494_780:19..591	Phosphoheptose isomerase 1	K03271	K03271		K03271	K12961
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01812	K01091	[EC:3.1.3.18]	gph	phosphoglycolate phosphatase	07WUM@bactNOG,11PF5@NOG	domain protein			SZUA-1494_780:613..1440	hypothetical protein	K01091			K01091	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01813					07CXK@bactNOG,0XQM2@NOG				SZUA-1494_780:1444..2406	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01814					07ZB6@bactNOG,11W6T@NOG	pfkb domain protein			SZUA-1494_780:2507..3538	D-beta-D-heptose 7-phosphate kinase					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01815	K00845	[EC:2.7.1.2]	glk	glucokinase	05DKQ@bactNOG,0FQ0K@cyaNOG,COG1940@NOG	ROK family			SZUA-1494_780:3583..4554	Glucokinase	K00845	K00845		K00845	K20433
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01816					06SA2@bactNOG,0D4M7@chloNOG,0YJ7S@NOG	winged helix family two component response transcriptional regulator			SZUA-1494_781:c(56..1453)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01817									SZUA-1494_781:c(1467..2015)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01818									SZUA-1494_782:c(111..950)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01819	K07114		yfbK	Ca-activated chloride channel homolog	08Q8K@bactNOG,0D3Y7@chloNOG,0D7DC@chlorNOG,COG2304@NOG	von Willebrand factor, type A			SZUA-1494_782:c(976..2670)	hypothetical protein	K07114	K07114		K07114	K07114
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01820					06G2J@bactNOG,0D511@chloNOG,0D8DS@chlorNOG,0Y2U2@NOG				SZUA-1494_783:247..717	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01821	K09002		csm3	CRISPR-associated protein Csm3	08PB4@bactNOG,0FMBQ@cyaNOG,COG1337@NOG	CRISPR-associated RAMP protein, SSO1426 family			SZUA-1494_783:719..1549	hypothetical protein	K09002				K09002
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01822									SZUA-1494_783:c(1797..2159)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01823									SZUA-1494_784:194..1195	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01824	K00265	[EC:1.4.1.13][EC:1.4.1.14]	gltB	glutamate synthase (NADPH/NADH) large chain	05CBC@bactNOG,0GASS@delNOG,0HC7D@dproNOG,16QWG@proNOG,COG0069@NOG	glutamate synthase			SZUA-1494_784:c(1299..1961)	Glutamate synthase [NADPH] large chain	K00265			K00265	K00268
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01825	K01198	[EC:3.2.1.37]	xynB	xylan 1,4-beta-xylosidase	COG3664@NOG	Glycoside hydrolase family			SZUA-1494_785:4..1944	Beta-xylosidase	K01198	K01198		K01198	K21000
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01826									SZUA-1494_785:c(1997..3238)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01827									SZUA-1494_786:c(132..251)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01828									SZUA-1494_786:1129..1347	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01829									SZUA-1494_786:c(1830..2018)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01830									SZUA-1494_787:c(232..903)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01831	K14065		uspD	universal stress protein D	07EIZ@bactNOG,0D31X@chloNOG,0G78P@dehNOG,COG0589@NOG	universal stress protein family			SZUA-1494_788:c(247..723)	Putative universal stress protein	K14065				K14065
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01832					05XEU@bactNOG,0EWGI@cloNOG,0NPS1@firmNOG,124V0@NOG	YKOF-related Family			SZUA-1494_788:c(787..1044)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01833	K21377	[EC:2.1.1.302]	aziB2	3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase	08UV3@bactNOG,COG0500@NOG	methyltransferase, type 11			SZUA-1494_788:c(1066..1719)	Malonyl-[acyl-carrier protein] O-methyltransferase	K21377				K21377
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01834									SZUA-1494_788:c(1750..1899)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01835									SZUA-1494_788:c(1892..2086)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01836	K21377	[EC:2.1.1.302]	aziB2	3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase	05F2W@bactNOG,1DHXX@verNOG,COG0500@NOG	Methyltransferase			SZUA-1494_788:c(2109..2591)	Demethylrebeccamycin-D-glucose O-methyltransferase	K21377				K21377
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01837					08R96@bactNOG,0GEQR@delNOG,0I5NB@eproNOG,16W2B@proNOG,COG1720@NOG	Uncharacterised protein family UPF0066			SZUA-1494_788:c(2585..3424)	tRNA (adenine(37)-N6)-methyltransferase					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01838	K02035		ABC.PE.S	peptide/nickel transport system substrate-binding protein	080B0@bactNOG,0D1BX@chloNOG,COG0747@NOG	Extracellular solute-binding protein, family 5			SZUA-1494_789:c(82..1842)	Oligopeptide-binding protein AppA	K02035	K02035		K02035	K19226
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01839	K03075		secG	preprotein translocase subunit SecG	06AZZ@bactNOG,0Y0MA@NOG	Preprotein translocase, subunit SecG			SZUA-1494_789:c(1934..2143)	hypothetical protein	K03075	K03075		K03075	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01840					068P8@bactNOG,0XY5K@NOG				SZUA-1494_790:c(73..2082)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01841	K06971		K06971	uncharacterized protein	06P19@bactNOG,0D4Z8@chloNOG,COG0434@NOG	photosystem I assembly BtpA			SZUA-1494_790:c(2091..2948)	hypothetical protein	K06971	K06971		K06971	K06971
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01842	K00852	[EC:2.7.1.15]	rbsK, RBKS	ribokinase	00DYK@actNOG,07UD6@bactNOG,COG0524@NOG	PfkB domain protein			SZUA-1494_790:c(2945..3949)	2-dehydro-3-deoxygluconokinase	K00852			K00852	K21621
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01843	K08981		K08981	putative membrane protein	0KWEI@eurNOG,COG3428@NOG,arCOG04619@arNOG	Membrane-flanked domain			SZUA-1494_791:21..632	hypothetical protein	K08981			K08981	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01844	K02004		ABC.CD.P	putative ABC transport system permease protein	0KTRV@eurNOG,0WP67@methaNOG,COG0577@NOG,arCOG02312@arNOG	ABC transporter			SZUA-1494_791:986..3289	Macrolide export ATP-binding/permease protein MacB	K02004	K02004		K02004	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01845	K01993		ABC-2.TX	HlyD family secretion protein	07IE6@bactNOG,0D38X@chloNOG,0D7R6@chlorNOG,0XTXD@NOG	multidrug resistance efflux pump-like protein			SZUA-1494_791:3400..4554	Cobalt-zinc-cadmium resistance protein CzcB	K01993			K01993	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01846	K02003		ABC.CD.A	putative ABC transport system ATP-binding protein	07R39@bactNOG,0D23J@chloNOG,COG1136@NOG	Part of the ABC transporter complex MacAB involved in macrolide export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation (By similarity)			SZUA-1494_791:4571..5317	putative ABC transporter ATP-binding protein YknY	K02003	K02003	K19079	K02003	K19083
