#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1403|SZUA-1403_00001	K02120		ATPVD, ntpD, atpD	V/A-type H+/Na+-transporting ATPase subunit D	05M56@bactNOG,0EQND@cloNOG,0NFD9@firmNOG,COG1394@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)			SZUA-1403_1:c(221..877)	V-type sodium ATPase subunit D	K02120	K02120	K02120	K02120	K02149
Candidatus_bacterium_SZUA-1403|SZUA-1403_00665	K02902		RP-L28, MRPL28, rpmB	large subunit ribosomal protein L28	05KDC@bactNOG,0QTMD@gproNOG,17FIT@proNOG,COG0227@NOG	50S ribosomal protein L28			SZUA-1403_91:c(6367..6642)	50S ribosomal protein L28	K02902	K02902		K02902	K02902
Candidatus_bacterium_SZUA-1403|SZUA-1403_00666	K03545		tig	trigger factor	05DEA@bactNOG,0I6FR@eryNOG,0NDK4@firmNOG,COG0544@NOG	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation (By similarity)			SZUA-1403_91:c(6734..8050)	Trigger factor	K03545	K03545		K01802	K03545
Candidatus_bacterium_SZUA-1403|SZUA-1403_00667	K07263	[EC:3.4.24.-]	pqqL	zinc protease	07RR8@bactNOG,0EQ4K@cloNOG,0NEJV@firmNOG,COG0612@NOG	Peptidase M16 domain protein			SZUA-1403_91:c(8100..9395)	putative zinc protease	K07263				K07263
Candidatus_bacterium_SZUA-1403|SZUA-1403_00668									SZUA-1403_92:c(188..367)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00669	K03695		clpB	ATP-dependent Clp protease ATP-binding subunit ClpB	05C2Z@bactNOG,COG0542@NOG	ATP-dependent CLP protease ATP-binding subunit			SZUA-1403_92:513..3122	Chaperone protein ClpB 1	K03695	K03695		K03695	K11907
Candidatus_bacterium_SZUA-1403|SZUA-1403_00670									SZUA-1403_92:c(3133..3552)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00671	K01952	[EC:6.3.5.3]	purL, PFAS	phosphoribosylformylglycinamidine synthase	07QIK@bactNOG,0QHSZ@gproNOG,16PCT@proNOG,COG0046@NOG	Formylglycinamide ribotide synthetase			SZUA-1403_92:3703..6063	Phosphoribosylformylglycinamidine synthase subunit PurL	K01952	K01952		K01952	K01952
Candidatus_bacterium_SZUA-1403|SZUA-1403_00672									SZUA-1403_92:6105..6206	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00673					0KTP9@eurNOG,0WMEH@methaNOG,11QQP@NOG,arCOG04555@arNOG	Inherit from COG: Pfam:DUF2078			SZUA-1403_92:6229..7422	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00674	K03469	[EC:3.1.26.4]	rnhA, RNASEH1	ribonuclease HI	08UMW@bactNOG,0BCDR@bproNOG,179MX@proNOG,COG0328@NOG	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)			SZUA-1403_92:7448..7876	Ribonuclease HI	K03469	K03469	K03469	K03469	K14159
Candidatus_bacterium_SZUA-1403|SZUA-1403_00675	K00826	[EC:2.6.1.42]	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase	0DCBB@chloroNOG,1DSRM@virNOG,COG0115@NOG,KOG0975@euNOG	Branched-chain-amino-acid aminotransferase			SZUA-1403_92:c(7897..9246)	putative branched-chain-amino-acid aminotransferase	K00826	K00826		K00826	
Candidatus_bacterium_SZUA-1403|SZUA-1403_00676	K01703	[EC:4.2.1.33][EC:4.2.1.35]	leuC, IPMI-L	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	05CQI@bactNOG,0QITV@gproNOG,16PYZ@proNOG,COG0065@NOG	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)			SZUA-1403_92:c(9263..10678)	3-isopropylmalate dehydratase large subunit	K01703	K01703		K01703	K20930
Candidatus_bacterium_SZUA-1403|SZUA-1403_00678	K01940	[EC:6.3.4.5]	argG, ASS1	argininosuccinate synthase	05CDH@bactNOG,0QIFF@gproNOG,16PSZ@proNOG,COG0137@NOG	Citrulline--aspartate ligase			SZUA-1403_93:545..1798	Argininosuccinate synthase	K01940	K01940		K01940	K01940
Candidatus_bacterium_SZUA-1403|SZUA-1403_00679	K01755	[EC:4.3.2.1]	argH, ASL	argininosuccinate lyase	05CH7@bactNOG,COG0165@NOG	arginosuccinase			SZUA-1403_93:1802..3064	Argininosuccinate lyase	K01755	K01755		K01755	K14681
Candidatus_bacterium_SZUA-1403|SZUA-1403_00680									SZUA-1403_93:3150..3719	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00681	K01476	[EC:3.5.3.1]	E3.5.3.1, rocF, arg	arginase	066UZ@bactNOG,0GE2V@delNOG,0HF5C@dproNOG,16T8I@proNOG,COG0010@NOG	K01476 arginase EC 3.5.3.1			SZUA-1403_93:3754..4599	Arginase	K01476	K01476		K01476	K19723
Candidatus_bacterium_SZUA-1403|SZUA-1403_00682									SZUA-1403_93:c(4594..5253)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00683	K01649	[EC:2.3.3.13]	leuA, IMS	2-isopropylmalate synthase	05CYQ@bactNOG,0G523@defNOG,COG0119@NOG	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)			SZUA-1403_93:5412..6944	2-isopropylmalate synthase	K01649	K01649		K01649	K21934
Candidatus_bacterium_SZUA-1403|SZUA-1403_00684	K01955	[EC:6.3.5.5]	carB, CPA2	carbamoyl-phosphate synthase large subunit	055Y0@bacteNOG,05CU6@bactNOG,09BS3@bctoNOG,COG0458@NOG	carbamoylphosphate synthase large subunit			SZUA-1403_93:c(7019..8575)	Carbamoyl-phosphate synthase large chain	K01955	K01955		K01955	K16181
Candidatus_bacterium_SZUA-1403|SZUA-1403_00685	K03530		hupB	DNA-binding protein HU-beta	05K70@bactNOG,0EU84@cloNOG,0NKPS@firmNOG,COG0776@NOG	DNA-binding protein			SZUA-1403_93:c(8721..8996)	DNA-binding protein HU	K03530	K03530		K03530	K05788
Candidatus_bacterium_SZUA-1403|SZUA-1403_00686	K01918	[EC:6.3.2.1]	panC	pantoate--beta-alanine ligase	07RWD@bactNOG,09B6N@bctoNOG,0P8E3@flaNOG,COG0414@NOG	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate (By similarity)			SZUA-1403_93:9130..9993	Pantothenate synthetase	K01918	K01918		K01918	K13799
Candidatus_bacterium_SZUA-1403|SZUA-1403_00687	K03687		GRPE	molecular chaperone GrpE	04UV3@bacNOG,05K90@bactNOG,0NJEM@firmNOG,COG0576@NOG	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ			SZUA-1403_93:10065..10619	Protein GrpE	K03687	K03687		K03687	K03687
Candidatus_bacterium_SZUA-1403|SZUA-1403_00688	K07318	[EC:2.1.1.72]	K07318	adenine-specific DNA-methyltransferase	05DVP@bactNOG,0EQS8@cloNOG,0P2WP@firmNOG,COG3392@NOG	modification methylase			SZUA-1403_93:10639..11751	Modification methylase FokI	K07318	K07318		K07318	K07318
Candidatus_bacterium_SZUA-1403|SZUA-1403_00689									SZUA-1403_93:c(11765..11878)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00690	K03596		lepA	GTP-binding protein LepA	04RB3@bacNOG,05C4S@bactNOG,0NEFC@firmNOG,COG0481@NOG	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)			SZUA-1403_93:c(11970..13235)	Elongation factor 4	K03596	K03596		K03596	K03596
Candidatus_bacterium_SZUA-1403|SZUA-1403_00691	K03585		acrA, mexA, adeI, smeD, mtrC, cmeA	membrane fusion protein, multidrug efflux system	0807B@bactNOG,0ESNR@cloNOG,0NIDF@firmNOG,COG0845@NOG	efflux transporter, rnd family, mfp subunit			SZUA-1403_94:45..1943	hypothetical protein	K03585			K03585	K21137
Candidatus_bacterium_SZUA-1403|SZUA-1403_00692	K02519		infB, MTIF2	translation initiation factor IF-2	07EEM@bactNOG,0EPWV@cloNOG,0NDMT@firmNOG,COG0532@NOG	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)			SZUA-1403_94:c(2024..4732)	Translation initiation factor IF-2	K02519	K02519		K02519	K03243
Candidatus_bacterium_SZUA-1403|SZUA-1403_00694	K02950		RP-S12, MRPS12, rpsL	small subunit ribosomal protein S12	08UKE@bactNOG,0D2D9@chloNOG,0D7XJ@chlorNOG,COG0048@NOG	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit (By similarity)			SZUA-1403_94:5134..5547	30S ribosomal protein S12	K02950	K02950	K02950	K02950	K02973
Candidatus_bacterium_SZUA-1403|SZUA-1403_00695	K02992		RP-S7, MRPS7, rpsG	small subunit ribosomal protein S7	08UHY@bactNOG,COG0049@NOG	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA (By similarity)			SZUA-1403_94:5612..6073	30S ribosomal protein S7	K02992	K02992		K02992	K02992
Candidatus_bacterium_SZUA-1403|SZUA-1403_00696	K01695	[EC:4.2.1.20]	trpA	tryptophan synthase alpha chain	05F6H@bactNOG,0QIQB@gproNOG,16Q50@proNOG,COG0159@NOG	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate (By similarity)			SZUA-1403_95:c(1191..1973)	Tryptophan synthase alpha chain	K01695	K01695		K01695	K01695
Candidatus_bacterium_SZUA-1403|SZUA-1403_00697	K00615	[EC:2.2.1.1]	E2.2.1.1, tktA, tktB	transketolase	05CV1@bactNOG,1CFUU@therNOG,COG0021@NOG	Transketolase (EC 2.2.1.1)			SZUA-1403_95:2207..4144	Transketolase	K00615	K00615		K00615	K00615
Candidatus_bacterium_SZUA-1403|SZUA-1403_00698									SZUA-1403_95:4155..4301	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00699									SZUA-1403_95:4294..4503	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00700									SZUA-1403_95:c(4647..5285)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00701					08N3F@bactNOG,0QF91@fusoNOG,0YR4Z@NOG				SZUA-1403_95:c(5493..6722)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00702	K07301		yrbG	cation:H+ antiporter	05FEU@bactNOG,09D2G@bctoNOG,0FY29@cytNOG,COG0530@NOG	Sodium/calcium exchanger protein			SZUA-1403_95:6900..7976	Inner membrane protein YrbG	K07301			K07301	K07301
Candidatus_bacterium_SZUA-1403|SZUA-1403_00703									SZUA-1403_95:c(8054..8584)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00704	K21303	[EC:2.7.8.40]	wecP	UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase	05D3Q@bactNOG,0EPF9@cloNOG,0NDSV@firmNOG,COG1086@NOG,COG2148@NOG	Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase			SZUA-1403_95:8727..10112	putative sugar transferase EpsL	K21303				K21303
Candidatus_bacterium_SZUA-1403|SZUA-1403_00705	K01817	[EC:5.3.1.24]	trpF	phosphoribosylanthranilate isomerase	08ZGB@bactNOG,0ET76@cloNOG,0NJ9K@firmNOG,COG0135@NOG	N-(5'phosphoribosyl)anthranilate isomerase			SZUA-1403_96:c(128..838)	N-(5'-phosphoribosyl)anthranilate isomerase	K01817	K01817		K01817	K16187
Candidatus_bacterium_SZUA-1403|SZUA-1403_00706	K00286	[EC:1.5.1.2]	proC	pyrroline-5-carboxylate reductase	05II7@bactNOG,09E1B@bctoNOG,0FWIE@cytNOG,COG0345@NOG	Pyrroline-5-carboxylate reductase			SZUA-1403_96:c(848..1672)	Pyrroline-5-carboxylate reductase	K00286	K00286		K00286	K02239
Candidatus_bacterium_SZUA-1403|SZUA-1403_00707	K00170	[EC:1.2.7.1]	porB	pyruvate ferredoxin oxidoreductase beta subunit	02F6S@aquNOG,07R90@bactNOG,COG1013@NOG	Thiamine pyrophosphate protein domain protein TPP-binding			SZUA-1403_96:c(1692..2705)	Pyruvate synthase subunit PorB	K00170	K00170		K00170	K19071
Candidatus_bacterium_SZUA-1403|SZUA-1403_00708	K06890		K06890	uncharacterized protein	05HFZ@bactNOG,0GE15@delNOG,0I3EJ@eproNOG,16YP6@proNOG,COG0670@NOG	integral membrane protein			SZUA-1403_96:c(2830..3483)	Inner membrane protein YbhL	K06890	K06890		K06890	K19416
Candidatus_bacterium_SZUA-1403|SZUA-1403_00709									SZUA-1403_96:c(3514..3633)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00710	K00773	[EC:2.4.2.29]	tgt, QTRT1	queuine tRNA-ribosyltransferase	05C6U@bactNOG,0QF1C@fusoNOG,COG0343@NOG	Exchanges the guanine residue with 7-aminomethyl-7- deazaguanine in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). After this exchange, a cyclopentendiol moiety is attached to the 7-aminomethyl group of 7-deazaguanine, resulting in the hypermodified nucleoside queuosine (Q) (7-(((4,5-cis- dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7-deazaguanosine) (By similarity)			SZUA-1403_97:c(828..1955)	Queuine tRNA-ribosyltransferase	K00773	K00773		K00773	K18779
Candidatus_bacterium_SZUA-1403|SZUA-1403_00711	K01784	[EC:5.1.3.2]	galE, GALE	UDP-glucose 4-epimerase	0KSF2@eurNOG,1CD5U@theNOG,COG0451@NOG,arCOG01369@arNOG	3-beta hydroxysteroid dehydrogenase/isomerase family			SZUA-1403_97:c(1988..2974)	UDP-N-acetylglucosamine 4-epimerase	K01784	K01784		K01784	
Candidatus_bacterium_SZUA-1403|SZUA-1403_00712	K00351	[EC:1.6.5.8]	nqrF	Na+-transporting NADH:ubiquinone oxidoreductase subunit F	05D26@bactNOG,COG2871@NOG	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. The first step is catalyzed by NqrF, which accepts electrons from NADH and reduces ubiquinone-1 to ubisemiquinone by a one-electron transfer pathway (By similarity)			SZUA-1403_97:c(2990..3784)	Phenol hydroxylase P5 protein	K00351			K00351	K00351
Candidatus_bacterium_SZUA-1403|SZUA-1403_00713									SZUA-1403_97:c(3808..5670)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00714									SZUA-1403_97:c(5729..6202)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00715									SZUA-1403_98:16..873	Phosphoglycolate phosphatase					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00716									SZUA-1403_98:1052..1270	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00717	K02035		ABC.PE.S	peptide/nickel transport system substrate-binding protein	080B0@bactNOG,0D1BX@chloNOG,COG0747@NOG	Extracellular solute-binding protein, family 5			SZUA-1403_98:1364..3511	Oligopeptide-binding protein AppA	K02035	K02035		K02035	K19226
Candidatus_bacterium_SZUA-1403|SZUA-1403_00718	K02939		RP-L9, MRPL9, rplI	large subunit ribosomal protein L9	05K9Q@bactNOG,0EU6U@cloNOG,0NKRK@firmNOG,COG0359@NOG	Binds to the 23S rRNA (By similarity)			SZUA-1403_98:3514..3963	50S ribosomal protein L9	K02939	K02939		K02939	K02939
Candidatus_bacterium_SZUA-1403|SZUA-1403_00720	K05882	[EC:1.1.1.91]	E1.1.1.91	aryl-alcohol dehydrogenase (NADP+)	05CPC@bactNOG,0B808@bproNOG,16QFE@proNOG,COG0667@NOG	aldo keto reductase			SZUA-1403_99:62..775	Protein tas	K05882			K05882	K21334
Candidatus_bacterium_SZUA-1403|SZUA-1403_00721									SZUA-1403_99:1016..1699	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00722	K20530		trbE	type IV secretion system protein TrbE	00G44@actNOG,05DTV@bactNOG,COG3451@NOG	Type IV secretory pathway VirB4 protein-like protein			SZUA-1403_99:1709..3574	Protein TraC	K20530				K20530
Candidatus_bacterium_SZUA-1403|SZUA-1403_00723	K03501	[EC:2.1.1.170]	gidB, rsmG	16S rRNA (guanine527-N7)-methyltransferase	04SC0@bacNOG,05D28@bactNOG,0NDPD@firmNOG,COG0357@NOG	Specifically methylates the N7 position of a guanine in 16S rRNA (By similarity)			SZUA-1403_99:c(3566..4285)	Ribosomal RNA small subunit methyltransferase G	K03501	K03501		K03501	K03501
Candidatus_bacterium_SZUA-1403|SZUA-1403_00724	K03696		clpC	ATP-dependent Clp protease ATP-binding subunit ClpC	05C2Z@bactNOG,0EP9K@cloNOG,0ND4R@firmNOG,COG0542@NOG	chaperone			SZUA-1403_99:4388..7099	ATP-dependent Clp protease ATP-binding subunit ClpC	K03696	K03696		K03696	K11907
Candidatus_bacterium_SZUA-1403|SZUA-1403_00725					07WYY@bactNOG,0FKV1@cyaNOG,10DZH@NOG	Glycosyl transferase group 1			SZUA-1403_99:7118..8284	Glycosyltransferase Gtf1					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00726									SZUA-1403_99:c(8286..8942)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00727									SZUA-1403_99:c(9040..9561)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00728									SZUA-1403_99:c(9597..9779)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00729					06CE6@bactNOG,0XZYI@NOG,18627@proNOG				SZUA-1403_99:9926..10615	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00730					05FC9@bactNOG,0XS78@NOG	Coagulation factor 5 8 type domain protein			SZUA-1403_99:c(10563..13079)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00731	K03424	[EC:3.1.21.-]	tatD	TatD DNase family protein	05F8V@bactNOG,0EPB4@cloNOG,0NDS5@firmNOG,COG0084@NOG	hydrolase, TatD family			SZUA-1403_99:13226..14056	putative metal-dependent hydrolase YcfH	K03424	K03424		K03424	K03424
Candidatus_bacterium_SZUA-1403|SZUA-1403_00732	K12234	[EC:6.3.2.31][EC:6.3.2.34]	cofE, fbiB	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase	088YA@bactNOG,COG1478@NOG	Catalyzes the GTP-dependent successive addition of two or more gamma-linked L-glutamates to the L-lactyl phosphodiester of 7,8-didemethyl-8-hydroxy-5-deazariboflavin (F420-0) to form coenzyme F420-0-glutamyl-glutamate (F420-2) or polyglutamated F420 derivatives (By similarity)			SZUA-1403_99:c(14053..14787)	Coenzyme F420:L-glutamate ligase	K12234			K12234	K12234
Candidatus_bacterium_SZUA-1403|SZUA-1403_00733									SZUA-1403_100:c(175..1152)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00734	K04096		smf	DNA processing protein	05C79@bactNOG,0EQH4@cloNOG,0NFUT@firmNOG,COG0758@NOG	DNA protecting protein DprA			SZUA-1403_100:c(1172..2284)	DNA processing protein DprA	K04096	K04096		K04096	K04096
Candidatus_bacterium_SZUA-1403|SZUA-1403_00735	K01803	[EC:5.3.1.1]	TPI, tpiA	triosephosphate isomerase (TIM)	0KRA9@eurNOG,1CE85@thermNOG,COG0149@NOG,arCOG01087@arNOG	Triose-phosphate isomerase			SZUA-1403_100:2375..3052	Triosephosphate isomerase	K01803	K01803		K01803	
Candidatus_bacterium_SZUA-1403|SZUA-1403_00736	K03072		secD	preprotein translocase subunit SecD	07QN8@bactNOG,0FJG2@cyaNOG,COG0342@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity)			SZUA-1403_100:3078..5057	Protein translocase subunit SecD	K03072	K03072		K03072	K12257
Candidatus_bacterium_SZUA-1403|SZUA-1403_00737	K11753	[EC:2.7.1.26][EC:2.7.7.2]	ribF	riboflavin kinase / FMN adenylyltransferase	05DTN@bactNOG,COG0196@NOG	riboflavin biosynthesis protein ribF			SZUA-1403_100:5070..5495	Riboflavin biosynthesis protein RibF	K11753	K11753		K11753	K11753
Candidatus_bacterium_SZUA-1403|SZUA-1403_00738	K15332	[EC:2.1.1.-]	TRMT2A	tRNA (uracil-5-)-methyltransferase	05BZT@bactNOG,0ENV5@cloNOG,0ND5E@firmNOG,COG2265@NOG	23S rRNA (uracil-5-)-methyltransferase RumA			SZUA-1403_100:c(5549..7033)	23S rRNA (uracil-C(5))-methyltransferase RlmCD	K15332		K15332	K00557	K15331
Candidatus_bacterium_SZUA-1403|SZUA-1403_00739	K01626	[EC:2.5.1.54]	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase					SZUA-1403_100:c(7160..7351)	hypothetical protein	K01626	K01626			
Candidatus_bacterium_SZUA-1403|SZUA-1403_00740	K02945		RP-S1, rpsA	small subunit ribosomal protein S1	05CAV@bactNOG,0ENXP@cloNOG,0NDYX@firmNOG,COG0539@NOG,COG0761@NOG	Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity)			SZUA-1403_101:c(334..1521)	30S ribosomal protein S1	K02945	K02945		K02945	K03527
Candidatus_bacterium_SZUA-1403|SZUA-1403_00741	K00261	[EC:1.4.1.3]	GLUD1_2, gdhA	glutamate dehydrogenase (NAD(P)+)	05D82@bactNOG,0ENQ2@cloNOG,0ND71@firmNOG,COG0334@NOG	glutamate dehydrogenase			SZUA-1403_101:c(1660..2946)	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB	K00261	K00261		K00260	K00263
Candidatus_bacterium_SZUA-1403|SZUA-1403_00742									SZUA-1403_102:40..4347	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00743									SZUA-1403_102:4427..4771	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00744									SZUA-1403_102:c(4758..5480)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00745	K00858	[EC:2.7.1.23]	ppnK, NADK	NAD+ kinase	05F91@bactNOG,16QK8@proNOG,COG0061@NOG	Catalyzes the phosphorylation of NAD to NADP. Utilizes ATP and other nucleoside triphosphates as well as inorganic polyphosphate as a source of phosphorus (By similarity)			SZUA-1403_102:5538..6458	NAD kinase	K00858	K00858	K00858	K00858	K19386
Candidatus_bacterium_SZUA-1403|SZUA-1403_00746	K03701		uvrA	excinuclease ABC subunit A	04RI8@bacNOG,05C5U@bactNOG,0NDEK@firmNOG,COG0178@NOG	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate (By similarity)			SZUA-1403_102:6506..9415	UvrABC system protein A	K03701	K03701		K03701	K03701
